match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_shotOffTarget,player_firstName,player_lastName,stat_accurateCross,stat_unsuccessfulTouch,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,player_sofascoreId
12117271,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,24.0,11.0,16.0,3.0,0.0,8.0,8.0,3.0,16.0,10.0,1.0,2.0,4.0,90.0,35.0,7.1,13.0,0.00012347,0,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117271,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,55.0,40.0,15.0,9.0,0.0,16.0,19.0,24.0,38.0,3.0,,,,83.0,70.0,6.5,18.0,0.0134484,0,,True,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117271,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,41.0,31.0,6.0,,0.0,18.0,18.0,13.0,23.0,5.0,,,,90.0,65.0,7.4,11.0,0.00879676,1,,,,2.0,2.0,3.0,9.0,1.0,7.0,1.0,2.0,,,1.0,4.0,4.0,3.0,0.0154,,,,,,,,,,,,,,,,
12117271,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,35.0,31.0,5.0,3.0,0.0,18.0,19.0,13.0,16.0,1.0,,,,90.0,42.0,6.7,4.0,0.00502285,0,,,,3.0,,7.0,1.0,,2.0,1.0,1.0,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
12117271,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,26.0,20.0,4.0,2.0,0.0,9.0,9.0,11.0,17.0,4.0,,,,90.0,46.0,6.8,8.0,0.00556348,1,,,,3.0,2.0,5.0,6.0,,3.0,,1.0,2.0,,,3.0,1.0,1.0,0.0349,,1.0,,,,,,,,,,,,,,
12117271,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,31.0,26.0,7.0,4.0,0.0,11.0,11.0,16.0,23.0,2.0,,,,90.0,44.0,6.6,10.0,0.125066,3,,,3.0,1.0,,4.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,,,0.0547,1.0,2.0,,,1.0,1.0,,,,,,,,,,
12117271,home,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,16,16,False,68.0,65.0,5.0,5.0,0.0,30.0,32.0,35.0,36.0,11.0,,,,85.0,79.0,7.1,5.0,0.0204471,1,,,,,,2.0,4.0,1.0,1.0,,,,1.0,1.0,4.0,2.0,,0.0361,1.0,,,,,1.0,,,,,,,,,,
12117271,home,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,M,11,11,False,23.0,20.0,2.0,2.0,0.0,3.0,3.0,17.0,20.0,,,,,59.0,38.0,7.0,10.0,0.208623,2,,,,,,3.0,6.0,4.0,,,,1.0,1.0,,,,3.0,0.1557,1.0,1.0,,,,5.0,3.0,1.0,1.0,1.0,0.4934,,,,,
12117271,home,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,False,25.0,23.0,,,1.0,11.0,11.0,13.0,18.0,,,,,68.0,36.0,6.9,8.0,0.0403364,0,,,4.0,,,4.0,2.0,1.0,,,,1.0,3.0,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,
12117271,home,Fortaleza,Moisés,moises,Moisés,M,21,177,1067,M,1046501,EUR,841622400,M,21,21,False,21.0,15.0,1.0,1.0,0.0,2.0,3.0,13.0,19.0,3.0,,,,76.0,35.0,6.2,13.0,0.0210831,2,,,1.0,,1.0,5.0,2.0,3.0,,,,,,,,,,0.2297,,2.0,Moisés,,,1.0,1.0,,,,,3.0,1.0,,,
12117271,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,15.0,14.0,1.0,1.0,0.0,3.0,3.0,11.0,12.0,3.0,,,,67.0,19.0,6.8,2.0,0.0193331,2,,,,,,1.0,1.0,,,,,,,,1.0,,,0.112,,2.0,,,,,,,,,,1.0,,,,
