match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_challengeLost,player_firstName,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,captain,player_lastName,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
13472670,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,27.0,22.0,6.0,1.0,0.0,22.0,25.0,2.0,2.0,2.0,3.0,9.0,1.0,1.0,4.0,2.0,90.0,40.0,6.8,5.0,6.425e-05,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,False,31.0,29.0,2.0,2.0,0.0,22.0,23.0,8.0,1.0,6.0,7.0,2.0,,,,,90.0,61.0,6.9,5.0,0.00584366,1,,7.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,0.0351,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,D,25,25,False,71.0,64.0,6.0,4.0,0.0,47.0,52.0,19.0,3.0,8.0,12.0,,,,,,90.0,95.0,7.0,8.0,0.210069,0,,17.0,1.0,,3.0,,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Lucas Freitas,lucas-freitas,L. Freitas,D,43,184,1198,M,,1069729,EUR,979948800,D,43,43,False,91.0,84.0,3.0,2.0,0.0,60.0,62.0,29.0,2.0,6.0,4.0,7.0,,,,,90.0,103.0,6.9,9.0,0.0257134,0,,24.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,54.0,45.0,3.0,1.0,0.0,33.0,36.0,18.0,1.0,3.0,2.0,4.0,,,,,90.0,83.0,6.1,17.0,0.0108987,1,,12.0,2.0,2.0,6.0,,,,,0.0504,,,,2.0,,3.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,,840398,EUR,715132800,M,3,3,False,16.0,16.0,,,0.0,7.0,7.0,9.0,1.0,3.0,,,,,,,44.0,24.0,6.5,3.0,0.0238726,0,,9.0,1.0,2.0,5.0,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
13472670,home,Vasco da Gama,Jair,jair,Jair,M,8,178,1707,M,,268419,EUR,777859200,M,8,8,False,58.0,55.0,2.0,2.0,0.0,38.0,38.0,20.0,2.0,7.0,,4.0,,,,,74.0,69.0,6.9,6.0,0.0106055,0,,17.0,,,3.0,,,2.0,1.0,,,,,1.0,1.0,2.0,,2.0,2.0,3.0,,1.0,,,,,,,,,,,,
13472670,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,M,77,77,False,12.0,11.0,,,0.0,7.0,7.0,5.0,,3.0,,3.0,,,,,90.0,23.0,7.7,2.0,0.00485056,4,,4.0,,,2.0,1.0,,,,0.3115,,,,,3.0,1.0,,1.0,,,1.0,,Rayan,2.0,2.0,1.0,0.3849,,,,,,,
13472670,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,10,10,False,40.0,35.0,2.0,,0.0,20.0,20.0,20.0,,1.0,,4.0,,,,,90.0,56.0,6.3,14.0,0.0363231,2,,15.0,5.0,1.0,6.0,2.0,,,,0.075,1.0,4.0,,,1.0,1.0,,,,1.0,,,,,,,,True,,,,,,
13472670,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,M,7,7,False,22.0,18.0,,,0.0,11.0,12.0,10.0,,4.0,,5.0,,,,,74.0,33.0,6.4,8.0,0.012249,0,,7.0,,2.0,7.0,,,,,,,1.0,,,1.0,2.0,1.0,4.0,3.0,2.0,,1.0,,,,,,,,,,,,
13472670,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,F,17,17,False,33.0,26.0,1.0,,0.0,14.0,16.0,17.0,,4.0,,2.0,,,,,82.0,52.0,6.3,17.0,0.0194123,1,,12.0,1.0,,9.0,,,1.0,,0.0298,,6.0,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,True,7.0,5.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,4.0,,1.0,,,,,46.0,13.0,7.2,2.0,0.00016795,2,,,,1.0,1.0,1.0,,,,1.0145,,,,,4.0,,,,,,,,,1.0,,1.0,0.8519,,,1.0,,,,
13472670,home,Vasco da Gama,Cauan Barros,barros-cauan,C. Barros,M,88,183,2254,M,,1444694,EUR,1083801600,M,88,88,True,18.0,17.0,1.0,1.0,0.0,14.0,15.0,3.0,1.0,2.0,,,,,,,16.0,20.0,6.5,1.0,0.00397141,0,,3.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Andrés Gómez,andres-gomez,A. Gómez,M,11,172,4196,M,,1160386,EUR,1031788800,F,11,11,True,2.0,2.0,,,1.0,,,2.0,,2.0,,1.0,,,,,16.0,8.0,7.0,2.0,0.0997398,1,,2.0,,,2.0,,,,,0.0173,,,1.0,,,1.0,1.0,4.0,2.0,,1.0,,,,,,,,,,1.0,,,
13472670,home,Vasco da Gama,Gabriel Souza,gabriel-souza-gb,G. Souza,F,21,190,1416,M,,1444693,EUR,1104883200,F,19,19,True,8.0,5.0,,,0.0,3.0,3.0,5.0,1.0,1.0,,,,,,,8.0,11.0,6.0,6.0,0.00065377,0,,2.0,,,4.0,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,
13472670,home,Vasco da Gama,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190,953,M,,863276,EUR,867974400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,,252781,EUR,740793600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Thiago Mendes,thiago-mendes,T. Mendes,M,23,176,1656,M,,329303,EUR,700617600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Guilherme Estrella,estrella-guilherme,G. Estrella,M,14,185,1609,M,,1634144,EUR,1114128000,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Guilherme Estrella de Paiva,,,,,,,,,,,
13472670,home,Vasco da Gama,Leandrinho,leandrinho,Leandrinho,M,12,170,995,M,,1589416,EUR,1111017600,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Leandro Viana,,,,,,da Silva Gama,,,,,
13472670,home,Vasco da Gama,Benjamín Garré,benjamin-garre,B. Garré,M,90,171,1416,M,,904847,EUR,963273600,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,,867907,EUR,823219200,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,home,Vasco da Gama,Alex Teixeira,alex-teixeira,A. Teixeira,F,90,173,1081,M,,39649,EUR,631584000,F,90,90,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472670,away,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,28.0,10.0,23.0,5.0,0.0,6.0,8.0,20.0,1.0,1.0,,6.0,2.0,,1.0,,90.0,35.0,6.4,19.0,0.0005578,0,-0.7631,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
13472670,away,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,False,21.0,18.0,3.0,,1.0,10.0,11.0,10.0,1.0,3.0,4.0,4.0,,,,,84.0,42.0,7.4,9.0,0.740069,1,,8.0,5.0,,,1.0,,2.0,2.0,0.1794,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,
13472670,away,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,46.0,39.0,10.0,7.0,0.0,30.0,34.0,12.0,1.0,2.0,4.0,4.0,,,,,90.0,54.0,6.2,8.0,0.00863688,1,,9.0,,1.0,3.0,1.0,,1.0,,0.014,,,,,,3.0,,,,1.0,,,,,,,,,,,,,1.0,
13472670,away,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,False,38.0,34.0,8.0,5.0,0.0,29.0,32.0,6.0,2.0,3.0,3.0,2.0,,,,,90.0,47.0,7.6,4.0,0.00531281,2,,5.0,,1.0,2.0,1.0,2.0,1.0,1.0,0.3377,,,,1.0,,2.0,,,,,,,,1.0,,1.0,0.9199,,,,,,,
13472670,away,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,30.0,21.0,5.0,3.0,1.0,8.0,12.0,18.0,,3.0,2.0,4.0,,,,,90.0,60.0,7.1,16.0,0.151909,2,,13.0,7.0,1.0,4.0,1.0,,,,0.0349,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,,,,,1.0,,,0.1065,,,,1.0,,,
13472670,away,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,30.0,27.0,5.0,5.0,0.0,18.0,19.0,11.0,,4.0,2.0,5.0,,,,,90.0,41.0,7.2,3.0,0.00490264,1,,9.0,,,1.0,,2.0,3.0,2.0,0.013,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,0.0344,,,,,,,1.0
