match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_gender,stat_totalCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialWon,stat_outfielderBlock,stat_errorLeadToAShot,stat_keyPass,player_firstName,player_lastName,stat_clearanceOffLine,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_ownGoals,stat_goodHighClaim,stat_punches,stat_goals,stat_penaltyWon
10433885,home,Antalyaspor,Ruud Boffin,ruud-boffin,R. Boffin,G,25,196,44,15039,EUR,563068800,G,25,25,False,39.0,32.0,13.0,6.0,27.0,28.0,5.0,11.0,1.0,9.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,90.0,54.0,7.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433885,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,130,967214,EUR,959731200,D,7,7,False,58.0,50.0,5.0,3.0,32.0,32.0,18.0,29.0,4.0,4.0,,,,,,,,80.0,77.0,6.6,13.0,0,M,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10433885,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,110,98276,EUR,585792000,D,89,89,False,73.0,58.0,14.0,4.0,45.0,50.0,13.0,24.0,,10.0,,,,,,,,90.0,92.0,7.0,17.0,0,M,1.0,,9.0,,5.0,1.0,4.0,3.0,1.0,3.0,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10433885,home,Antalyaspor,Fedor Kudryashov,fedor-kudryashov,F. Kudryashov,D,30,181,42,24639,EUR,544579200,D,13,13,False,41.0,37.0,3.0,1.0,28.0,30.0,9.0,11.0,1.0,5.0,,,,,,,,59.0,47.0,6.8,4.0,0,M,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,Fedor,Kudryashov,1.0,,,,,,,,,,,,,,,
10433885,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,43559,EUR,581990400,D,11,11,False,44.0,37.0,6.0,3.0,19.0,20.0,20.0,30.0,3.0,6.0,,1.0,,,,,,90.0,61.0,7.0,13.0,0,M,6.0,,4.0,1.0,,2.0,3.0,2.0,1.0,,,,,,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10433885,home,Antalyaspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,69351,EUR,663033600,M,5,5,False,30.0,28.0,,,12.0,13.0,16.0,17.0,2.0,2.0,,1.0,,,,,,45.0,38.0,6.8,3.0,0,M,,1.0,3.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,
10433885,home,Antalyaspor,Fernando,fernando,Fernando,M,,175,143,123354,EUR,699580800,M,8,8,False,72.0,59.0,16.0,11.0,36.0,40.0,24.0,38.0,1.0,7.0,,,,,,,,90.0,90.0,7.4,20.0,3,M,6.0,,3.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,
10433885,home,Antalyaspor,Fredy,fredy,Fredy,M,16,169,1034,845281,EUR,638496000,M,16,16,False,43.0,37.0,3.0,1.0,13.0,15.0,25.0,34.0,8.0,8.0,,3.0,,,,,,90.0,67.0,6.9,13.0,1,M,6.0,1.0,7.0,2.0,,1.0,2.0,1.0,,2.0,,,,,2.0,,,,1.0,1.0,4.0,3.0,,,,1.0,,,,,,,
10433885,home,Antalyaspor,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,432,39438,EUR,545184000,M,10,10,False,20.0,19.0,1.0,1.0,10.0,10.0,9.0,10.0,1.0,2.0,,,,,,,,67.0,29.0,6.6,3.0,2,M,,1.0,4.0,,,,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,
10433885,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,234,229800,EUR,734400000,M,20,20,False,21.0,12.0,2.0,,5.0,5.0,7.0,17.0,5.0,,,,,,,,,45.0,30.0,6.1,13.0,1,M,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,1.0,,,,,,,
