match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId
11396394,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,35.0,26.0,21.0,12.0,17.0,19.0,9.0,16.0,2.0,7.0,1.0,1.0,2.0,90.0,43.0,7.4,11.0,0.0014295,0,0.2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396394,home,1. FSV Mainz 05,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,3,3,False,,35.0,28.0,6.0,1.0,24.0,28.0,4.0,7.0,4.0,8.0,,,,90.0,47.0,7.6,7.0,0.00376021,0,,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396394,home,1. FSV Mainz 05,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,D,23,23,False,,6.0,5.0,,,4.0,5.0,1.0,1.0,,,,,,16.0,8.0,6.5,1.0,0.00039717,0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396394,home,1. FSV Mainz 05,Maxim Leitsch,maxim-leitsch,M. Leitsch,D,5,188,95,M,842869,EUR,895449600,D,5,5,False,,29.0,18.0,9.0,2.0,12.0,16.0,6.0,13.0,6.0,4.0,,,,90.0,41.0,7.0,11.0,0.002364,0,,1.0,4.0,3.0,6.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396394,home,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,M,20,20,False,,34.0,27.0,8.0,4.0,22.0,24.0,6.0,12.0,5.0,4.0,,,,90.0,48.0,6.7,10.0,0.0183568,1,,,,2.0,,,,,1.0,,,,,,2.0,1.0,2.0,1.0,0.0417,,,,,,,,,,,,,,
11396394,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,,25.0,13.0,5.0,,7.0,10.0,6.0,15.0,4.0,10.0,,,,90.0,48.0,7.6,14.0,0.00631454,1,,2.0,1.0,4.0,6.0,1.0,,,2.0,3.0,,1.0,,,,,,,0.3238,2.0,1.0,1.0,1.0,3.0,1.0,0.4894,,,,,,,
11396394,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,M,31,31,False,,27.0,16.0,2.0,1.0,11.0,15.0,5.0,13.0,1.0,8.0,,,,68.0,41.0,6.8,14.0,0.00424744,1,,1.0,1.0,5.0,8.0,3.0,,,1.0,7.0,1.0,1.0,,,1.0,,,,0.1356,,,,,4.0,,,1.0,1.0,1.0,,,,
11396394,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,22.0,12.0,8.0,2.0,10.0,13.0,3.0,10.0,,8.0,,,,90.0,44.0,6.4,18.0,0.00424137,0,,,1.0,6.0,4.0,1.0,,,2.0,1.0,3.0,,,,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,,,,1.0,,,,
11396394,home,1. FSV Mainz 05,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,F,10,10,False,,20.0,13.0,2.0,1.0,6.0,7.0,8.0,17.0,,3.0,,,,68.0,41.0,6.7,19.0,0.0209455,2,,2.0,,6.0,3.0,,,,,1.0,2.0,,,,4.0,1.0,2.0,,0.0374,1.0,1.0,,,,1.0,,,2.0,6.0,,,,
11396394,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,,21.0,15.0,,,5.0,6.0,10.0,15.0,1.0,5.0,,,,89.0,27.0,7.5,7.0,0.0167783,2,,4.0,1.0,6.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,0.2267,,,2.0,1.0,,,0.7282,,,1.0,1.0,,,
