match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,player_firstName,player_lastName,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_lastManTackle,stat_totalOffside
11392888,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,True,28.0,20.0,14.0,6.0,17.0,22.0,3.0,6.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,90.0,36.0,7.1,8.0,0.0,0.0,0.00026153,0,0.4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392888,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,,48.0,41.0,8.0,4.0,28.0,30.0,14.0,19.0,2.0,6.0,,,,,,90.0,64.0,7.5,10.0,0.0,0.0,0.0593213,0,,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
11392888,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,,65.0,58.0,7.0,3.0,55.0,58.0,3.0,7.0,4.0,9.0,,,,,,90.0,72.0,7.0,7.0,0.0,0.0,0.00314555,0,,,,,3.0,2.0,,,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
11392888,home,RC Strasbourg,Abakar Sylla,abakar-sylla,A. Sylla,D,4,188,887,M,1170197,EUR,1040774400,D,24,24,False,,63.0,56.0,9.0,5.0,47.0,49.0,9.0,14.0,4.0,4.0,,,,,,90.0,90.0,7.4,11.0,0.0,0.0,0.00294356,0,,,,,5.0,6.0,2.0,,,,,1.0,5.0,,,,3.0,1.0,1.0,Abakar Sylla,,1.0,2.0,,,,,,,,
11392888,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,2,2,False,,24.0,19.0,6.0,4.0,10.0,12.0,11.0,17.0,2.0,4.0,,,,,,90.0,52.0,7.1,12.0,0.0,0.0,0.134594,0,,,5.0,2.0,8.0,4.0,2.0,1.0,2.0,1.0,,,2.0,,2.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,
11392888,home,RC Strasbourg,Jessy Deminguet,jessy-deminguet,J. Deminguet,M,20,178,128,M,902657,EUR,884131200,M,7,7,False,,14.0,12.0,1.0,1.0,11.0,11.0,1.0,3.0,,7.0,,,,,,65.0,22.0,6.3,5.0,0.0,0.0,0.00130124,0,,,,,5.0,2.0,1.0,,1.0,,,,,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,
11392888,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,M,29,29,False,,23.0,19.0,3.0,2.0,12.0,14.0,7.0,9.0,,1.0,,,,,,89.0,38.0,7.0,6.0,0.0687,0.0,0.0117663,2,,,,,4.0,5.0,,1.0,3.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,Ismael Doukoure,,1.0,,2.0,,,,,,,
11392888,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,M,3,3,False,,18.0,13.0,,,10.0,11.0,4.0,9.0,,3.0,,,,,,89.0,39.0,6.8,9.0,0.7974,0.0,0.00479279,2,,,2.0,1.0,3.0,6.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,
11392888,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,F,19,19,False,,15.0,12.0,3.0,1.0,5.0,5.0,7.0,12.0,,2.0,,,,,,89.0,27.0,6.5,11.0,0.0711,0.0,0.0120673,1,,,2.0,,8.0,3.0,3.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,Habib,Diarra,1.0,3.0,,,1.0,,,,,
11392888,home,RC Strasbourg,Emmanuel Emegha,emanuel-emegha,E. Emegha,F,10,195,9578,M,1048333,EUR,1044230400,F,10,10,False,,8.0,4.0,,,2.0,2.0,2.0,6.0,,2.0,,,,,,78.0,19.0,7.3,9.0,0.7318,0.8997,0.00196819,2,,,,,6.0,4.0,,1.0,1.0,,,,,1.0,2.0,,2.0,3.0,,,,,3.0,,,,2.0,1.0,,,
