match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_errorLeadToAGoal,captain,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_wonContest,stat_challengeLost,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_punches,stat_bigChanceMissed
14970879,home,Cardiff City,Nathan Trott,,,nathan-trott,N. Trott,G,13,184.0,161,M,885907,EUR,911606400,G,13,13,False,39.0,32.0,13.0,6.0,0.0,31.0,32.0,1.0,7.0,2.0,6.0,3.0,4.0,1.0,1.0,90.0,47.0,7.3,7.0,68.838612250474,9.0,45.045,10.71,0.6339,0,0.01,0.01,-0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14970879,home,Cardiff City,Perry Ng,,,perry-ng,P. Ng,D,38,180.0,161,M,582190,EUR,830563200,D,38,38,False,45.0,39.0,4.0,2.0,1.0,20.0,23.0,19.0,22.0,4.0,7.0,,,,,89.0,68.0,7.0,10.0,116.89879547187,15.0,15.435,17.85,,2,0.14,0.13,-0.2,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,-0.12,,,,,,,,,,,,,,,
14970879,home,Cardiff City,Dylan Lawlor,,,dylan-lawlor,D. Lawlor,D,48,188.0,193,M,1424627,EUR,1136073600,D,48,48,False,64.0,58.0,4.0,3.0,0.0,38.0,41.0,20.0,23.0,4.0,4.0,,,,,90.0,79.0,6.5,8.0,287.9030563301,27.0,134.4,24.15,,0,0.13,0.2,-0.32,,,,1.0,2.0,3.0,4.0,,,,2.0,2.0,1.0,,,,,1.0,1.0,4.0,1.0,,,,,,,,,,,
14970879,home,Cardiff City,Calum Chambers,,,calum-chambers,C. Chambers,D,12,183.0,600,M,227942,EUR,790560000,D,12,12,False,70.0,64.0,6.0,3.0,0.0,42.0,46.0,22.0,24.0,2.0,5.0,,,,,90.0,91.0,6.7,11.0,381.69248966102,31.0,241.605,38.325,,1,0.23,0.18,-0.21,,,,2.0,,6.0,4.0,,,1.0,3.0,2.0,1.0,3.0,1.0,,0.23,1.0,1.0,3.0,,True,1.0,2.0,1.0,,,,,,,
14970879,home,Cardiff City,Joel Bagan,,,joel-bagan,J. Bagan,D,3,183.0,112,M,1018684,EUR,999475200,D,3,3,False,47.0,44.0,5.0,4.0,0.0,21.0,22.0,23.0,25.0,5.0,3.0,,,,,90.0,69.0,7.4,9.0,130.15070066002,19.0,-10.71,20.265,,0,0.46,0.07,-0.22,,3.0,1.0,,3.0,2.0,7.0,,,,1.0,1.0,,,2.0,3.0,,1.0,2.0,2.0,,,,,,1.0,,,,,,
14970879,home,Cardiff City,Ryan Wintle,,,ryan-wintle,R. Wintle,M,6,180.0,76,M,804512,EUR,866160000,M,6,6,False,59.0,51.0,3.0,1.0,0.0,27.0,29.0,24.0,30.0,,2.0,,,,,90.0,69.0,6.4,10.0,165.2752079339,17.0,9.66,9.975,,0,0.05,0.03,-0.29,,2.0,,,1.0,1.0,3.0,,,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,
14970879,home,Cardiff City,Cian Ashford,Cian Ashford,,ashford-cian,C. Ashford,M,45,179.0,104,M,1520800,EUR,1095984000,M,45,45,False,18.0,15.0,,,0.0,3.0,4.0,12.0,14.0,,5.0,,,,,90.0,36.0,6.0,12.0,163.67026597151,17.0,57.96,21.525,,0,-0.02,0.09,-0.22,,1.0,,4.0,,9.0,4.0,,,,2.0,1.0,,4.0,2.0,,,2.0,2.0,,,,,,,,1.0,,,,,
14970879,home,Cardiff City,Joel Colwill,Joel,Colwill,colwill-joel,J. Colwill,M,27,178.0,118,M,1388529,EUR,1098835200,M,27,27,False,25.0,21.0,1.0,,0.0,10.0,10.0,11.0,15.0,1.0,3.0,,,,,80.0,34.0,6.3,6.0,61.581263325314,12.0,-3.045,8.82,,0,0.04,0.07,-0.14,,1.0,1.0,,,7.0,3.0,,,,1.0,,,,2.0,1.0,,1.0,1.0,,,,,2.0,,,3.0,,,,,
14970879,home,Cardiff City,David Turnbull,,,david-turnbull,D. Turnbull,M,14,185.0,341,M,1084268,EUR,928972800,M,14,14,False,36.0,33.0,2.0,1.0,0.0,10.0,11.0,23.0,25.0,1.0,5.0,,,,,90.0,57.0,7.4,13.0,57.62867128003,10.0,-11.55,9.66,,4,0.13,0.02,-0.26,,3.0,,,1.0,5.0,5.0,,2.0,2.0,3.0,1.0,,3.0,,,0.5,2.0,2.0,,,,,,,1.0,2.0,1.0,,,,
14970879,home,Cardiff City,Isaak Davies,,,isaak-davies,I. Davies,F,39,175.0,111,M,1005908,EUR,1001376000,M,39,39,False,9.0,6.0,,,0.0,1.0,2.0,5.0,7.0,,3.0,,,,,56.0,26.0,6.1,13.0,121.29938660739,8.0,16.905,10.815,,1,-0.01,0.28,-0.02,,1.0,,6.0,2.0,12.0,5.0,,1.0,,1.0,,,2.0,,1.0,-0.48,2.0,5.0,,,,,1.0,,2.0,,,,,,
14970879,home,Cardiff City,Callum Robinson,,,callum-robinson,C. Robinson,F,47,178.0,376,M,190851,EUR,791683200,F,47,47,False,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,1.0,2.0,,,,,56.0,10.0,6.3,4.0,10.30047648178,2.0,-1.155,2.52,,1,-0.06,0.04,-0.04,,1.0,,,,3.0,,,1.0,,,,,,,,-0.26,2.0,,,,,,,,,1.0,,,,,
14970879,home,Cardiff City,Chris Willock,,,chris-willock,C. Willock,M,16,178.0,265,M,356334,EUR,886204800,M,16,16,True,15.0,11.0,1.0,,0.0,2.0,5.0,9.0,10.0,,4.0,,,,,34.0,27.0,6.3,12.0,116.74197205036,10.0,50.715,22.365,,1,-0.08,0.19,-0.18,,4.0,,,,2.0,2.0,,,,,,,2.0,,,-0.05,,4.0,,,,,,,2.0,,,1.0,,,
14970879,home,Cardiff City,Yousef Salech,,,salech-yousef,Y. Salech,F,22,195.0,799,M,1082336,EUR,1011225600,F,22,22,True,4.0,2.0,,,0.0,,,2.0,4.0,2.0,,,,,,34.0,10.0,6.5,5.0,17.28872464932,1.0,4.62,4.62,,0,-0.02,0.07,0.18,,,,1.0,1.0,2.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
