match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_goalAssist,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyFaced,stat_errorLeadToAGoal,stat_penaltyConceded,player_sofascoreId
11396428,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,37.0,19.0,28.0,11.0,13.0,17.0,6.0,20.0,2.0,10.0,3.0,4.0,1.0,1.0,1.0,90.0,47.0,7.1,18.0,0.0,0.0,0.00285395,0,-0.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396428,home,Darmstadt 98,Christoph Klarer,christoph-klarer,C. Klarer,D,4,191,230,M,865554,EUR,960940800,D,14,14,False,28.0,20.0,6.0,2.0,14.0,16.0,6.0,12.0,5.0,4.0,,,,,,90.0,41.0,7.1,8.0,0.1408,0.0,0.00194619,1,,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396428,home,Darmstadt 98,Klaus Gjasula,klaus-gjasula,K. Gjasula,M,8,189,238,M,163673,EUR,629596800,D,23,23,False,40.0,28.0,9.0,3.0,20.0,26.0,8.0,14.0,5.0,6.0,,,,,,90.0,65.0,7.3,13.0,0.0321,0.0,0.162391,1,,2.0,5.0,11.0,,1.0,1.0,7.0,4.0,2.0,1.0,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11396428,home,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,196,199,M,1082797,EUR,906681600,D,5,5,False,39.0,21.0,14.0,3.0,13.0,19.0,8.0,20.0,6.0,8.0,,,,,,90.0,54.0,6.7,18.0,0.0,0.0,0.017703,0,,3.0,5.0,6.0,,,,3.0,3.0,,3.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,
11396428,home,Darmstadt 98,Matthias Bader,matthias-bader,M. Bader,M,26,176,59,M,800444,EUR,866505600,M,26,26,False,22.0,16.0,5.0,2.0,10.0,13.0,6.0,10.0,,10.0,,,,,,90.0,51.0,9.0,11.0,0.172,0.2012,0.329358,2,,,3.0,9.0,1.0,1.0,1.0,2.0,1.0,5.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,
11396428,home,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,172,44,M,39718,EUR,647654400,M,32,32,False,23.0,17.0,2.0,1.0,9.0,11.0,8.0,13.0,,7.0,,,,,,71.0,37.0,6.7,10.0,0.0,0.0,0.00329939,0,,3.0,6.0,8.0,,,,5.0,3.0,,3.0,,,2.0,,,,,,1.0,2.0,1.0,,,,True,1.0,,,,,,,
11396428,home,Darmstadt 98,Marvin Mehlem,marvin-mehlem,M. Mehlem,M,10,174,150,M,797691,EUR,873936000,M,6,6,False,31.0,26.0,,,17.0,19.0,10.0,13.0,,5.0,,,,,,72.0,41.0,8.0,7.0,0.694,0.9077,0.12594,2,,1.0,5.0,3.0,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,
11396428,home,Darmstadt 98,Tobias Kempe,tobias-kempe,T. Kempe,M,,184,86,M,37630,EUR,614908800,M,11,11,False,23.0,16.0,3.0,2.0,8.0,10.0,11.0,19.0,,7.0,,,,,,90.0,34.0,7.5,10.0,0.7884,0.9904,0.309686,1,,1.0,2.0,3.0,,,,,,1.0,2.0,4.0,,1.0,,,,,,6.0,,1.0,1.0,1.0,1.0,,,3.0,,,,,,
11396428,home,Darmstadt 98,Fabian Nürnberger,fabian-nurnberger,F. Nürnberger,D,15,180,308,M,940886,EUR,933120000,M,15,15,False,37.0,30.0,6.0,2.0,15.0,18.0,16.0,21.0,3.0,7.0,,,,,,80.0,64.0,7.2,13.0,0.0282,0.0,0.051635,1,,,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,,
11396428,home,Darmstadt 98,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,24,24,False,19.0,15.0,,,7.0,7.0,8.0,12.0,1.0,1.0,,,,,,59.0,28.0,7.0,7.0,0.0616,0.0,0.00968808,1,,6.0,6.0,9.0,,1.0,1.0,,,2.0,,,4.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,
