match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyWon,stat_accurateCross,stat_keyPass,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11401977,home,Fortuna Sittard,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195.0,102,M,583506,EUR,849571200,G,99,99,False,25.0,13.0,21.0,9.0,0.0,5.0,5.0,8.0,20.0,4.0,2.0,3.0,90.0,28.0,6.3,12.0,0.00472858,0,-1.1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401977,home,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,27.0,18.0,8.0,1.0,0.0,11.0,13.0,7.0,18.0,4.0,,,90.0,46.0,6.2,18.0,0.00746075,0,,True,4.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401977,home,Fortuna Sittard,Rodrigo Guth,Rodrigo,Guth,rodrigo-guth,R. Guth,D,14,191.0,291,M,905458,EUR,973814400,D,14,14,False,39.0,31.0,4.0,1.0,0.0,19.0,20.0,12.0,19.0,4.0,,,90.0,48.0,7.1,8.0,0.0142046,2,,,,4.0,3.0,4.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.1802,0.4728,,,,,,,,,,,,,,,,,
11401977,home,Fortuna Sittard,Dimitrios Siovas,Dimitrios,Siovas,dimitrios-siovas,D. Siovas,D,,191.0,184,M,41165,EUR,590284800,D,33,33,False,44.0,27.0,7.0,,0.0,23.0,31.0,4.0,13.0,3.0,,,90.0,55.0,6.5,17.0,0.00121716,0,,,,2.0,10.0,4.0,,,,,2.0,10.0,,,,,,,6.0,,,,,,,,,,,,,,,,
11401977,home,Fortuna Sittard,Mitchell Dijks,,,mitchell-dijks,M. Dijks,D,24,192.0,201,M,235400,EUR,729216000,D,35,35,False,32.0,23.0,7.0,3.0,0.0,8.0,13.0,15.0,20.0,7.0,,,90.0,62.0,6.5,23.0,0.0535814,0,,,1.0,3.0,7.0,,3.0,2.0,,1.0,,1.0,,,,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,
11401977,home,Fortuna Sittard,Alen Halilović,,,alen-halilovic,A. Halilović,M,10,169.0,1721,M,277331,EUR,835056000,M,10,10,False,28.0,23.0,7.0,4.0,0.0,15.0,16.0,8.0,16.0,6.0,,,82.0,48.0,8.3,11.0,0.00807986,5,,,4.0,4.0,5.0,,1.0,,1.0,2.0,2.0,,2.0,2.0,2.0,,1.0415,1.0226,1.0,,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,
11401977,home,Fortuna Sittard,Rosier Loreintz,,,loreintz-rosier,R. Loreintz,M,32,190.0,104,M,954812,EUR,903052800,M,32,32,False,22.0,14.0,5.0,3.0,0.0,9.0,14.0,5.0,8.0,5.0,,,45.0,24.0,6.4,8.0,0.00151193,0,,,,2.0,4.0,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11401977,home,Fortuna Sittard,Justin Lonwijk,,,justin-lonwijk,J. Lonwijk,M,17,189.0,264,M,875673,EUR,945734400,M,21,21,False,25.0,19.0,3.0,1.0,0.0,5.0,6.0,14.0,20.0,9.0,,,83.0,40.0,7.2,10.0,0.0188729,3,,,1.0,10.0,4.0,1.0,,,,4.0,3.0,1.0,,,,,0.3313,,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,
11401977,home,Fortuna Sittard,Íñigo Cordoba,,,inigo-cordoba,I. Cordoba,M,21,178.0,215,M,605650,EUR,858211200,F,7,7,False,18.0,12.0,,,0.0,1.0,1.0,14.0,24.0,2.0,,,90.0,33.0,7.2,13.0,0.772298,0,,,7.0,2.0,4.0,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,3.0,4.0,,,,,,
11401977,home,Fortuna Sittard,Kaj Sierhuis,,,kaj-sierhuis,K. Sierhuis,F,9,180.0,498,M,855847,EUR,893635200,F,9,9,False,19.0,15.0,1.0,,0.0,4.0,5.0,11.0,15.0,,,,87.0,30.0,6.4,8.0,0.0543639,1,,,1.0,9.0,5.0,,,,,1.0,3.0,3.0,,1.0,,,0.0614,,,,4.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,
11401977,home,Fortuna Sittard,Kristoffer Peterson,,,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,F,8,8,False,12.0,8.0,2.0,2.0,0.0,3.0,6.0,6.0,9.0,5.0,,,45.0,25.0,6.5,11.0,0.0681591,0,,,3.0,2.0,4.0,,,,3.0,,,,,,,,,,,,2.0,,4.0,,,,,1.0,,,,,,,
11401977,home,Fortuna Sittard,Arianit Ferati,,,arianit-ferati,A. Ferati,M,10,168.0,71,M,548088,EUR,873590400,M,19,19,True,21.0,19.0,3.0,2.0,0.0,5.0,5.0,14.0,16.0,5.0,,,45.0,25.0,6.7,2.0,0.012597,0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
