match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_wonContest,stat_lastManTackle,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
12436963,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,25.0,19.0,10.0,5.0,0.0,16.0,17.0,3.0,8.0,1.0,1.0,3.0,10.0,1.0,2.0,2.0,1.0,90.0,40.0,6.2,6.0,0.00097285,0,-1.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436963,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,35.0,33.0,3.0,1.0,0.0,16.0,18.0,17.0,17.0,2.0,6.0,8.0,6.0,,,,,90.0,58.0,6.8,8.0,0.308706,0,,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12436963,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,48.0,40.0,5.0,1.0,0.0,30.0,31.0,10.0,17.0,1.0,3.0,5.0,5.0,,,,,90.0,64.0,6.9,9.0,0.00180097,1,,5.0,1.0,,2.0,1.0,,,1.0,,4.0,1.0,1.0,2.0,3.0,0.0728,,,,,,,,,,,,,,,,,
12436963,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,71.0,62.0,1.0,,0.0,49.0,53.0,13.0,18.0,7.0,11.0,8.0,4.0,1.0,,,,90.0,86.0,6.5,11.0,0.0042506,0,,2.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12436963,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,20,20,False,56.0,50.0,3.0,1.0,1.0,26.0,27.0,27.0,37.0,1.0,11.0,3.0,5.0,,,,,90.0,96.0,7.9,16.0,0.21867,0,,6.0,3.0,,6.0,5.0,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,,3.0,,8.0,3.0,2.0,1.0,,,,,,,,,,,
12436963,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,M,67,67,False,47.0,38.0,2.0,1.0,0.0,19.0,22.0,19.0,25.0,4.0,6.0,1.0,1.0,1.0,,,,90.0,63.0,7.5,12.0,0.0379555,2,,5.0,1.0,,2.0,1.0,2.0,,1.0,1.0,3.0,,,1.0,2.0,0.1319,,,,,,,1.0,1.0,1.0,0.2126,,,,,,,
12436963,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,38.0,28.0,6.0,1.0,0.0,14.0,15.0,14.0,23.0,1.0,3.0,3.0,6.0,,,,,90.0,62.0,6.4,17.0,0.0333291,1,,6.0,1.0,,,,4.0,3.0,2.0,,1.0,1.0,,,3.0,0.0816,,,,,1.0,1.0,,,,,True,,,,,,
12436963,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,25.0,24.0,,,1.0,10.0,11.0,14.0,15.0,1.0,5.0,1.0,4.0,,,,,70.0,40.0,7.0,8.0,0.113426,0,,8.0,3.0,,1.0,,,1.0,2.0,2.0,2.0,,,2.0,1.0,,2.0,,1.0,,,4.0,,,,,,,,,,,
12436963,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,F,23,23,False,37.0,22.0,5.0,3.0,0.0,9.0,16.0,13.0,24.0,,4.0,1.0,3.0,,,,,70.0,51.0,6.8,19.0,0.0201616,2,,1.0,3.0,,1.0,,,,,,1.0,,,,,1.1504,3.0,,3.0,,,,2.0,,1.0,1.2248,,1.0,1.0,,,,
12436963,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,24.0,18.0,1.0,,0.0,8.0,8.0,10.0,16.0,,3.0,,2.0,,,,,87.0,40.0,8.0,14.0,0.0142084,3,,9.0,3.0,,2.0,2.0,1.0,,1.0,,,,,1.0,,0.9577,1.0,,,,1.0,5.0,2.0,1.0,2.0,1.2024,,,,1.0,,,
