match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_penaltyMiss,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_penaltyWon
10407267,home,Oud-Heverlee Leuven,Valentin Cojocaru,valentin-cojocaru,V. Cojocaru,G,77,195,223,M,182363,EUR,812505600,G,12,12,False,29.0,26.0,4.0,2.0,26.0,29.0,1.0,1.0,1.0,13.0,2.0,3.0,2.0,3.0,90.0,47.0,6.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Louis Patris,louis-patris,L. Patris,M,27,187,271,M,923972,EUR,991872000,D,25,25,False,29.0,25.0,3.0,2.0,16.0,18.0,2.0,1.0,3.0,5.0,,,,,83.0,46.0,6.4,8.0,0,,,9.0,11.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190,195,M,949101,EUR,971136000,D,28,28,False,52.0,42.0,6.0,2.0,39.0,43.0,2.0,2.0,3.0,4.0,,,,,90.0,63.0,6.5,10.0,1,,,3.0,9.0,4.0,3.0,2.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Dylan Ouedraogo,dylan-ouedraogo,D. Ouedraogo,D,15,185,140,M,899011,EUR,901065600,D,15,15,False,50.0,43.0,6.0,2.0,34.0,35.0,1.0,1.0,2.0,7.0,,,,,90.0,60.0,6.5,9.0,1,,,10.0,16.0,4.0,,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,11,11,False,21.0,17.0,4.0,3.0,3.0,3.0,6.0,1.0,,10.0,,,,,90.0,50.0,6.9,18.0,4,,,16.0,22.0,7.0,,2.0,4.0,1.0,2.0,1.0,,2.0,,4.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Casper De Norre,casper-de-norre,C. D. Norre,M,24,175,152,M,823654,EUR,855273600,M,24,24,False,50.0,43.0,7.0,4.0,28.0,29.0,2.0,1.0,,5.0,,,,,90.0,59.0,6.6,9.0,0,,,15.0,22.0,2.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Kristiyan Malinov,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,4,4,False,41.0,34.0,6.0,5.0,20.0,22.0,7.0,1.0,2.0,7.0,,,,,83.0,51.0,6.1,10.0,1,,,14.0,19.0,7.0,,3.0,,,1.0,,3.0,1.0,,,,2.0,1.0,3.0,3.0,,,,,1.0,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Mathieu Maertens,mathieu-maertens,M. Maertens,F,33,182,85,M,360652,EUR,796262400,M,33,33,False,30.0,23.0,1.0,1.0,16.0,18.0,,,,4.0,,,,,90.0,47.0,7.2,14.0,2,,,9.0,19.0,4.0,,,2.0,,3.0,,,1.0,,7.0,2.0,,3.0,,,1.0,1.0,,,,True,1.0,1.0,,,,,,,
10407267,home,Oud-Heverlee Leuven,Hamza Mendyl,hamza-mendyl,H. Mendyl,D,37,179,700,M,846447,EUR,877392000,M,20,20,False,14.0,9.0,1.0,1.0,8.0,10.0,2.0,,1.0,3.0,,,,,45.0,20.0,6.6,6.0,0,,,1.0,4.0,2.0,,2.0,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
10407267,home,Oud-Heverlee Leuven,Raphael Holzhauser,raphael-holzhauser,R. Holzhauser,F,,193,127,M,95375,EUR,729820800,F,10,10,False,19.0,13.0,3.0,,9.0,11.0,2.0,,,,,,,,45.0,25.0,6.5,9.0,0,,,4.0,9.0,3.0,,2.0,1.0,,1.0,,,,,1.0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,
