match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,confirmed,isHome,id,incidentClass,player_id,player_name,injury
10388382,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
10388382,,,,,90,0.0,,1,,,injuryTime,6.0,,,,,,,
10388382,,,,,81,,,10,,,varDecision,,True,True,17721.0,goalAwarded,983540.0,Tiago Tomás,
10388382,,1.0,1.0,,80,,,11,,,goal,,,True,168919453.0,regular,983540.0,Tiago Tomás,
10388382,,,,,78,,,13,,,substitution,,,True,121808104.0,regular,,,False
10388382,,,,,78,,,13,,,substitution,,,True,121808103.0,regular,,,False
10388382,,0.0,1.0,,75,,,16,,,goal,,,False,168919360.0,regular,254297.0,Ihlas Bebou,
10388382,,,,,70,,,21,,,substitution,,,True,121808053.0,regular,,,False
10388382,,,,,66,,,25,,,substitution,,,True,121808031.0,regular,,,False
10388382,,,,,64,,,27,,,substitution,,,False,121808013.0,injury,,,True
10388382,,,,,58,,,33,,,substitution,,,False,121807947.0,injury,,,True
10388382,,,,,57,,,34,,,substitution,,,False,121807946.0,regular,,,False
10388382,,,,,57,,,34,,,substitution,,,False,121807945.0,regular,,,False
10388382,,,,,46,,,45,,,substitution,,,False,121807843.0,regular,,,False
10388382,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
10388382,,,,,45,0.0,,1,,,injuryTime,2.0,,,,,,,
