match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_outfielderBlock,stat_keyPass,captain,stat_bigChanceMissed,stat_lastManTackle,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_blockedScoringAttempt
10438116,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,41.0,36.0,9.0,4.0,34.0,36.0,2.0,5.0,1.0,10.0,1.0,2.0,1.0,90.0,53.0,7.6,5.0,40.659552562337,8.0,30.555,7.875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438116,home,Gil Vicente,Danilo Veiga,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,78,78,False,35.0,26.0,2.0,,18.0,20.0,8.0,16.0,3.0,2.0,,,,45.0,58.0,6.7,16.0,54.305771587189,4.0,40.425,26.67,1,,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,32.690214376783,1.0,,,,,,,,,,,,,,,,
10438116,home,Gil Vicente,Lucas Cunha,lucas-cunha,L. Cunha,D,3,186,169,M,794139,EUR,853977600,D,3,3,False,80.0,72.0,13.0,9.0,49.0,51.0,23.0,29.0,7.0,5.0,,,,90.0,94.0,7.3,10.0,124.79537356846,22.0,25.935,9.345,0,,,,3.0,3.0,3.0,1.0,,,,2.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
10438116,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,65.0,53.0,6.0,2.0,44.0,50.0,9.0,15.0,2.0,5.0,,,,90.0,79.0,7.1,14.0,112.2735010387,16.0,51.765,17.745,2,,,,7.0,4.0,9.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,,True,1.0,1.0,,,,,,,,,,
10438116,home,Gil Vicente,Adrián Marín,adrian-marin,A. Marín,D,21,181,96,M,547242,EUR,852768000,D,19,19,False,34.0,27.0,4.0,3.0,11.0,13.0,17.0,24.0,4.0,1.0,,,,90.0,66.0,7.9,17.0,87.689914369959,11.0,57.12,14.805,1,,,3.0,4.0,4.0,9.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,15.510299835915,1.0,1.0,,2.0,,,,1.0,2.0,1.0,,,,,,,
10438116,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,49.0,44.0,4.0,2.0,15.0,15.0,29.0,34.0,,6.0,,,,90.0,60.0,6.7,9.0,140.35708040099,19.0,29.19,17.85,1,,,,,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,
10438116,home,Gil Vicente,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,21,21,False,46.0,39.0,5.0,3.0,19.0,21.0,20.0,25.0,,5.0,,,,90.0,62.0,7.1,10.0,110.82210403566,14.0,15.645,9.975,0,,,,2.0,8.0,10.0,2.0,2.0,,,3.0,5.0,3.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,
10438116,home,Gil Vicente,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,29,187,130,M,156569,EUR,789004800,M,8,8,False,25.0,20.0,1.0,1.0,6.0,8.0,14.0,17.0,,6.0,,,,63.0,28.0,6.4,5.0,59.034069153739,5.0,30.765,28.455,2,,,,1.0,2.0,1.0,1.0,,,2.0,,,,,,,28.490809202267,1.0,1.0,,,,1.0,,,,,,,,,,,
10438116,home,Gil Vicente,Kevin Medina,kevin-medina,K. Medina,F,11,173,148,M,1092777,EUR,983145600,F,17,17,False,20.0,15.0,,,5.0,8.0,11.0,16.0,1.0,4.0,,,,68.0,39.0,7.3,11.0,111.93008940017,13.0,60.165,18.585,2,Kevin Medina,,4.0,1.0,7.0,7.0,2.0,,5.0,1.0,,1.0,,,2.0,1.0,14.314068918375,1.0,2.0,,1.0,,,,1.0,3.0,,1.0,,,,,,
10438116,home,Gil Vicente,Fran Navarro,fran-navarro,F. Navarro,F,39,179,1028,M,914772,EUR,886464000,F,9,9,False,17.0,13.0,1.0,1.0,4.0,5.0,9.0,13.0,,,,,,90.0,29.0,5.9,10.0,66.173223671474,11.0,33.285,9.975,2,,,1.0,2.0,5.0,4.0,,2.0,1.0,2.0,,,,3.0,1.0,,5.3193819189827,1.0,3.0,,,,2.0,,,1.0,,,2.0,,,,,
