match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_wasFouled,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
10385415,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,17.0,15.0,9.0,7.0,12.0,12.0,3.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,90.0,25.0,8.0,2.0,0.0,0.0,0.00479974,0,0.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385415,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,28.0,20.0,3.0,1.0,10.0,11.0,10.0,17.0,1.0,4.0,,,,,69.0,39.0,6.7,10.0,0.0,0.0,0.0176566,0,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385415,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,65.0,58.0,8.0,6.0,42.0,45.0,16.0,20.0,3.0,9.0,,,,,90.0,75.0,7.4,7.0,0.0,0.0,0.00405238,0,,2.0,2.0,3.0,,2.0,2.0,2.0,,True,1.0,,,,,,,,,,,,,,,,,,,
10385415,home,Manchester United,Victor Lindelöf,,,victor-lindelof,V. Lindelöf,D,3,187,8884,M,victorlindelof,143334,EUR,774403200,D,2,2,False,84.0,78.0,4.0,,49.0,51.0,29.0,33.0,2.0,6.0,,,,,88.0,90.0,6.9,6.0,0.0,0.0,0.00968758,0,,1.0,1.0,3.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
10385415,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,96.0,84.0,9.0,5.0,39.0,43.0,46.0,54.0,3.0,12.0,,,,,90.0,118.0,7.9,15.0,0.3094,0.7641,0.103188,1,,1.0,4.0,3.0,,,1.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,
10385415,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,59.0,50.0,5.0,4.0,30.0,31.0,21.0,29.0,,6.0,,,,,90.0,68.0,7.7,11.0,0.4759,0.7746,0.384039,2,,,5.0,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,,,,,,
10385415,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,62.0,54.0,4.0,3.0,22.0,25.0,33.0,41.0,1.0,3.0,,,,,68.0,74.0,7.2,13.0,0.1068,0.0,0.117965,1,,,2.0,2.0,,,2.0,2.0,1.0,,,,4.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,
10385415,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,50.0,41.0,4.0,3.0,14.0,15.0,27.0,44.0,,5.0,,,,,90.0,73.0,7.3,24.0,0.1928,0.1024,0.677102,3,,,6.0,3.0,4.0,,2.0,1.0,4.0,,,,9.0,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,
10385415,home,Manchester United,Donny van de Beek,,,donny-van-de-beek,D. v. d. Beek,M,6,183,7962,M,donnyvdbeek,361790,EUR,861321600,M,34,34,False,14.0,7.0,,,1.0,2.0,6.0,12.0,,2.0,,,,,45.0,19.0,6.5,9.0,0.0,0.0,0.0224389,0,,1.0,4.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,2.0,,,,,,1.0,,,
10385415,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,37.0,28.0,2.0,1.0,12.0,14.0,16.0,24.0,,3.0,,,,,90.0,54.0,7.0,16.0,0.5495,0.8565,0.0769056,3,,1.0,7.0,4.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,,4.0,2.0,1.0,1.0,,,,,,1.0,,1.0,,,,
