match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_punches
14053800,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,290,M,837072,EUR,940464000,G,22,22,False,31.0,16.0,18.0,3.0,0.0,13.0,17.0,3.0,14.0,2.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,40.0,7.1,16.0,0.00207844,0.1568,0,0.1586,0.1,0.0,0.2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053800,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180.0,337,M,794013,EUR,868924800,D,2,2,False,44.0,38.0,2.0,1.0,0.0,14.0,16.0,24.0,28.0,1.0,3.0,7.0,4.0,1.0,,,,,,90.0,73.0,7.2,10.0,0.0408448,,1,,0.11,0.13,0.41,,,,True,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0453,-0.16,,,,,,,,,,,,,,,,
14053800,home,Go Ahead Eagles,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185.0,201,M,891795,EUR,931046400,D,21,21,False,64.0,56.0,7.0,3.0,0.0,37.0,40.0,19.0,24.0,2.0,2.0,7.0,7.0,1.0,,,,,,90.0,78.0,7.3,9.0,0.0376196,,1,,0.14,0.1,0.27,,,,,,1.0,2.0,1.0,,,,,0.0618,-0.18,1.0,1.0,,,,,,,,,,,,,,
14053800,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,68.0,59.0,17.0,9.0,1.0,43.0,49.0,16.0,19.0,,,4.0,4.0,1.0,,,,,,90.0,78.0,7.7,11.0,0.320009,,0,,0.59,0.06,0.18,,,,,2.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
14053800,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177.0,6697,M,1046722,EUR,957052800,D,5,5,False,25.0,19.0,1.0,,0.0,10.0,14.0,9.0,11.0,1.0,4.0,4.0,4.0,1.0,,,,,,63.0,49.0,6.8,12.0,0.029441,,0,,-0.03,0.02,0.23,,,,,4.0,,2.0,,2.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,
14053800,home,Go Ahead Eagles,Kenzo Goudmijn,kenzo-goudmijn,K. Goudmijn,M,24,174.0,248,M,916947,EUR,1008633600,M,24,24,False,46.0,36.0,5.0,2.0,0.0,9.0,12.0,27.0,34.0,1.0,3.0,,5.0,1.0,,,,,,89.0,62.0,7.4,18.0,0.271739,,0,,0.48,0.28,0.22,,,,,6.0,,4.0,,2.0,1.0,,,,,1.0,,2.0,1.0,4.0,3.0,1.0,,,,,,,,,
14053800,home,Go Ahead Eagles,Calvin Twigt,calvin-twigt,C. Twigt,M,8,183.0,95,M,1084944,EUR,1043884800,M,6,6,False,49.0,40.0,5.0,3.0,0.0,24.0,25.0,16.0,24.0,,1.0,3.0,1.0,1.0,,,,,,63.0,60.0,7.1,12.0,0.361083,,0,,0.44,0.06,0.21,,Calvin Twigt,,,1.0,,3.0,,,,1.0,1.0,,,1.0,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,
14053800,home,Go Ahead Eagles,Yassir Rahmouni,yassir-rahmouni,Y. Rahmouni,M,34,,133,M,2180363,EUR,1150156800,M,34,34,False,30.0,28.0,2.0,2.0,0.0,14.0,14.0,14.0,16.0,1.0,5.0,1.0,1.0,2.0,,,,,,90.0,40.0,7.6,4.0,0.0449324,,1,,0.28,0.08,0.37,,Yassir Rahmouni,,,,1.0,1.0,1.0,1.0,,3.0,,0.0163,-0.14,,1.0,,,,,1.0,,,,,,,,,
14053800,home,Go Ahead Eagles,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191.0,393,M,973716,EUR,968284800,F,18,18,False,22.0,19.0,,,0.0,6.0,6.0,13.0,16.0,,4.0,1.0,1.0,2.0,,,,,,64.0,39.0,6.5,12.0,0.0284174,,1,,-0.15,0.27,0.14,,,,,3.0,2.0,6.0,1.0,2.0,1.0,1.0,,0.0198,-0.29,,,,,,2.0,,3.0,1.0,,,,,,,
14053800,home,Go Ahead Eagles,Milan Smit,milan-smit,M. Smit,F,49,191.0,546,M,1199214,EUR,1045094400,F,9,9,False,12.0,8.0,,,0.0,2.0,3.0,6.0,9.0,,1.0,3.0,1.0,3.0,,,,,,83.0,22.0,6.5,7.0,0.00930963,,1,,-0.13,0.24,0.19,,Milan Smit,,,,1.0,2.0,,,,1.0,1.0,0.064,0.01,,1.0,,,,,,,,1.0,,,,,,
