match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_totalClearance,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_hitWoodwork
12117162,home,Atlético Goianiense,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,1,1,False,True,18.0,5.0,14.0,1.0,0.0,5.0,6.0,12.0,3.0,1.0,1.0,1.0,90.0,20.0,6.4,13.0,5.46e-06,0,-0.2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117162,home,Atlético Goianiense,Roni,roni,Roni,M,70,174,491,M,1046440,EUR,924134400,D,2,2,False,,18.0,12.0,6.0,1.0,0.0,7.0,11.0,10.0,1.0,,,,90.0,30.0,6.4,11.0,0.0147318,0,,Roni,,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117162,home,Atlético Goianiense,Adriano Martins,adriano-martins,Adriano Martins,D,4,193,138,M,1008459,EUR,859852800,D,3,3,False,,23.0,16.0,6.0,3.0,0.0,12.0,14.0,9.0,2.0,,,,90.0,36.0,6.8,8.0,0.00390391,0,,,,4.0,,8.0,1.0,3.0,5.0,5.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
12117162,home,Atlético Goianiense,Alix Vinicius,alix-vinicius,A. Vinicius,D,4,196,333,M,1117597,EUR,941846400,D,4,4,False,,21.0,15.0,4.0,2.0,0.0,9.0,11.0,10.0,5.0,,,,90.0,37.0,7.4,7.0,0.00218435,0,,Alix Vinicius,,6.0,,4.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12117162,home,Atlético Goianiense,Guilherme Romão,guilherme-romao,G. Romão,D,5,179,114,M,883908,EUR,876182400,D,6,6,False,,22.0,14.0,2.0,,0.0,9.0,12.0,13.0,5.0,,,,90.0,42.0,6.6,19.0,0.0712298,0,,,,7.0,3.0,3.0,,1.0,4.0,2.0,,,,2.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12117162,home,Atlético Goianiense,Gonzalo Freitas,gonzalo-freitas,G. Freitas,M,5,186,80,M,162579,EUR,686361600,M,5,5,False,,20.0,17.0,6.0,4.0,0.0,10.0,11.0,9.0,3.0,,,,90.0,36.0,7.6,5.0,0.00862982,5,,,,7.0,,2.0,1.0,4.0,2.0,7.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,3.0,2.0,0.1901,0.2981,,,,,,,,,,,
12117162,home,Atlético Goianiense,Janderson,janderson,Janderson,M,99,161,276,M,870898,EUR,919987200,M,7,7,False,,27.0,19.0,2.0,,0.0,5.0,5.0,33.0,7.0,,,,86.0,50.0,7.3,17.0,0.376274,1,,,,17.0,11.0,,,2.0,2.0,6.0,1.0,1.0,,1.0,,,4.0,3.0,3.0,1.0,,,,0.0288,,1.0,1.0,1.0,1.0,,,,,,,
12117162,home,Atlético Goianiense,Alejo Cruz,alejo-cruz,A. Cruz,M,15,169,217,M,1086925,EUR,967766400,M,11,11,False,,20.0,15.0,3.0,1.0,0.0,2.0,2.0,27.0,,,,,86.0,46.0,6.8,19.0,0.0533997,0,,Alejo Cruz Techera,,14.0,9.0,,,1.0,5.0,7.0,1.0,2.0,1.0,1.0,,,3.0,,1.0,1.0,2.0,,,,,2.0,1.0,,3.0,1.0,,,,,,
12117162,home,Atlético Goianiense,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,8,8,False,,28.0,21.0,5.0,4.0,1.0,9.0,10.0,18.0,10.0,,,,89.0,41.0,7.4,9.0,0.0206553,0,,,,12.0,,1.0,2.0,1.0,4.0,7.0,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,5.0,4.0,,,,,,,,,
12117162,home,Atlético Goianiense,Luiz Fernando,luiz-fernando,Luiz Fernando,M,32,178,624,M,874143,EUR,845424000,M,10,10,False,,7.0,6.0,1.0,1.0,0.0,2.0,2.0,5.0,2.0,,,,90.0,27.0,7.2,6.0,0.00798634,6,,,,4.0,,1.0,1.0,,5.0,2.0,1.0,,,2.0,,,1.0,,,,1.0,3.0,2.0,0.7019,0.5258,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,
