match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_shotOffTarget,stat_clearanceOffLine
12504408,home,Fiorentina,Moise Kean,,,moise-kean,M. Kean,F,20,183,15084,M,moise_kean,835601,EUR,951696000,F,20,20,False,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,1.0,,,,,,83.0,13.0,7.0,8.0,0.00159,1,,,2.0,2.0,1.0,,,,1.0,,,1.0,0.2154,0.5473,2.0,,5.0,,,,,,,,,1.0,3.0,,,,
12504408,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,True,7.0,3.0,2.0,,0.0,3.0,7.0,,,5.0,2.0,,,,,34.0,13.0,6.6,5.0,2.533e-05,0,,,1.0,2.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Fabiano Parisi,,,fabiano-parisi,F. Parisi,D,65,178,788,M,,972886,EUR,973728000,D,65,65,True,6.0,5.0,,,0.0,3.0,4.0,2.0,2.0,,3.0,,,,,19.0,13.0,6.5,3.0,0.00411565,0,,,4.0,3.0,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,
12504408,home,Fiorentina,Christian Kouamé,,,christian-kouame,C. Kouamé,F,31,185,2375,M,christianmichael.11,812946,EUR,881366400,F,99,99,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,,,12.0,4.0,6.6,1.0,0.00085724,1,,,1.0,1.0,,,,,,,,,0.0392,,1.0,,,,1.0,,,,,,,,,1.0,,,
12504408,home,Fiorentina,Tommaso Martinelli,,,martinelli-tommaso,T. Martinelli,G,50,194,712,M,,1397756,EUR,1136505600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Pietro Terracciano,,,pietro-terracciano,P. Terracciano,G,1,193,1591,M,,136856,EUR,636854400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Nicolás Valentini,Nicolás Valentini,,nicolas-valentini,N. Valentini,D,6,184,1144,M,,1116570,EUR,986515200,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Matias Moreno,Matias Moreno,,matias-moreno,M. Moreno,D,2,195,1092,M,,1496360,EUR,1064361600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Tommaso Rubino,,,tommaso-rubino,T. Rubino,M,21,170,393,M,,1484675,EUR,1163116800,M,66,66,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Maat Daniel Caprini,,,maat-daniel-caprini,M. D. Caprini,M,28,180,526,M,,1477340,EUR,1139616000,F,63,63,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Jonas Harder,,,jonas-harder,J. Harder,M,44,178,206,M,,1461485,EUR,1128038400,M,64,64,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,home,Fiorentina,Riccardo Sottil,,,riccardo-sottil,R. Sottil,M,23,180,1381,M,,893640,EUR,928368000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Nicola Leali,,,nicola-leali,N. Leali,G,1,193,635,M,,98059,EUR,729907200,G,1,1,False,10.0,7.0,4.0,1.0,0.0,7.0,8.0,,2.0,1.0,7.0,2.0,3.0,1.0,1.0,90.0,20.0,6.7,3.0,2.26e-05,0,-0.4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12504408,away,Genoa,Stefano Sabelli,,,stefano-sabelli,S. Sabelli,D,20,179,199,M,,184421,EUR,726883200,D,20,20,False,44.0,32.0,6.0,2.0,0.0,20.0,27.0,12.0,19.0,1.0,3.0,,,,,82.0,61.0,6.7,20.0,0.0161996,0,,2.0,1.0,3.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,
12504408,away,Genoa,Koni De Winter,,,de-winter-koni,K. De Winter,D,5,191,3255,M,,1001828,EUR,1023840000,D,4,4,False,73.0,61.0,3.0,1.0,0.0,45.0,52.0,16.0,22.0,2.0,4.0,,,,,90.0,87.0,6.7,18.0,0.0127664,2,,1.0,7.0,3.0,1.0,1.0,,1.0,2.0,1.0,,5.0,0.4339,1.2099,2.0,,2.0,,,,,,,,,1.0,,,,,
12504408,away,Genoa,Johan Vásquez,,,johan-vasquez,J. Vásquez,D,22,185,4788,M,,889785,EUR,909014400,D,22,22,False,67.0,58.0,5.0,2.0,0.0,32.0,34.0,26.0,34.0,2.0,3.0,,,,,90.0,73.0,7.1,10.0,0.00909832,1,,1.0,2.0,1.0,,,,,,,,,0.053,,1.0,1.0,,,2.0,,,,,,,,,,,1.0,1.0
12504408,away,Genoa,Aarón Martín,,,aaron-martin,A. Martín,D,3,180,1144,M,,797286,EUR,861667200,D,3,3,False,42.0,34.0,4.0,1.0,1.0,15.0,16.0,26.0,40.0,,4.0,,,,,90.0,74.0,7.7,17.0,0.329714,1,,14.0,5.0,4.0,,3.0,2.0,,,,,1.0,0.044,,,1.0,,,2.0,,2.0,5.0,7.0,1.0,2.0,,,,,1.0,
12504408,away,Genoa,Patrizio Masini,,,patrizio-masini,P. Masini,M,73,182,291,M,,970998,EUR,980553600,M,73,73,False,30.0,21.0,3.0,1.0,0.0,11.0,14.0,11.0,19.0,,6.0,,,,,82.0,49.0,6.9,14.0,0.142204,1,,3.0,5.0,7.0,1.0,1.0,,,,3.0,2.0,2.0,0.0127,,1.0,,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,1.0,
12504408,away,Genoa,Morten Frendrup,,,morten-frendrup,M. Frendrup,M,32,178,1679,M,,918440,EUR,986601600,M,32,32,False,45.0,39.0,3.0,2.0,0.0,22.0,23.0,17.0,22.0,,10.0,,,,,90.0,61.0,6.9,8.0,0.0708363,3,,,5.0,8.0,,,,,,4.0,1.0,2.0,0.1082,,1.0,,1.0,True,3.0,,3.0,,,1.0,,,,2.0,,1.0,
12504408,away,Genoa,Maxwel Cornet,,,maxwel-cornet,M. Cornet,F,70,179,1971,M,,280439,EUR,843782400,M,70,70,False,13.0,8.0,,,0.0,4.0,4.0,4.0,10.0,,1.0,,,,,45.0,21.0,6.2,9.0,0.00626187,2,,1.0,4.0,,2.0,1.0,,1.0,1.0,,,,0.3982,0.1207,,,,,1.0,,,1.0,,,,,,,,1.0,
12504408,away,Genoa,Morten Thorsby,,,morten-thorsby,M. Thorsby,M,2,189,697,M,,280991,EUR,831254400,M,2,2,False,13.0,8.0,1.0,,0.0,4.0,4.0,5.0,10.0,,5.0,,,,,66.0,19.0,6.7,7.0,0.13292,0,,1.0,9.0,4.0,1.0,1.0,1.0,,,,,1.0,,,3.0,,1.0,,7.0,,,2.0,1.0,,1.0,,,,,,
12504408,away,Genoa,Fabio Miretti,,,fabio-miretti,F. Miretti,M,21,179,3225,M,,1010223,EUR,1059868800,M,23,23,False,17.0,12.0,2.0,1.0,0.0,6.0,7.0,8.0,13.0,,5.0,,,,,66.0,42.0,6.7,16.0,0.0149425,2,,3.0,4.0,4.0,2.0,2.0,1.0,1.0,,,,,0.2068,,,,6.0,,,1.0,3.0,1.0,2.0,1.0,,,,,,2.0,
12504408,away,Genoa,Andrea Pinamonti,,,andrea-pinamonti,A. Pinamonti,F,99,185,2688,M,,826198,EUR,927072000,F,19,19,False,25.0,15.0,,,0.0,6.0,7.0,9.0,18.0,,,,,,,90.0,36.0,6.7,14.0,0.257819,2,,,4.0,1.0,3.0,1.0,1.0,,,,,,0.1694,,,,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,
12504408,away,Genoa,Vitinha,,,vitinha,Vitinha,F,9,183,2248,M,,1093695,EUR,953078400,F,9,9,True,7.0,6.0,,,0.0,2.0,2.0,5.0,8.0,,,,,,,45.0,16.0,6.9,5.0,0.192062,2,,3.0,3.0,,,1.0,,,,,,1.0,0.0763,,,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,2.0,
12504408,away,Genoa,Junior Messias,,,junior-messias,J. Messias,F,10,179,1230,M,,888219,EUR,674092800,F,10,10,True,13.0,9.0,1.0,1.0,0.0,1.0,3.0,9.0,13.0,,2.0,,,,,24.0,24.0,6.5,10.0,0.0935824,0,,3.0,2.0,1.0,,1.0,,,,,,1.0,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,
12504408,away,Genoa,Caleb Ekuban,,,caleb-ekuban,C. Ekuban,F,18,182,842,M,,309156,EUR,764380800,F,18,18,True,8.0,7.0,1.0,1.0,0.0,,,7.0,9.0,,,,,,,24.0,11.0,6.8,2.0,0.011321,1,,1.0,,,,,,,,,,,0.0715,,,,,,,,,1.0,,,,,,,,1.0,
12504408,away,Genoa,Milan Badelj,,,milan-badelj,M. Badelj,M,,186,902,M,,39482,EUR,604368000,M,47,47,True,14.0,12.0,1.0,,0.0,3.0,3.0,9.0,11.0,,1.0,,,,,8.0,15.0,6.5,2.0,0.00456353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Jeff Ekhator,,,jeff-ekhator,J. Ekhator,F,21,188,605,M,,1613917,EUR,1163203200,F,21,21,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,8.0,4.0,6.7,2.0,2.88e-06,0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
12504408,away,Genoa,Benjamin Siegrist,,,benjamin-siegrist,B. Siegrist,G,31,194,176,M,,137773,EUR,696816000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Daniele Sommariva,,,daniele-sommariva,D. Sommariva,G,39,186,152,M,,595572,EUR,869184000,G,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Alan Matturro,,,matturro-alan,A. Matturro,D,3,189,1328,M,,1177401,EUR,1097452800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Brooke Norton-Cuffy,,,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181,1189,M,,1087514,EUR,1073865600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Lior Kasa,Lior Kasa,,lior-kasa,L. Kasa,M,15,185,247,M,,1605340,EUR,1114905600,M,53,53,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Lorenzo Venturino,,,lorenzo-venturino,L. Venturino,M,20,184,769,M,,1618563,EUR,1150934400,F,76,76,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504408,away,Genoa,Alessandro Zanoli,,,zanoli-alessandro,A. Zanoli,M,59,186,923,M,,922928,EUR,970531200,D,59,59,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
