match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,captain,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_challengeLost,stat_goals,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_outfielderBlock,stat_accurateCross,stat_totalOffside,stat_penaltyWon,stat_shotOffTarget,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12624883,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,50.0,38.0,28.0,17.0,0.0,31.0,33.0,7.0,17.0,10.0,1.0,1.0,1.0,1.0,90.0,59.0,7.4,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624883,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,44.0,38.0,6.0,3.0,0.0,26.0,26.0,12.0,18.0,4.0,,,,,90.0,58.0,7.3,8.0,0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624883,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,57.0,51.0,8.0,3.0,0.0,45.0,47.0,6.0,10.0,1.0,,,,,90.0,60.0,6.8,6.0,0,1.0,,1.0,1.0,2.0,,,,,nachofdez90,True,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624883,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,56.0,49.0,8.0,3.0,0.0,39.0,40.0,10.0,16.0,3.0,,,,,90.0,65.0,7.2,7.0,2,1.0,2.0,2.0,5.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12624883,home,Al-Qadsiah,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,False,26.0,22.0,1.0,1.0,0.0,14.0,14.0,8.0,14.0,2.0,,,,,89.0,40.0,7.3,7.0,2,,,2.0,,4.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12624883,home,Al-Qadsiah,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,False,25.0,20.0,1.0,,0.0,9.0,9.0,11.0,16.0,2.0,,,,,76.0,41.0,7.1,7.0,1,,1.0,6.0,6.0,2.0,4.0,3.0,1.0,,,,,1.0,,5.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12624883,home,Al-Qadsiah,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178.0,5873,M,1003012,EUR,1027555200,M,5,5,False,44.0,41.0,1.0,1.0,0.0,29.0,30.0,12.0,14.0,6.0,,,,,90.0,54.0,6.6,5.0,0,,,5.0,3.0,1.0,1.0,,1.0,,equifernandez,,2.0,,,1.0,,3.0,,1.0,,1.0,,,,1.0,,,,,,,,,,
12624883,home,Al-Qadsiah,Iker Almena,almena-iker,I. Almena,M,30,176.0,525,M,1513656,EUR,1083628800,M,30,30,False,33.0,28.0,,,0.0,17.0,18.0,12.0,19.0,2.0,,,,,89.0,54.0,7.1,12.0,0,,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,4.0,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,
12624883,home,Al-Qadsiah,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178.0,1147,M,916176,EUR,903398400,F,88,88,False,28.0,24.0,3.0,1.0,1.0,12.0,13.0,14.0,29.0,1.0,,,,,89.0,64.0,7.2,26.0,0,2.0,1.0,9.0,7.0,1.0,4.0,2.0,4.0,4.0,,,1.0,,,2.0,14.0,1.0,,1.0,3.0,2.0,1.0,,,,2.0,,,,,,,,,
12624883,home,Al-Qadsiah,Haitham Mohammed Asiri,asiri-haitham-mohammed,H. M. Asiri,F,19,173.0,106,M,1118489,EUR,993945600,F,18,18,False,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,26.0,4.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12624883,home,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,F,33,33,False,20.0,16.0,1.0,,0.0,8.0,8.0,8.0,12.0,3.0,,,,,90.0,36.0,7.2,12.0,2,3.0,1.0,6.0,4.0,,,,6.0,,julianquinones33,,3.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
