match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,captain,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
13981463,home,Cremonese,Emil Audero,emil-audero,E. Audero,G,1,190,10668,M,318603,EUR,853545600,G,1,1,False,32.0,20.0,23.0,11.0,0.0,14.0,18.0,6.0,14.0,1.0,15.0,3.0,2.0,3.0,1.0,90.0,49.0,7.5,14.0,0.00168184,41.31365219844,7.0,8.61,7.77,0.1122,0,0.1654,0.05,0.03,0.3,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981463,home,Cremonese,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,D,24,24,False,75.0,65.0,3.0,,0.0,33.0,42.0,32.0,33.0,4.0,5.0,,,,,90.0,88.0,7.1,14.0,0.0273299,111.76824579446,13.0,74.025,15.225,,0,,0.16,0.05,0.26,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981463,home,Cremonese,Federico Baschirotto,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,47.0,44.0,7.0,4.0,0.0,26.0,26.0,18.0,21.0,10.0,1.0,,,,,90.0,61.0,7.2,3.0,0.00874057,69.315418331663,10.0,3.57,7.14,,1,,0.17,0.01,0.28,,5.0,5.0,,,,,,2.0,4.0,1.0,2.0,1.0,0.0453,-0.2,,,,,,,,,,,,,,,,,,,,
13981463,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,29.0,22.0,7.0,2.0,0.0,14.0,16.0,8.0,13.0,4.0,1.0,,,,,45.0,39.0,7.1,8.0,0.0169165,42.216807589553,8.0,-7.98,2.94,,0,,0.01,-0.02,0.44,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,
13981463,home,Cremonese,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,M,7,7,False,26.0,21.0,2.0,,0.0,10.0,11.0,11.0,15.0,3.0,,,,,,76.0,43.0,6.6,10.0,0.0578083,62.685463177997,8.0,39.165,12.285,,0,,0.13,0.05,-0.02,,,2.0,,,,1.0,,,4.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,14.362428798779,1.0,,,,,,,,
13981463,home,Cremonese,Michele Collocolo,michele-collocolo,M. Collocolo,M,18,188,368,M,839925,EUR,942019200,M,18,18,False,5.0,4.0,1.0,,0.0,4.0,5.0,,,,,,,,,16.0,7.0,6.5,3.0,5.252e-05,,,,,,0,,-0.03,,-0.01,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981463,home,Cremonese,Warren Bondo,warren-bondo,W. Bondo,M,38,177,2004,M,1000366,EUR,1063584000,M,38,38,False,46.0,44.0,3.0,2.0,0.0,19.0,19.0,25.0,27.0,,5.0,,,,,90.0,52.0,7.1,4.0,0.0199356,145.78894209306,15.0,49.665,14.28,,0,,0.24,0.14,0.21,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,28.39632117018,1.0,,,,,,,,
13981463,home,Cremonese,Jari Vandeputte,jari-vandeputte,J. Vandeputte,M,27,174,901,M,318645,EUR,824256000,M,27,27,False,23.0,15.0,4.0,2.0,0.0,8.0,11.0,7.0,12.0,,2.0,,,,,58.0,33.0,6.6,10.0,0.0735817,38.405449018578,8.0,6.195,3.675,,0,,0.1,0.03,-0.04,,,3.0,,3.0,1.0,,1.0,,4.0,,2.0,,,,,2.0,,,,1.0,,2.0,,,,,1.0,,,,,,,
13981463,home,Cremonese,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,18.0,14.0,1.0,,0.0,6.0,7.0,8.0,11.0,6.0,3.0,,,,,90.0,36.0,6.8,10.0,0.00307155,34.144348395247,7.0,10.92,5.25,,0,,-0.06,0.12,0.44,,4.0,6.0,1.0,2.0,1.0,2.0,,3.0,8.0,,4.0,2.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,
13981463,home,Cremonese,Franco Vázquez,franco-vazquez,F. Vázquez,F,20,187,1036,M,215246,EUR,604108800,F,20,20,False,27.0,20.0,2.0,1.0,0.0,7.0,10.0,13.0,17.0,,2.0,,,,,90.0,47.0,7.0,17.0,0.200829,91.580517772656,18.0,24.885,5.25,,1,,0.35,0.13,-0.01,,2.0,7.0,,1.0,1.0,3.0,,1.0,7.0,,2.0,,0.0106,-0.02,,,3.0,,,4.0,,4.0,1.0,1.0,11.29081555956,1.0,1.0,1.0,0.4919,,,,,
