match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_fouls,player_sofascoreId,stat_aerialLost,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_wasFouled,captain,stat_outfielderBlock,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10389896,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,18.0,15.0,7.0,4.0,13.0,14.0,2.0,4.0,2.0,1.0,90.0,19.0,6.3,3.0,0.0,0.0,0.00239889,0,-0.6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389896,home,RC Strasbourg,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,D,18,18,False,51.0,41.0,1.0,,16.0,19.0,27.0,37.0,4.0,,72.0,84.0,7.2,17.0,0.056,0.1513,0.149449,1,,,,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10389896,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,83.0,75.0,10.0,7.0,38.0,39.0,37.0,45.0,8.0,,90.0,89.0,7.1,9.0,0.0,0.0,0.0543,0,,,,1.0,,,3.0,,,,,2.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389896,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,84.0,76.0,16.0,14.0,40.0,40.0,36.0,44.0,3.0,,90.0,100.0,7.2,10.0,0.0531,0.0,0.0282722,1,,,,,,4.0,8.0,2.0,,,,5.0,3.0,4.0,3.0,,,4.0,1.0,alex_djiku,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10389896,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,33.0,27.0,1.0,,18.0,19.0,11.0,18.0,,,45.0,43.0,6.6,8.0,0.0688,0.0,0.0857041,1,,,,4.0,2.0,1.0,4.0,,,,,,,,,,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,
10389896,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,57.0,45.0,2.0,2.0,6.0,8.0,41.0,60.0,3.0,,90.0,95.0,7.5,31.0,0.4978,0.1966,0.42564,3,,,,11.0,2.0,7.0,6.0,1.0,2.0,6.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,1.0,2.0,,3.0,,1.0,4.0,1.0,1.0,,,,,,,,,
10389896,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,False,34.0,30.0,4.0,3.0,7.0,8.0,23.0,26.0,4.0,,64.0,52.0,6.5,10.0,0.0372,0.0917,0.031546,1,,,,,,5.0,3.0,1.0,2.0,1.0,1.0,,2.0,,,,,,1.0,,,,,3.0,,,,,,3.0,,,,,,,,
10389896,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,False,50.0,47.0,6.0,5.0,21.0,21.0,26.0,30.0,8.0,,83.0,69.0,7.3,7.0,0.2125,0.0,0.117914,5,,,,1.0,,4.0,5.0,,1.0,,,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,,1.0,3.0,,2.0,2.0,,,,,1.0,True,1.0,,,,,,
10389896,home,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,10,10,False,43.0,36.0,1.0,,9.0,9.0,27.0,34.0,6.0,,72.0,51.0,6.4,9.0,0.0,0.0,0.044691,0,,,,,,4.0,2.0,2.0,,2.0,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,
10389896,home,RC Strasbourg,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,25,25,False,30.0,18.0,,,2.0,3.0,16.0,27.0,4.0,,90.0,38.0,6.8,15.0,0.4601,0.0,0.0756846,3,,,,,,8.0,10.0,1.0,1.0,,,,,,,,,9.0,,,6.0,2.0,,2.0,1.0,,,,,1.0,,,,,,,,
