match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue
14065156,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,27.0,24.0,11.0,8.0,0.0,21.0,22.0,3.0,5.0,7.0,90.0,28.0,6.3,3.0,0.00085443,45.956568860256,5.0,39.48,19.215,0,-0.7161,0.03,0.01,-0.11,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,41.0,36.0,2.0,2.0,0.0,10.0,12.0,26.0,29.0,,45.0,60.0,5.9,13.0,0.227826,87.926375821164,10.0,6.51,15.12,0,,0.21,0.07,-0.53,,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,112.0,108.0,2.0,2.0,0.0,35.0,37.0,73.0,75.0,3.0,77.0,128.0,7.8,4.0,0.350277,185.26327813393,25.0,62.58,14.805,1,,0.5,0.06,-0.02,,,,2.0,3.0,10.0,,,,1.0,,,1.0,9.0,1.0,7.0,2.0,1.0,0.0681,-0.3,,,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,jonatah,227672,EUR,823996800,D,4,4,False,,163.0,159.0,6.0,5.0,0.0,48.0,48.0,111.0,115.0,7.0,90.0,177.0,8.0,5.0,0.0691963,397.99618592002,45.0,225.855,21.0,1,,0.45,0.25,0.15,,,,1.0,2.0,7.0,,,,1.0,,1.0,,5.0,1.0,6.0,,1.0,0.0264,-0.01,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,,1129935,EUR,1119916800,D,20,20,False,,92.0,84.0,4.0,3.0,0.0,17.0,19.0,67.0,73.0,6.0,90.0,124.0,6.1,16.0,0.194808,204.4995008218,29.0,136.29,21.105,4,,0.11,0.25,-0.15,,4.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,,,2.0,1.0,,2.0,,,1.0,0.273,-0.51,,,,2.0,1.0,1.0,,,,,,,,,,,,,
14065156,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,151.0,141.0,11.0,7.0,1.0,37.0,37.0,104.0,114.0,7.0,90.0,170.0,8.2,17.0,0.503266,344.50647824502,47.0,115.185,15.855,0,,0.64,0.29,0.3,,8.0,2.0,1.0,1.0,2.0,,,,,,1.0,4.0,,,1.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,
14065156,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,153.0,145.0,8.0,5.0,0.0,31.0,32.0,114.0,121.0,4.0,83.0,168.0,7.8,9.0,0.193964,432.21761866685,53.0,158.76,20.37,1,,0.45,0.31,0.36,,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,,0.0791,-0.07,3.0,,1.0,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Lennart Karl,lennart-karl,L. Karl,M,42,168,44372,M,,1861975,EUR,1203638400,M,42,42,False,,42.0,39.0,1.0,1.0,0.0,10.0,11.0,29.0,31.0,4.0,65.0,65.0,6.2,16.0,0.295969,107.3443048154,16.0,-1.9949999999999,14.595,2,,0.09,0.17,-0.09,,3.0,1.0,1.0,6.0,3.0,1.0,5.0,2.0,,,4.0,,,2.0,,,1.0,0.3029,-0.52,1.0,,1.0,,1.0,,Lennart Karl,,,1.0,,,,,,,,,
14065156,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,M,22,22,False,,43.0,41.0,,,0.0,9.0,9.0,32.0,34.0,1.0,65.0,50.0,7.5,4.0,0.119047,59.487444047023,8.0,-3.99,6.3,1,,-0.18,-0.16,-0.04,,,,,1.0,3.0,,3.0,2.0,,,,,,,,,,0.1066,0.51,,,1.0,,,,,,,,1.0,1.0,0.6029,,,,,,
14065156,home,FC Bayern München,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143501,M,LuisDíaz,883537,EUR,853113600,M,14,14,False,,47.0,41.0,,,1.0,5.0,6.0,36.0,41.0,2.0,90.0,66.0,8.6,14.0,0.781808,188.69845201848,20.0,43.68,16.8,2,,0.55,0.36,-0.08,,,,,7.0,5.0,2.0,6.0,2.0,2.0,,2.0,2.0,1.0,,,,,0.5107,0.48,,2.0,,1.0,,2.0,,,2.0,,1.0,1.0,0.6118,1.0,,,,,
14065156,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,HurriKane,108579,EUR,743817600,F,9,9,False,,21.0,16.0,4.0,3.0,0.0,2.0,2.0,14.0,19.0,1.0,90.0,28.0,6.1,6.0,0.0298852,53.964805889864,7.0,34.86,20.055,5,,-0.38,0.1,-0.08,,,,3.0,6.0,3.0,,1.0,,,,,,3.0,2.0,,,1.0,0.3135,-0.17,,,,2.0,1.0,,,,,,1.0,,0.2375,1.0,,,,,
14065156,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,True,,36.0,33.0,3.0,3.0,0.0,4.0,4.0,29.0,32.0,1.0,45.0,56.0,7.2,15.0,0.179546,185.24908451387,20.0,44.52,13.02,0,,0.19,0.17,0.13,,8.0,1.0,,4.0,4.0,,6.0,2.0,1.0,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,josip_stanisic,927407,EUR,954633600,D,44,44,True,,34.0,32.0,1.0,,0.0,3.0,3.0,29.0,31.0,,25.0,43.0,6.9,4.0,0.0283518,46.523218205114,6.0,39.48,16.38,0,,0.13,0.09,0.17,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,F,7,7,True,,16.0,10.0,1.0,,0.0,,,10.0,16.0,,25.0,26.0,6.5,8.0,0.00693895,22.785052474056,3.0,9.555,11.445,1,,-0.09,0.04,0.15,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,0.0414,-0.19,1.0,1.0,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,True,,15.0,14.0,,,0.0,3.0,3.0,11.0,12.0,1.0,13.0,15.0,6.5,1.0,0.00809507,58.536983950306,6.0,29.4,12.495,0,,-0.09,0.07,0.13,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89456,M,NJackson11,1085381,EUR,992995200,F,11,11,True,,2.0,1.0,,,0.0,,,1.0,2.0,1.0,17.0,5.0,8.0,2.0,0.00505359,8.2216743428574,1.0,5.565,5.565,1,,0.02,0.6,0.13,,,,,,,,,,,,1.0,,,,,,,0.5825,0.51,1.0,,,,,,Nicolas Jackson,,,,1.0,1.0,0.8624,,,,,,
14065156,home,FC Bayern München,Jonas Urbig,jonas-urbig,J. Urbig,G,40,189,4842,M,,1130647,EUR,1060300800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonas Urbig,,,,,,,,,,,,
14065156,home,FC Bayern München,Cassiano Kiala,cassiano-kiala,C. Kiala,D,30,186,1230,M,,1994978,EUR,1231632000,D,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cassiano Kiala,,,,,,,,,,,,
14065156,home,FC Bayern München,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,hiroki_ito38,873106,EUR,926467200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,home,FC Bayern München,Sacha Boey,boey-sacha,S. Boey,D,93,178,14393,M,sacha_boey,980418,EUR,968803200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Nikola Vasilj,nikola-vasilj,N. Vasilj,G,22,194,1626,M,,325061,EUR,817862400,G,22,22,False,,29.0,15.0,18.0,4.0,0.0,14.0,16.0,1.0,13.0,10.0,90.0,40.0,6.1,14.0,0.00030334,57.935747765373,7.0,-27.405,3.675,0,-0.6853,0.07,0.0,-0.42,0.29,,,,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,0.283
14065156,away,FC St. Pauli,Arkadiusz Pyrka,arkadiusz-pyrka,A. Pyrka,D,11,177,950,M,,971481,EUR,1032480000,D,11,11,False,,21.0,13.0,3.0,,0.0,10.0,13.0,3.0,8.0,4.0,90.0,42.0,6.5,9.0,0.01736,37.291346357753,6.0,-33.39,-2.52,1,,-0.04,0.06,-0.2,,,,,,4.0,,1.0,1.0,3.0,,1.0,1.0,,1.0,3.0,2.0,,0.0246,-0.15,2.0,3.0,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Hauke Wahl,hauke-wahl,H. Wahl,D,5,189,150,M,,253469,EUR,766368000,D,5,5,False,,15.0,14.0,4.0,3.0,0.0,13.0,13.0,1.0,2.0,2.0,90.0,29.0,6.4,1.0,0.00033948,56.463471270804,4.0,-49.245,-6.93,1,,0.05,0.12,-0.15,,,,3.0,5.0,3.0,,,,3.0,,,,,,6.0,1.0,,0.015,-0.05,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,,
14065156,away,FC St. Pauli,Eric Smith,eric-smith,E. Smith,D,8,191,412,M,,542038,EUR,852681600,D,8,8,False,,24.0,21.0,5.0,3.0,0.0,17.0,18.0,4.0,6.0,2.0,90.0,45.0,6.3,5.0,0.00863692,46.445767505319,4.0,-16.695,2.73,1,,0.11,-0.07,-0.53,,1.0,,,,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,12.0,1.0,,0.0153,-0.01,,,1.0,1.0,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Karol Mets,karol-mets,K. Mets,D,3,190,509,M,,57627,EUR,737510400,D,3,3,False,,24.0,19.0,4.0,,0.0,19.0,20.0,,4.0,2.0,90.0,35.0,5.9,5.0,0.00019206,9.4381056395194,2.0,-1.995,-0.63,1,,0.02,0.0,-0.37,,,,,2.0,2.0,,,,1.0,,,,1.0,1.0,5.0,,2.0,0.086,0.01,1.0,1.0,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Lars Ritzka,lars-ritzka,L. Ritzka,D,21,185,86,M,,873347,EUR,894499200,D,21,21,False,,24.0,15.0,4.0,,0.0,10.0,16.0,5.0,8.0,5.0,68.0,43.0,6.4,13.0,0.00624122,3.9732324371977,1.0,-3.78,-3.78,0,,0.01,-0.03,-0.25,,,,,5.0,5.0,,,,3.0,,,,2.0,,4.0,,,,,,2.0,,,,,,,,,,,,5.0,,,,,
14065156,away,FC St. Pauli,Joel Chima Fujita,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,,1002461,EUR,1013817600,M,16,16,False,,24.0,18.0,5.0,2.0,0.0,12.0,12.0,6.0,12.0,9.0,90.0,39.0,6.5,11.0,0.0177937,97.156392007181,11.0,-76.23,0.94500000000002,0,,-0.02,0.25,-0.12,,1.0,,,4.0,3.0,1.0,1.0,,3.0,,2.0,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,
14065156,away,FC St. Pauli,James Sands,james-sands,J. Sands,M,6,186,445,M,,885892,EUR,962841600,M,6,6,False,,18.0,13.0,2.0,,0.0,7.0,10.0,6.0,8.0,3.0,90.0,28.0,6.4,5.0,0.0139354,15.665592415673,2.0,-2.73,0.21000000000001,1,,-0.04,0.06,-0.14,,,,1.0,2.0,3.0,,,,2.0,,,1.0,1.0,1.0,3.0,,,0.01,-0.04,,,,,,,,,,,,,,1.0,,,,,
14065156,away,FC St. Pauli,Jackson Irvine,jackson-irvine,J. Irvine,M,7,190,924,M,,181581,EUR,731462400,M,7,7,False,True,20.0,17.0,1.0,,0.0,11.0,12.0,6.0,8.0,2.0,68.0,38.0,6.8,6.0,0.0543295,26.958239985213,4.0,-9.87,5.88,1,,0.18,-0.17,0.0,,,,3.0,6.0,7.0,,1.0,,2.0,,2.0,1.0,4.0,1.0,2.0,,2.0,0.0264,-0.08,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,
14065156,away,FC St. Pauli,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180,340,M,,831400,EUR,849312000,M,28,28,False,,17.0,11.0,2.0,1.0,1.0,5.0,8.0,6.0,9.0,6.0,87.0,38.0,6.7,12.0,0.139309,38.482389291403,6.0,-17.325,3.78,1,,0.04,0.3,-0.01,,1.0,,6.0,9.0,6.0,1.0,,,2.0,,4.0,3.0,2.0,,2.0,,1.0,0.0354,-0.13,3.0,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,,
14065156,away,FC St. Pauli,Andreas Hountondji,hountondji-andreas,A. Hountondji,F,27,190,3805,M,,1112796,EUR,1026345600,F,27,27,False,,,,,,0.0,,,,,,18.0,5.0,7.4,1.0,,3.54766458392,1.0,-3.15,-3.15,1,,,0.12,0.0,,,,2.0,3.0,,1.0,,,,,,,,,,,,0.2637,0.52,,,,,,1.0,,,,,1.0,1.0,0.2839,,,,,,
14065156,away,FC St. Pauli,Danel Sinani,danel-sinani,D. Sinani,F,10,185,628,M,,887500,EUR,860198400,F,10,10,True,,18.0,13.0,1.0,,0.0,11.0,13.0,2.0,5.0,3.0,72.0,29.0,6.8,8.0,0.0257329,19.778765298634,4.0,-9.345,0.105,1,,0.05,0.19,0.24,,1.0,,3.0,5.0,5.0,,1.0,,3.0,,1.0,,2.0,,1.0,,1.0,0.0886,-0.33,,2.0,,1.0,,1.0,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Louis Oppie,louis-oppie,L. Oppie,D,23,184,183,M,,1137900,EUR,1021593600,D,23,23,True,,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,,22.0,13.0,6.0,1.0,0.00051593,10.766355000649,1.0,-10.5,-10.5,1,,0.05,0.09,-0.26,,,,1.0,2.0,,,,,,,,,,1.0,2.0,1.0,1.0,0.0737,-0.34,1.0,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Abdoulie Ceesay,abdoulie-ceesay,A. Ceesay,F,9,185,615,M,,1888501,EUR,1073260800,F,9,9,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,22.0,5.0,6.5,3.0,2.36e-05,,,,,0,,0.01,,0.17,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,Abdoulie Ceesay,,,,,,,,,,,,
14065156,away,FC St. Pauli,Connor Metcalfe,connor-metcalfe,C. Metcalfe,M,24,178,230,M,,888854,EUR,941760000,M,24,24,True,,,,,,0.0,,,,,,13.0,2.0,6.3,2.0,,,,,,0,,,,-0.11,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Ben Voll,ben-voll,B. Voll,G,1,195,91,M,,987437,EUR,976320000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Adam Dźwigała,adam-dzwigala,A. Dźwigała,D,25,185,440,M,,252343,EUR,811987200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Manolis Saliakas,manolis-saliakas,M. Saliakas,M,2,175,358,M,,280551,EUR,842486400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Ricky-Jade Jones,ricky-jade-jones,R. Jones,F,26,183,361,M,,994529,EUR,1036713600,F,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065156,away,FC St. Pauli,Martijn Kaars,martijn-kaars,M. Kaars,F,19,183,860,M,,861850,EUR,920592000,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
