match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_goals,stat_outfielderBlock,player_lastName,stat_punches,stat_clearanceOffLine,stat_errorLeadToAShot
14083528,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,34.0,26.0,19.0,11.0,0.0,20.0,22.0,6.0,12.0,6.0,3.0,3.0,90.0,38.0,7.5,8.0,0.00209443,0.2357,0,0.1541,0.13,0.0,0.2,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083528,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,2,2,False,50.0,39.0,6.0,2.0,0.0,23.0,27.0,16.0,23.0,5.0,,,90.0,91.0,7.3,21.0,0.0896015,,4,,0.26,0.13,0.2,,Jon Aramburu,ElBufalo,2.0,1.0,1.0,5.0,6.0,2.0,1.0,4.0,7.0,3.0,3.0,1.0,3.0,2.0,0.5757,1.0,-0.61,,,,,,,,,,,,,,,,,
14083528,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,45.0,37.0,8.0,3.0,0.0,24.0,25.0,13.0,20.0,,,,90.0,59.0,6.7,9.0,0.00547825,,2,,0.15,0.04,0.34,,,,,,7.0,9.0,4.0,,,,7.0,,,1.0,1.0,2.0,0.0775,,-0.26,3.0,2.0,2.0,,,,,,,,,,,,,,
14083528,home,Real Sociedad,Duje Ćaleta-Car,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,16,16,False,68.0,61.0,11.0,7.0,0.0,43.0,44.0,18.0,24.0,4.0,,,90.0,75.0,7.2,8.0,0.0167602,,1,,0.29,0.05,0.13,,,,,,1.0,1.0,3.0,,,1.0,3.0,1.0,,1.0,,,0.1644,,-0.52,2.0,,,,,,,,,,,,,,,,
14083528,home,Real Sociedad,Sergio Gómez,sergio-gomez,S. Gómez,M,17,171,4445,M,855835,EUR,968025600,D,17,17,False,82.0,75.0,4.0,2.0,0.0,33.0,33.0,42.0,49.0,6.0,,,74.0,91.0,7.5,10.0,0.329156,,0,,0.44,0.16,0.19,,,sergiogm_10,2.0,1.0,,,,,,,2.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,
14083528,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,51.0,38.0,7.0,4.0,0.0,12.0,18.0,26.0,33.0,5.0,,,75.0,68.0,6.8,22.0,0.151433,,0,,0.38,0.08,-0.02,,,,5.0,1.0,,7.0,3.0,,,,,,,1.0,1.0,3.0,,1.0,,1.0,,,,3.0,2.0,1.0,,,,,,,,,,
14083528,home,Real Sociedad,Jon Gorrotxategi,jon-gorrotxategi,J. Gorrotxategi,M,4,177,607,M,1216309,EUR,1012608000,M,4,4,False,60.0,47.0,3.0,1.0,0.0,20.0,23.0,27.0,37.0,2.0,,,90.0,70.0,7.1,15.0,0.0362083,,1,,0.31,0.02,0.29,,Jon Gorrotxategi,,,,3.0,3.0,5.0,,,1.0,3.0,1.0,1.0,2.0,2.0,,0.0257,,-0.06,2.0,,,,,,,,,,,,,,,,
14083528,home,Real Sociedad,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,832427,EUR,852163200,M,18,18,False,36.0,32.0,1.0,1.0,0.0,11.0,11.0,21.0,25.0,3.0,,,64.0,45.0,6.8,7.0,0.0188744,,1,,0.12,0.04,0.0,,,Carlos10Soler,1.0,,,1.0,2.0,,,,,,,1.0,2.0,,0.0388,1.0,0.0,,,,,1.0,,,1.0,0.182,,,,,,,,
14083528,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,False,31.0,23.0,,,0.0,8.0,9.0,15.0,22.0,2.0,,,85.0,44.0,7.4,14.0,0.620326,,1,,0.52,0.41,0.0,,,KuboTake,3.0,1.0,1.0,3.0,5.0,,1.0,,,1.0,1.0,2.0,,,0.1506,2.0,-0.51,3.0,,,1.0,,3.0,1.0,1.0,,2.0,,,,,,,
14083528,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,22.0,14.0,,,0.0,1.0,2.0,13.0,20.0,6.0,,,90.0,40.0,7.1,16.0,0.115276,,3,,0.27,0.21,-0.05,,,mikel10oyar,1.0,,2.0,8.0,6.0,1.0,,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.062,2.0,0.29,2.0,1.0,,1.0,2.0,1.0,,1.0,0.9922,,True,1.0,,,,,
