match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,player_firstName,player_lastName,stat_totalContest,stat_totalOffside,stat_keyPass,captain,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId
12504693,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193.0,635,M,98059,EUR,729907200,G,1,1,False,39.0,25.0,26.0,12.0,0.0,16.0,18.0,9.0,21.0,1.0,11.0,1.0,6.0,7.0,1.0,90.0,53.0,8.1,15.0,0.0050203,0,0.7373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504693,home,Genoa,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186.0,344,M,807295,EUR,905731200,D,14,14,False,33.0,25.0,6.0,2.0,0.0,15.0,17.0,10.0,17.0,,5.0,,,,,90.0,40.0,7.2,9.0,0.0100706,1,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,0.3377,0.9179,,,,,,,,,,,,,,,,,,,,,
12504693,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4788,M,889785,EUR,909014400,D,22,22,False,42.0,34.0,5.0,4.0,0.0,22.0,26.0,12.0,16.0,5.0,2.0,,,,,90.0,61.0,7.4,11.0,0.00547248,1,,,4.0,1.0,6.0,4.0,,,1.0,1.0,0.0432,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,
12504693,home,Genoa,Alan Matturro,matturro-alan,A. Matturro,D,3,189.0,1328,M,1177401,EUR,1097452800,D,33,33,False,25.0,13.0,4.0,1.0,0.0,8.0,12.0,6.0,14.0,1.0,2.0,,,,,90.0,44.0,6.9,17.0,0.0104507,1,,1.0,3.0,4.0,10.0,10.0,1.0,,1.0,2.0,0.0153,0.0213,5.0,,1.0,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
12504693,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179.0,199,M,184421,EUR,726883200,M,20,20,False,24.0,15.0,10.0,5.0,0.0,7.0,8.0,8.0,21.0,4.0,5.0,,,,,80.0,50.0,6.7,18.0,0.0145451,0,,5.0,1.0,,3.0,4.0,,,,1.0,,,,,1.0,2.0,1.0,,2.0,,,,1.0,,,,,,,,,,
12504693,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189.0,697,M,280991,EUR,831254400,M,2,2,False,16.0,10.0,,,0.0,2.0,4.0,8.0,13.0,2.0,,,,,,90.0,33.0,7.0,12.0,0.106523,0,,1.0,7.0,8.0,11.0,12.0,,,2.0,2.0,,,3.0,,,3.0,2.0,5.0,1.0,,,,,1.0,2.0,,,,,,,,
12504693,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186.0,902,M,39482,EUR,604368000,M,47,47,False,38.0,33.0,5.0,3.0,0.0,16.0,16.0,17.0,22.0,4.0,6.0,,,,,90.0,47.0,6.6,6.0,0.0156015,0,,,,,6.0,3.0,,,1.0,2.0,,,4.0,,,1.0,,1.0,1.0,,,,1.0,,,True,1.0,,,,,,
12504693,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178.0,1679,M,918440,EUR,986601600,M,32,32,False,33.0,28.0,3.0,3.0,0.0,16.0,16.0,12.0,17.0,1.0,4.0,,,,,72.0,46.0,7.1,8.0,0.0371899,1,,,,1.0,3.0,2.0,,,3.0,2.0,0.064,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,
12504693,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180.0,1144,M,797286,EUR,861667200,M,3,3,False,9.0,7.0,,,0.0,4.0,5.0,4.0,11.0,1.0,5.0,,,,,45.0,23.0,6.5,11.0,0.0555917,0,,7.0,1.0,,4.0,1.0,,,,2.0,,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,
12504693,home,Genoa,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185.0,2688,M,826198,EUR,927072000,F,19,19,False,16.0,10.0,,,1.0,6.0,8.0,4.0,10.0,2.0,4.0,,,,,90.0,27.0,7.2,8.0,0.370343,2,,2.0,6.0,3.0,6.0,6.0,1.0,,,,0.0841,0.0813,,1.0,,2.0,1.0,,1.0,,,,,3.0,2.0,,,2.0,1.0,,,,
12504693,home,Genoa,Jeff Ekhator,jeff-ekhator,J. Ekhator,F,21,188.0,605,M,1613917,EUR,1163203200,F,21,21,False,6.0,4.0,,,0.0,,,5.0,7.0,,2.0,,,,,72.0,21.0,6.3,7.0,0.0205056,2,,1.0,2.0,,7.0,1.0,1.0,,,1.0,0.3202,0.2059,,,,,,,1.0,1.0,,,1.0,,2.0,,,,,3.0,1.0,1.0,
