match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_goals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,player_firstName,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,player_lastName,stat_totalOffside
11352502,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,32.0,31.0,2.0,1.0,29.0,29.0,2.0,3.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,90.0,45.0,6.8,1.0,0.00044739,0,-0.6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352502,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165,4021,M,914691,EUR,970272000,D,2,2,False,27.0,23.0,2.0,2.0,13.0,14.0,10.0,15.0,,4.0,,,,,,61.0,41.0,7.4,10.0,0.0108768,1,,TariqLamptey,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0265,1.0,,,,,,,,,,,,,,,,,,,,,
11352502,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,97.0,90.0,6.0,3.0,64.0,67.0,26.0,30.0,2.0,3.0,,,,,,90.0,105.0,7.3,7.0,0.0229905,2,,,,4.0,6.0,,,,,,,0.0871,,2.0,3.0,2.0,2.0,2.0,1.0,0.0408,,,,,,,,,,,,,,
11352502,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,88.0,85.0,5.0,5.0,64.0,66.0,21.0,22.0,2.0,4.0,,,,,,90.0,96.0,8.2,3.0,0.012032,3,,,,7.0,8.0,1.0,,,1.0,1.0,,0.184,2.0,5.0,6.0,2.0,,,,0.5025,True,1.0,1.0,,,,,,,,,,,
11352502,home,Brighton & Hove Albion,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,3,3,False,36.0,32.0,4.0,2.0,20.0,22.0,12.0,14.0,2.0,3.0,,,,,,60.0,55.0,6.6,9.0,0.00740874,0,,,,1.0,4.0,,,,,,2.0,,,2.0,5.0,,,1.0,1.0,,,1.0,,1.0,3.0,2.0,,,,,,,,
11352502,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,111.0,99.0,9.0,6.0,54.0,55.0,50.0,70.0,,5.0,,,,,,90.0,138.0,8.6,23.0,0.304963,1,,pascalgross65,14.0,,5.0,1.0,,,3.0,3.0,2.0,0.0543,6.0,,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,5.0,,,,,,
11352502,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,11,11,False,82.0,74.0,6.0,2.0,41.0,42.0,33.0,40.0,1.0,6.0,,,,,,81.0,89.0,6.4,9.0,0.0272025,1,,billygilmour,,2.0,4.0,1.0,,,,,1.0,0.026,1.0,,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,
11352502,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,24.0,23.0,,,6.0,7.0,17.0,18.0,1.0,3.0,,,,,,72.0,40.0,7.5,7.0,0.191026,0,,facubuonanotte_,1.0,,7.0,,,,3.0,,2.0,,5.0,,5.0,,,2.0,1.0,,,1.0,,3.0,2.0,2.0,,,Facundo Buonanotte,1.0,,,,
11352502,home,Brighton & Hove Albion,Danny Welbeck,danny-welbeck,D. Welbeck,F,18,185,4510,M,33902,EUR,659577600,M,18,18,False,17.0,15.0,,,5.0,5.0,10.0,12.0,,1.0,,,,,,61.0,28.0,6.7,3.0,0.0230492,4,,,,,4.0,2.0,,,1.0,1.0,,0.4627,1.0,,2.0,,1.0,3.0,,,,1.0,,,1.0,,,,,,1.0,2.0,,
11352502,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,24,24,False,42.0,34.0,3.0,1.0,8.0,11.0,27.0,36.0,,4.0,,,,,,90.0,69.0,7.2,20.0,0.107523,5,,simon.adingra,5.0,2.0,6.0,2.0,,,,,3.0,0.1985,,,5.0,,,,1.0,,,,,2.0,6.0,4.0,,1.0,,,,3.0,,1.0
