match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_blockedScoringAttempt,stat_goals
14109752,home,Eyüpspor,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189.0,1142,M,358524,EUR,829353600,G,1,1,False,31.0,25.0,17.0,11.0,0.0,21.0,24.0,4.0,7.0,2.0,8.0,1.0,2.0,4.0,1.0,2.0,2.0,90.0,43.0,6.8,6.0,0.0004629,10.665476669214,2.0,-0.735,0.42,0.1933,0,-0.56,0.01,0.0,-0.38,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109752,home,Eyüpspor,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176.0,112,M,96520,EUR,684806400,D,11,11,False,24.0,20.0,1.0,,0.0,10.0,10.0,10.0,14.0,4.0,3.0,,,,,,,90.0,56.0,6.3,10.0,0.291757,95.643456882271,14.0,38.85,14.49,,2,,0.32,0.48,-0.58,,2.0,1.0,1.0,6.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0523,14.52073966217,2.0,1.0,-0.1,,,,,,,,,,,,,,,,,
14109752,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183.0,91,M,138154,EUR,759456000,D,6,6,False,45.0,39.0,12.0,8.0,0.0,32.0,36.0,7.0,9.0,3.0,2.0,,,,,,,90.0,56.0,7.6,6.0,0.0051483,242.74508612865,26.0,126.21,16.59,,1,,0.05,0.07,0.45,,,,1.0,3.0,2.0,1.0,,,5.0,,,,,1.0,0.378,,,,0.23,,,True,1.0,1.0,1.0,0.9508,,,,,,,,,,
14109752,home,Eyüpspor,Emir Ortakaya,emir-ortakaya,E. Ortakaya,D,65,185.0,408,M,1091815,EUR,1087862400,D,5,5,False,36.0,35.0,3.0,2.0,0.0,29.0,30.0,6.0,6.0,4.0,2.0,,,,,,,90.0,44.0,6.1,1.0,0.00407369,96.088930356062,14.0,30.45,10.29,,0,,0.04,0.03,-0.44,,,,1.0,3.0,3.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,Emir,Ortakaya,,1.0,,1.0,,,,,,,,,,,
14109752,home,Eyüpspor,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,42.0,34.0,3.0,1.0,0.0,20.0,23.0,14.0,19.0,2.0,3.0,,,,,,,90.0,72.0,6.3,16.0,0.0290263,231.22717320463,22.0,124.005,43.05,,0,,0.21,0.2,-0.46,,3.0,1.0,1.0,4.0,5.0,,1.0,,,2.0,1.0,1.0,1.0,3.0,,111.70360673299,4.0,,,,,,,,,,3.0,1.0,,,,,,,,
14109752,home,Eyüpspor,Taras Stepanenko,taras-stepanenko,T. Stepanenko,M,33,181.0,401,M,45604,EUR,618537600,M,33,33,False,19.0,17.0,2.0,1.0,0.0,9.0,10.0,8.0,9.0,,1.0,1.0,,,,,,86.0,25.0,6.5,4.0,0.00429304,42.070820305821,7.0,0.52499999999999,2.415,,0,,0.02,0.03,-0.21,,,,,1.0,3.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,
14109752,home,Eyüpspor,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185.0,2104,M,142619,EUR,741657600,M,10,10,False,47.0,34.0,10.0,6.0,0.0,16.0,22.0,18.0,25.0,,7.0,,,,,,,86.0,59.0,6.9,16.0,0.1834,118.27116691002,17.0,36.225,12.075,,0,,0.28,0.06,-0.16,,3.0,2.0,,2.0,4.0,,,,,,3.0,2.0,1.0,1.0,,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,
14109752,home,Eyüpspor,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184.0,2440,M,841199,EUR,931219200,M,70,70,False,21.0,17.0,2.0,1.0,0.0,8.0,9.0,9.0,12.0,,5.0,,,,,,,86.0,42.0,6.6,13.0,0.100413,102.96740530667,11.0,14.07,21.21,,2,,0.25,0.03,-0.09,,,,,5.0,5.0,,5.0,1.0,,1.0,2.0,2.0,6.0,,0.0828,25.232485489939,1.0,1.0,0.01,,,,,1.0,2.0,0.0313,1.0,3.0,1.0,,,,,,,
14109752,home,Eyüpspor,Yalçın Kayan,yalcin-kayan,Y. Kayan,M,20,182.0,80,M,945548,EUR,917654400,M,30,30,False,19.0,19.0,3.0,3.0,0.0,9.0,9.0,10.0,10.0,,2.0,,,,,,,66.0,23.0,6.4,3.0,0.00464037,106.29926376014,12.0,1.68,6.72,,0,,0.04,-0.02,-0.15,,1.0,,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
14109752,home,Eyüpspor,Mame Thiam,mame-thiam,M. Thiam,F,17,185.0,1076,M,180981,EUR,718588800,M,9,9,False,25.0,20.0,2.0,,0.0,10.0,12.0,10.0,13.0,2.0,5.0,,,,,,,90.0,36.0,6.0,10.0,0.0451284,30.22655763046,3.0,-9.03,0.105,,2,,0.05,0.01,-0.18,,2.0,,1.0,5.0,1.0,1.0,,1.0,,,,,2.0,,0.1975,,,,-0.44,,,,1.0,1.0,2.0,0.046,1.0,,,1.0,1.0,,,,,
