match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_accurateCross,stat_wonTackle,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_bigChanceCreated
14837589,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,False,26.0,22.0,8.0,4.0,0.0,20.0,21.0,2.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,30.0,6.6,5.0,0.00195547,0.7382,0,0.4313,0.03,0.01,-0.64,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14837589,home,Konyaspor,Yhoan Andzouana,,,yhoan-andzouana,Y. Andzouana,D,23,179,261,M,605548,EUR,850435200,D,23,23,False,52.0,45.0,3.0,2.0,0.0,18.0,21.0,27.0,31.0,,,8.0,,2.0,,,,,,90.0,92.0,6.9,22.0,0.0687906,,2,,0.06,0.33,-0.38,,11.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0369,2.0,-0.23,,,,,,,,,,,,,,,,,,,
14837589,home,Konyaspor,Riechedly Bazoer,,,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,86.0,82.0,9.0,8.0,0.0,54.0,56.0,28.0,30.0,4.0,,3.0,,,,,,,,89.0,93.0,6.8,6.0,0.0255875,,0,,0.34,0.2,-0.31,,,2.0,1.0,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14837589,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,88.0,80.0,9.0,6.0,0.0,38.0,40.0,42.0,48.0,4.0,,3.0,,1.0,,,,,,90.0,100.0,7.0,10.0,0.0241404,,2,,0.29,0.28,-0.1,,1.0,4.0,,,2.0,,1.0,1.0,0.0498,,-0.21,2.0,2.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,
14837589,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,42.0,37.0,1.0,1.0,0.0,12.0,12.0,25.0,30.0,4.0,2.0,1.0,,2.0,,,,,,90.0,77.0,6.3,19.0,0.347517,,1,,0.32,0.12,-0.46,,17.0,3.0,1.0,1.0,,1.0,1.0,,0.0241,5.0,-0.02,,1.0,1.0,,,1.0,1.0,True,6.0,1.0,,,,,,,,,
14837589,home,Konyaspor,Jo Jin-ho,,,jin-ho-jo,J. Jo,M,21,172,550,M,1019710,EUR,1057795200,M,21,21,False,52.0,44.0,6.0,3.0,0.0,25.0,25.0,19.0,27.0,3.0,,2.0,,,,,,,,79.0,62.0,6.9,11.0,0.0978928,,0,,0.27,0.21,-0.08,,4.0,3.0,,,,,2.0,1.0,,2.0,,1.0,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,
14837589,home,Konyaspor,Jackson Muleka,,,jackson-muleka,J. Muleka,F,40,180,3687,M,927649,EUR,938995200,M,40,40,False,21.0,15.0,2.0,1.0,0.0,4.0,4.0,11.0,17.0,5.0,1.0,4.0,,2.0,,,,,,89.0,42.0,6.4,12.0,0.0253619,,4,,0.04,0.12,-0.16,,1.0,11.0,4.0,4.0,3.0,1.0,,3.0,0.2602,,-0.56,1.0,4.0,3.0,,,,,,,,,,,,,,,,
14837589,home,Konyaspor,Melih İbrahimoğlu,,,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,36.0,34.0,2.0,2.0,0.0,12.0,12.0,22.0,24.0,4.0,3.0,4.0,,3.0,,,,,,65.0,48.0,6.6,7.0,0.0420472,,2,,0.07,0.26,-0.2,,2.0,2.0,,,1.0,1.0,,1.0,0.0414,3.0,-0.14,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,
14837589,home,Konyaspor,Enis Bardhi,,,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,10,10,False,50.0,44.0,4.0,3.0,0.0,16.0,16.0,28.0,34.0,1.0,1.0,3.0,,1.0,,,,,,90.0,70.0,6.2,15.0,0.0264316,,5,,-0.25,0.12,-0.18,,9.0,,,,3.0,2.0,,,0.1376,2.0,-0.36,,,,,,1.0,,,1.0,,,,,,,,,,
14837589,home,Konyaspor,Pedrinho,,,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,32.0,25.0,5.0,3.0,0.0,6.0,7.0,19.0,25.0,5.0,,1.0,,,,,,,,78.0,56.0,6.9,14.0,0.0879808,,2,,0.2,-0.15,-0.07,,5.0,8.0,1.0,,1.0,1.0,6.0,2.0,0.0504,1.0,-0.13,,,2.0,1.0,,,2.0,,1.0,3.0,,,,,,,,,
