match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_aerialLost,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_bigChanceCreated,stat_punches,stat_blockedScoringAttempt,stat_goals,stat_goalAssist
10434002,home,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,13,13,False,True,33.0,31.0,7.0,5.0,28.0,28.0,3.0,5.0,6.0,1.0,2.0,90.0,40.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434002,home,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,,41.0,29.0,7.0,2.0,18.0,21.0,14.0,25.0,11.0,,,79.0,69.0,7.0,18.0,0,,,5.0,3.0,7.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,,,,,,,,
10434002,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,,70.0,64.0,5.0,3.0,52.0,55.0,12.0,15.0,3.0,,,90.0,78.0,6.6,6.0,1,,,,,1.0,5.0,,1.0,,2.0,1.0,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10434002,home,Konyaspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,,71.0,60.0,10.0,5.0,33.0,38.0,27.0,33.0,4.0,,,90.0,81.0,7.1,11.0,1,,,,,,3.0,,4.0,,2.0,,,,,,,3.0,,,,1.0,2.0,,,,,,,,,
10434002,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,,41.0,28.0,10.0,5.0,7.0,8.0,25.0,43.0,5.0,,,90.0,73.0,7.3,26.0,0,,,10.0,4.0,5.0,6.0,2.0,,,1.0,2.0,1.0,1.0,2.0,,5.0,,1.0,,,,,1.0,3.0,2.0,,,,,,
10434002,home,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,14,14,False,,57.0,52.0,3.0,2.0,29.0,31.0,23.0,27.0,10.0,,,90.0,75.0,7.2,7.0,0,,,1.0,,1.0,6.0,,1.0,,6.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,
10434002,home,Konyaspor,Bruno Paz,bruno-paz,B. Paz,M,80,178,194,M,845821,EUR,893289600,M,80,80,False,,40.0,34.0,4.0,2.0,14.0,18.0,20.0,23.0,4.0,,,59.0,46.0,6.5,8.0,0,,,1.0,,5.0,3.0,1.0,2.0,,,2.0,2.0,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,
10434002,home,Konyaspor,Konrad Michalak,konrad-michalak,K. Michalak,M,71,174,588,M,851243,EUR,874627200,M,77,77,False,,21.0,20.0,1.0,1.0,8.0,9.0,13.0,16.0,3.0,,,88.0,39.0,7.1,8.0,1,Konrad,Michalak,4.0,1.0,4.0,5.0,,,,,2.0,2.0,2.0,,1.0,1.0,,,,1.0,,,1.0,5.0,3.0,1.0,,,,,
10434002,home,Konyaspor,Endri Çekiçi,endri-cekici,E. Çekiçi,M,22,179,229,M,187153,EUR,848707200,M,23,23,False,,16.0,16.0,,,7.0,7.0,9.0,10.0,3.0,,,60.0,26.0,6.6,3.0,1,,,1.0,,4.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,
10434002,home,Konyaspor,Zymer Bytyqi,zymer-bytyqi,Z. Bytyqi,M,,176,255,M,226784,EUR,842400000,M,7,7,False,,27.0,23.0,1.0,1.0,9.0,12.0,15.0,19.0,1.0,,,59.0,34.0,6.8,7.0,1,,,4.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,
