match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,captain,stat_goalAssist,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot
11453136,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,1,1,False,26.0,12.0,17.0,3.0,8.0,9.0,4.0,17.0,1.0,10.0,1.0,1.0,90.0,33.0,6.2,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453136,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,12.0,10.0,,,6.0,7.0,4.0,5.0,,4.0,,,57.0,17.0,6.3,3.0,0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453136,home,Al-Okhdood,Solomon Kvirkvelia,,,solomon-kvirkvelia,S. Kvirkvelia,D,,196.0,258,M,95636,EUR,697334400,D,5,5,False,31.0,22.0,4.0,1.0,16.0,20.0,6.0,11.0,,6.0,,,45.0,35.0,6.4,9.0,0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453136,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,57.0,44.0,6.0,3.0,37.0,41.0,7.0,16.0,1.0,5.0,,,90.0,64.0,7.1,14.0,2,3.0,4.0,,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11453136,home,Al-Okhdood,Andrei Burcă,,,andrei-burca,A. Burcă,D,33,188.0,560,M,846999,EUR,734832000,D,3,3,False,38.0,28.0,10.0,2.0,16.0,18.0,12.0,20.0,,6.0,,,90.0,51.0,6.3,12.0,0,3.0,4.0,,1.0,,,,2.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,
11453136,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,M,8,8,False,35.0,28.0,2.0,,16.0,19.0,12.0,16.0,2.0,6.0,,,90.0,55.0,6.4,11.0,0,8.0,5.0,3.0,4.0,2.0,,,1.0,,2.0,,,,,,,3.0,2.0,1.0,,,,,,,,,,
11453136,home,Al-Okhdood,Alex Collado,Alex,Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,11,11,False,27.0,22.0,,,6.0,6.0,17.0,24.0,,3.0,,,90.0,56.0,7.7,14.0,4,5.0,9.0,,4.0,3.0,3.0,1.0,,,2.0,3.0,,2.0,1.0,,1.0,2.0,4.0,2.0,3.0,1.0,1.0,,,,,,,
11453136,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,65.0,54.0,3.0,2.0,25.0,26.0,31.0,44.0,,5.0,,,90.0,90.0,7.9,16.0,1,5.0,9.0,,2.0,2.0,5.0,4.0,,1.0,3.0,2.0,,,1.0,,1.0,1.0,2.0,2.0,5.0,2.0,,2.0,,,,,,
11453136,home,Al-Okhdood,Florin Tănase,,,florin-tanase,F. Tănase,M,10,185.0,1396,M,537032,EUR,788745600,M,10,10,False,14.0,12.0,2.0,2.0,4.0,4.0,9.0,11.0,,2.0,,,45.0,21.0,6.7,2.0,1,1.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,
11453136,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,M,99,99,False,16.0,12.0,,,2.0,2.0,11.0,17.0,,8.0,,,90.0,37.0,6.9,11.0,4,6.0,1.0,3.0,,,1.0,3.0,,,1.0,3.0,1.0,1.0,2.0,,3.0,,,,3.0,1.0,1.0,,,,,,,
11453136,home,Al-Okhdood,Léandre Tawamba,,,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,9,9,False,24.0,17.0,1.0,1.0,7.0,9.0,10.0,15.0,,6.0,,,90.0,38.0,7.8,9.0,3,8.0,7.0,,,,3.0,1.0,6.0,2.0,,3.0,1.0,1.0,1.0,,1.0,,3.0,2.0,,,1.0,2.0,,True,1.0,,,
11453136,home,Al-Okhdood,Hamed Al-Mansour,,,hamed-al-mansour,H. Al-Mansour,D,,172.0,357,M,818578,EUR,737769600,D,20,20,True,22.0,15.0,2.0,1.0,9.0,9.0,8.0,18.0,1.0,5.0,,,45.0,44.0,7.3,15.0,1,3.0,4.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,3.0,1.0,2.0,2.0,5.0,2.0,,1.0,,,,,,
11453136,home,Al-Okhdood,Yaseen Al-Zubaidi,Yaseen Al-Zubaidi,,al-zubaidi-yaseen,Y. Al-Zubaidi,M,26,176.0,105,M,1434209,EUR,1051315200,M,29,29,True,9.0,5.0,2.0,,,,5.0,10.0,,,,,45.0,14.0,6.3,9.0,0,3.0,,2.0,,,,,,,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,,
11453136,home,Al-Okhdood,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183.0,6,M,847228,EUR,779500800,M,77,77,True,24.0,19.0,1.0,,10.0,11.0,9.0,13.0,,5.0,,,33.0,28.0,6.7,5.0,0,,5.0,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,
