match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,player_firstName,stat_totalContest,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_penaltyConceded,player_lastName,stat_totalCross,stat_wonContest,stat_wonTackle,stat_wasFouled,stat_penaltyWon,stat_dispossessed,stat_errorLeadToAShot,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_lastManTackle
14773740,home,Al-Shabab,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,43,43,False,26.0,21.0,10.0,6.0,0.0,20.0,22.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,90.0,35.0,6.8,5.0,0.00013768,21.6235709098,4.0,2.2558740968846,0.0,0.7397,0,0.223,-0.01,-0.03,-0.86,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,27,27,False,19.0,16.0,2.0,,0.0,7.0,8.0,9.0,11.0,3.0,1.0,,,,,90.0,32.0,5.3,5.0,0.0173783,19.062636684325,3.0,-3.8495617342985,0.0,,0,,-0.1,0.0,-0.84,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800,D,2,2,False,21.0,15.0,2.0,,0.0,8.0,9.0,7.0,12.0,3.0,1.0,,,,,45.0,27.0,5.4,8.0,0.00186848,102.70103889331,12.0,75.981369132615,1.0,,0,,-0.05,0.05,-0.74,,2.0,,1.0,,,1.0,,,Mohammed Al Shwirekh,1.0,24.361069086179,27.109195856757,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,1138857,EUR,627609600,D,3,3,False,42.0,42.0,1.0,1.0,0.0,33.0,33.0,9.0,9.0,4.0,2.0,,,,,90.0,49.0,5.5,,0.00466639,254.00951045626,23.0,127.55089085472,2.0,,0,,0.13,0.1,-0.88,,1.0,1.0,,,,,1.0,,,,19.913131044597,39.052897959007,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000,D,4,4,False,55.0,43.0,13.0,7.0,0.0,27.0,29.0,16.0,26.0,2.0,4.0,,,,,90.0,65.0,6.0,13.0,0.0156079,180.35825691909,20.0,133.29874748619,2.0,,0,,0.25,0.14,-0.67,,3.0,1.0,1.0,1.0,,,1.0,,,,22.619887712422,38.523945951877,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800,D,16,16,False,13.0,10.0,1.0,,0.0,7.0,8.0,3.0,5.0,,1.0,,,,,45.0,29.0,6.2,9.0,0.00316006,69.518098512687,11.0,43.996128087956,1.0,,0,,-0.05,0.25,-0.83,,2.0,7.0,,,1.0,2.0,1.0,,Hussain Alsebyani,2.0,19.064588372944,23.841232539447,,,,,,2.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179.0,822,M,358394,EUR,819331200,M,8,8,False,14.0,12.0,1.0,1.0,0.0,5.0,6.0,7.0,8.0,,3.0,,,,,65.0,15.0,5.9,3.0,0.0108069,25.937377355351,5.0,-0.80965452770831,0.0,,0,,0.02,0.04,-0.34,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Ali Al-Asmari,ali-al-asmari,A. Al-Asmari,M,40,185.0,72,M,881838,EUR,853027200,M,40,40,False,35.0,31.0,5.0,3.0,0.0,16.0,17.0,15.0,18.0,,4.0,,,,,82.0,50.0,6.4,11.0,0.0181917,76.665907003771,13.0,-4.6324088702358,0.0,,0,,0.02,0.07,-0.22,,2.0,3.0,,,1.0,,1.0,,,1.0,,,,,,,,5.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400,M,14,14,False,47.0,39.0,2.0,1.0,0.0,22.0,25.0,17.0,22.0,2.0,2.0,,,,,90.0,57.0,7.0,8.0,0.0436525,122.41855306678,17.0,43.212410164732,0.0,,0,,0.27,0.15,-0.23,,1.0,6.0,,,3.0,,,,,1.0,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800,M,10,10,False,26.0,23.0,2.0,2.0,0.0,2.0,2.0,21.0,24.0,1.0,4.0,,,,,90.0,55.0,8.4,15.0,0.25912,157.43770682894,17.0,88.597264705667,3.0,,3,,0.25,0.27,-0.3,,5.0,7.0,1.0,,,4.0,,1.0,,4.0,24.804498061628,65.260645419697,,,,,,4.0,2.0,,5.0,,2.0,,yannickferreiracarrasco,True,2.0,1.0,2.0,0.8596,0.9624,1.0,0.74,,,,,,
14773740,home,Al-Shabab,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,F,70,70,False,8.0,7.0,,,0.0,5.0,5.0,2.0,3.0,,,,,,,45.0,10.0,6.4,2.0,0.00863839,14.335354357443,2.0,-2.0564838026926,0.0,,0,,0.03,-0.57,0.0,,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,True,15.0,13.0,,,0.0,6.0,8.0,7.0,7.0,3.0,,,,,,45.0,25.0,6.1,6.0,0.00447106,23.599016824625,2.0,-14.57381921619,0.0,,0,,0.06,0.0,-0.36,,7.0,4.0,3.0,,2.0,,1.0,,Saad Yaslam Balobaid,,,,,1.0,,,,1.0,,2.0,1.0,,3.0,,,,,,,,,,,,,,,,
14773740,home,Al-Shabab,Yacine Adli,yacine-adli,Y. Adli,M,29,187.0,3775,M,859024,EUR,964828800,M,29,29,True,22.0,20.0,4.0,3.0,0.0,5.0,5.0,15.0,17.0,,,,,,,45.0,24.0,6.7,2.0,0.227792,60.007237602065,8.0,48.349677114826,1.0,,0,,0.13,0.17,-0.03,,3.0,1.0,,,1.0,,1.0,,,,17.784380065941,18.617383516488,2.0,,,,,,,1.0,,,,,adliyacine,,,,,,,2.0,,1.0,,,,,
14773740,home,Al-Shabab,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000,F,9,9,True,12.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,6.0,,,,,,,45.0,19.0,6.8,3.0,0.00452934,58.130637046103,4.0,-4.609692114723,2.0,,2,,-0.23,0.02,0.13,,,3.0,,,,1.0,,,,1.0,11.225125649601,33.663233735192,,1.0,,,,,1.0,,1.0,,,,abderrazak_hamdallah,,,,,0.157,,,-0.32,,1.0,2.0,2.0,,
14773740,home,Al-Shabab,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,F,22,22,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,,,,,,25.0,9.0,6.3,2.0,0.0345134,10.824181111393,2.0,7.3086184012671,0.0,,0,,-0.04,-0.02,-0.11,,5.0,1.0,3.0,,,,1.0,,Hammam Al-Hammami,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
