match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,player_firstName,player_lastName,stat_penaltyConceded,stat_wasFouled,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_penaltyWon,player_sofascoreId
14032419,home,RAAL La Louvière,Marcos Hernán Peano,marcos-hernan-peano,M. H. Peano,G,21,185,124,M,789394,EUR,908409600,G,21,21,False,True,23.0,19.0,10.0,6.0,0.0,16.0,16.0,3.0,7.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,90.0,35.0,7.6,4.0,0.002662,55.109421001519,6.0,34.44,15.12,0.4611,0,-0.0501,0.07,0.0,0.56,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032419,home,RAAL La Louvière,Jordi Liongola,jordi-liongola,J. Liongola,D,11,182,155,M,1009413,EUR,958521600,D,11,11,False,,35.0,22.0,4.0,1.0,0.0,4.0,5.0,18.0,30.0,3.0,6.0,,,,,,,,90.0,69.0,6.6,28.0,0.353142,123.22753316613,17.0,62.895,13.86,,1,,0.49,0.15,-0.36,,11.0,4.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0468,0.0153,1.0,-0.04,,,,,,,,,,,,,,
14032419,home,RAAL La Louvière,Maxence Maisonneuve,maxence-maisonneuve,M. Maisonneuve,D,13,191,38,M,1396487,EUR,918691200,D,13,13,False,,55.0,41.0,11.0,4.0,1.0,23.0,24.0,18.0,31.0,4.0,7.0,,,,,,,,90.0,77.0,6.7,16.0,0.0505857,171.71305137106,18.0,109.935,26.775,,1,,0.23,0.11,-0.04,,1.0,,3.0,4.0,4.0,,,,,,9.0,1.0,2.0,1.0,1.0,0.1665,,2.0,-0.07,1.0,1.0,1.0,,,,,,,,,,,
14032419,home,RAAL La Louvière,Yllan Okou,yllan-okou,Y. Okou,D,99,189,112,M,1167514,EUR,1040601600,D,99,99,False,,65.0,55.0,19.0,11.0,0.0,36.0,38.0,19.0,27.0,7.0,8.0,,4.0,3.0,,,,,90.0,85.0,7.7,13.0,0.0681438,227.13459868197,31.0,123.27,11.76,,0,,0.1,0.1,-0.06,,,,,3.0,,,,,,,8.0,,1.0,,,,,,,,,,Yllan Okou,,,,,,,,,,
14032419,home,RAAL La Louvière,Djibril Lamego,djibril-lamego,D. Lamego,D,25,183,48,M,1170564,EUR,1046131200,D,25,25,False,,58.0,50.0,7.0,5.0,0.0,21.0,22.0,29.0,36.0,3.0,7.0,,,,,,,,90.0,71.0,6.6,12.0,0.0162125,368.01171032408,33.0,267.435,51.135,,0,,0.17,0.27,-0.29,,1.0,,3.0,3.0,3.0,,,,,,3.0,,2.0,2.0,,,,,,,,,Djibril Lamego,,,,,,,,,,
14032419,home,RAAL La Louvière,Nolan Gillot,gillot-nolan,N. Gillot,D,3,176,16,M,2425212,EUR,1036022400,D,3,3,False,,22.0,14.0,7.0,1.0,0.0,4.0,5.0,10.0,17.0,3.0,5.0,,1.0,1.0,,,,,69.0,43.0,5.9,19.0,0.0450358,91.491885220722,13.0,35.49,9.135,,0,,0.13,0.16,-0.74,,6.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,
14032419,home,RAAL La Louvière,Owen Maes,owen-maes,O. Maes,M,98,173,28,M,1165701,EUR,906595200,M,98,98,False,,18.0,10.0,4.0,1.0,0.0,,,10.0,18.0,1.0,1.0,,,,,,,,90.0,58.0,5.9,33.0,0.497639,217.94032623659,18.0,124.845,26.985,,2,,0.49,0.23,-0.2,,16.0,3.0,3.0,,10.0,1.0,2.0,3.0,,,,,2.0,5.0,1.0,0.1816,,2.0,-0.1,,2.0,,Owen Maes,,,1.0,,,,,,,
14032419,home,RAAL La Louvière,Sami Lahssaini,sami-lahssaini,S. Lahssaini,M,15,177,233,M,957895,EUR,906076800,M,15,15,False,,45.0,38.0,9.0,7.0,0.0,9.0,11.0,29.0,34.0,9.0,5.0,,3.0,2.0,,,,,90.0,59.0,7.3,11.0,0.0216293,115.7586208951,13.0,76.23,26.25,,0,,0.17,0.09,-0.11,,1.0,,,2.0,3.0,1.0,1.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,4.0,,,,,,,
14032419,home,RAAL La Louvière,Joël Ito,joel-ito,J. Ito,M,23,166,37,M,1593830,EUR,890956800,M,23,23,False,,20.0,16.0,2.0,2.0,0.0,5.0,5.0,11.0,15.0,3.0,3.0,,3.0,3.0,,,,,78.0,35.0,6.5,8.0,0.0543341,23.13934914685,4.0,10.185,7.56,,0,,0.07,0.08,-0.15,,1.0,,,,4.0,4.0,,,,,2.0,1.0,1.0,3.0,,,,,,,,,Joël Ito,,,,1.0,,,,,,
14032419,home,RAAL La Louvière,Pape Moussa Fall,pape-moussa-fall,P. M. Fall,F,7,203,370,M,1890424,EUR,1088899200,F,7,7,False,,22.0,14.0,1.0,,0.0,1.0,2.0,13.0,20.0,12.0,3.0,,1.0,,,,,,90.0,39.0,8.4,11.0,0.437634,27.404202437004,5.0,14.595,9.765,,6,,0.19,0.64,0.17,,1.0,,2.0,9.0,3.0,,1.0,,,3.0,2.0,,,1.0,1.0,1.3946,1.689,3.0,0.51,1.0,3.0,,,,,2.0,,1.0,,,,,
