match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_keyPass,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_dispossessed,stat_accurateCross,captain,stat_bigChanceMissed,stat_punches,stat_hitWoodwork
11368592,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,31.0,25.0,15.0,9.0,21.0,22.0,4.0,9.0,1.0,10.0,2.0,3.0,7.0,90.0,45.0,7.8,6.0,0.0,0.0,0.00175142,0,-0.5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,8,187,6465,M,juanfoyth,873189,EUR,884563200,D,8,8,False,44.0,37.0,2.0,1.0,20.0,21.0,17.0,25.0,3.0,8.0,,,,90.0,75.0,7.1,16.0,0.0751,0.2356,0.030031,2,,,,2.0,1.0,3.0,8.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,
11368592,home,Villarreal,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3401,M,,826195,EUR,940464000,D,2,2,False,38.0,32.0,8.0,6.0,22.0,25.0,10.0,13.0,9.0,4.0,,,,90.0,57.0,6.8,9.0,0.0,0.0,0.0104118,0,,,,,2.0,4.0,3.0,8.0,,,,,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11368592,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,39.0,38.0,3.0,2.0,34.0,34.0,4.0,5.0,5.0,3.0,,,,90.0,53.0,6.9,2.0,0.0157,0.0,0.00128085,1,,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,4.0,,1.0,,,,,,,,,
11368592,home,Villarreal,Alfonso Pedraza,alfonso-pedraza,A. Pedraza,D,24,184,576,M,,797290,EUR,829008000,D,24,24,False,34.0,28.0,5.0,2.0,15.0,17.0,13.0,18.0,,5.0,,,,90.0,56.0,7.7,11.0,0.0839,0.1042,0.138128,1,,,,1.0,,,4.0,5.0,1.0,3.0,2.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,3.0,,2.0,2.0,1.0,,,,,,
11368592,home,Villarreal,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179,517,M,,1088565,EUR,971827200,M,20,20,False,20.0,15.0,1.0,,6.0,8.0,9.0,12.0,,2.0,,,,70.0,27.0,6.3,6.0,0.0,0.0,0.0210454,0,,Ramón Terrats,,,,1.0,5.0,5.0,2.0,2.0,2.0,,,,,1.0,,,1.0,2.0,,,,,,,1.0,,,,,
11368592,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,False,25.0,23.0,,,9.0,9.0,14.0,16.0,2.0,2.0,,,,70.0,31.0,6.7,4.0,0.0,0.0,0.103595,0,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,
11368592,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,44.0,37.0,4.0,4.0,19.0,23.0,18.0,21.0,1.0,3.0,,,,86.0,51.0,6.6,7.0,0.0,0.0,0.0196659,0,,,,,,,1.0,3.0,,1.0,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,
11368592,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9564,M,alexbaena,910031,EUR,995587200,M,16,16,False,23.0,20.0,3.0,3.0,9.0,11.0,12.0,14.0,,1.0,,,,77.0,36.0,8.7,7.0,0.327,1.1695,0.294075,4,,,,2.0,,,3.0,2.0,2.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,1.0,1.0,,,,
11368592,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,23.0,19.0,4.0,4.0,8.0,8.0,11.0,15.0,1.0,3.0,,,,70.0,39.0,7.3,7.0,0.1038,0.0,0.197902,2,,,,,1.0,1.0,5.0,7.0,2.0,2.0,1.0,,2.0,,1.0,2.0,1.0,1.0,3.0,,,2.0,,,,1.0,1.0,,True,,,
11368592,home,Villarreal,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,11,11,False,18.0,16.0,,,7.0,7.0,9.0,11.0,,5.0,,,,90.0,28.0,7.1,6.0,1.2183,1.3304,0.0356877,2,,,,,6.0,3.0,7.0,6.0,,2.0,1.0,2.0,,1.0,,1.0,,3.0,1.0,,,,,,,2.0,,,,1.0,,
11368592,home,Villarreal,Denis Suárez,denis-suarez,D. Suárez,M,4,176,1456,M,,138383,EUR,757814400,M,22,22,True,17.0,14.0,3.0,1.0,4.0,4.0,11.0,15.0,,,,,,20.0,29.0,6.7,7.0,0.0,0.0,0.231547,0,,,,2.0,,,3.0,5.0,,5.0,4.0,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,
11368592,home,Villarreal,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187,1066,M,,843678,EUR,844473600,M,4,4,True,16.0,16.0,,,11.0,11.0,5.0,5.0,,3.0,,,,20.0,20.0,6.4,2.0,0.0,0.0,0.00525524,0,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,
11368592,home,Villarreal,Ilias Akhomach,ilias-akhomach,I. Akhomach,M,12,175,15826,M,iliasakhomach,1089108,EUR,1082073600,F,27,27,True,7.0,6.0,,,1.0,2.0,5.0,5.0,,1.0,,,,20.0,12.0,6.3,3.0,0.0,0.0,0.00624792,0,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,
11368592,home,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,,344129,EUR,553996800,F,15,15,True,2.0,1.0,,,,,1.0,2.0,,,,,,13.0,3.0,6.5,1.0,0.0,0.0,0.00211466,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
11368592,home,Villarreal,Ben Brereton Díaz,ben-brereton-diaz,B. Brereton Díaz,M,25,188,6380,M,ben.brereton,867583,EUR,924393600,F,9,9,True,1.0,,,,,1.0,,1.0,,,,,,11.0,4.0,6.6,2.0,0.0372,0.0,0.0,1,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
11368592,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,,188,1240,M,,26937,EUR,399600000,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Adrià Altimira,altimira-adria,A. Altimira,D,2,170,365,M,,980732,EUR,985737600,D,26,26,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,,53739,EUR,665452800,D,17,17,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186,10320,M,aissamandi23,122810,EUR,688089600,D,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Manu Trigueros,manu-trigueros,M. Trigueros,M,14,178,191,M,,153966,EUR,687657600,M,14,14,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,home,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,10,172,6120,M,,984624,EUR,1035072000,M,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368592,away,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,24.0,21.0,9.0,6.0,20.0,21.0,1.0,3.0,2.0,3.0,,2.0,3.0,90.0,33.0,6.6,4.0,0.0,0.0,0.00029064,0,-0.1603,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
11368592,away,Barcelona,Sergi Roberto,sergi-roberto,S. Roberto,M,8,178,10482,M,sergiroberto,123976,EUR,697420800,D,20,20,False,58.0,54.0,4.0,3.0,24.0,26.0,32.0,36.0,,8.0,,,,90.0,69.0,6.2,9.0,0.0,0.0,0.0206041,0,,,,4.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,True,,,
11368592,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,63.0,58.0,6.0,3.0,38.0,38.0,20.0,25.0,3.0,2.0,,,,90.0,72.0,6.6,5.0,0.0,0.0,0.0101369,0,,,,,3.0,2.0,3.0,4.0,,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,
11368592,away,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,D,15,15,False,36.0,34.0,3.0,2.0,21.0,22.0,13.0,14.0,,1.0,,,,45.0,38.0,6.4,2.0,0.0,0.0,0.00907849,0,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
11368592,away,Barcelona,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,marcosalonso28,69408,EUR,662342400,D,17,17,False,59.0,55.0,1.0,1.0,21.0,23.0,34.0,40.0,1.0,5.0,,,,90.0,90.0,7.8,13.0,0.0626,0.1074,0.128937,1,,,,4.0,1.0,1.0,4.0,10.0,,2.0,2.0,1.0,,,3.0,5.0,3.0,1.0,2.0,1.0,,2.0,,,,,2.0,,,,,
