match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_wonContest,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,captain,stat_dispossessed,stat_accurateCross,stat_totalOffside,player_sofascoreId
10406535,home,Oud-Heverlee Leuven,Valentin Cojocaru,valentin-cojocaru,V. Cojocaru,G,77,195,225,M,182363,EUR,812505600,G,12,12,False,46.0,29.0,20.0,4.0,26.0,28.0,3.0,18.0,12.0,3.0,2.0,5.0,90.0,61.0,7.9,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406535,home,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,49.0,35.0,13.0,4.0,32.0,37.0,3.0,12.0,6.0,,,,90.0,69.0,7.6,15.0,1,1.0,4.0,2.0,9.0,1.0,1.0,9.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,
10406535,home,Oud-Heverlee Leuven,Federico Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,65.0,45.0,25.0,9.0,35.0,38.0,10.0,27.0,4.0,,,,90.0,90.0,7.4,20.0,0,2.0,7.0,5.0,12.0,,,16.0,,4.0,4.0,Federico,Ricca,1.0,1.0,1.0,2.0,,,,,,,,,,,
10406535,home,Oud-Heverlee Leuven,Dylan Ouedraogo,dylan-ouedraogo,D. Ouedraogo,D,15,185,140,M,899011,EUR,901065600,D,15,15,False,43.0,25.0,12.0,4.0,19.0,27.0,6.0,16.0,9.0,,,,90.0,70.0,7.3,20.0,0,1.0,4.0,2.0,6.0,1.0,,8.0,,1.0,1.0,,,,4.0,,1.0,1.0,,,,,,,,,,
10406535,home,Oud-Heverlee Leuven,Louis Patris,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,M,25,25,False,30.0,16.0,5.0,2.0,9.0,14.0,7.0,19.0,4.0,,,,90.0,67.0,6.9,24.0,3,5.0,3.0,7.0,5.0,1.0,,1.0,,1.0,1.0,,,,,,2.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,
10406535,home,Oud-Heverlee Leuven,Casper De Norre,casper-de-norre,C. D. Norre,M,24,175,155,M,823654,EUR,855273600,M,24,24,False,42.0,33.0,3.0,1.0,25.0,30.0,8.0,12.0,12.0,,,,90.0,59.0,6.3,14.0,0,5.0,1.0,10.0,4.0,1.0,,2.0,,2.0,,,,1.0,1.0,1.0,,,,,,1.0,,True,3.0,,,
10406535,home,Oud-Heverlee Leuven,Siebe Schrijvers,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,47.0,24.0,8.0,2.0,11.0,24.0,15.0,30.0,10.0,,,,89.0,81.0,6.8,35.0,1,3.0,2.0,10.0,10.0,3.0,1.0,4.0,,2.0,2.0,,,1.0,,4.0,2.0,2.0,7.0,,,2.0,2.0,,3.0,2.0,,
10406535,home,Oud-Heverlee Leuven,Hamza Mendyl,hamza-mendyl,H. Mendyl,D,37,179,703,M,846447,EUR,877392000,M,20,20,False,16.0,7.0,4.0,1.0,4.0,6.0,3.0,10.0,3.0,,,,70.0,30.0,6.5,12.0,0,,,3.0,3.0,1.0,,2.0,,3.0,1.0,,,2.0,,,,,,,,2.0,,,,,,
10406535,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,F,7,7,False,27.0,21.0,1.0,,6.0,8.0,15.0,21.0,4.0,,,,90.0,46.0,7.0,14.0,1,2.0,1.0,4.0,8.0,2.0,1.0,1.0,,3.0,2.0,,,,,3.0,1.0,1.0,2.0,,,4.0,1.0,,,,,
10406535,home,Oud-Heverlee Leuven,Mario González,mario-gonzalez,M. González,F,20,183,211,M,847147,EUR,825206400,F,9,9,False,21.0,11.0,1.0,,4.0,8.0,7.0,13.0,5.0,,,,90.0,41.0,6.7,16.0,1,4.0,4.0,10.0,6.0,2.0,,4.0,,1.0,,,,1.0,1.0,,3.0,1.0,,1.0,,3.0,1.0,,1.0,,1.0,
