match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_fouls,stat_totalTackle,stat_totalCross,stat_wonTackle,captain,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,player_sofascoreId,stat_lastManTackle,stat_bigChanceMissed
14062219,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,28.0,10.0,26.0,8.0,0.0,3.0,3.0,7.0,25.0,1.0,1.0,14.0,3.0,1.0,3.0,1.0,90.0,43.0,7.0,18.0,0.00745353,26.714828352087,5.0,11.253092574108,0.0,0.0586,0,0.0677,0.05,0.02,0.29,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,773,M,830803,EUR,899164800,D,5,5,False,29.0,19.0,6.0,2.0,0.0,12.0,14.0,7.0,15.0,7.0,1.0,1.0,,,,,90.0,42.0,7.2,11.0,0.0420699,88.02987293239,9.0,16.991648364927,0.0,,1,,-0.06,0.02,0.36,,,,2.0,7.0,2.0,7.0,1.0,1.0,1.0,0.0398,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1228,M,1086547,EUR,1071878400,D,14,14,False,21.0,16.0,5.0,2.0,0.0,9.0,11.0,7.0,10.0,12.0,,,,,,,90.0,37.0,6.8,5.0,0.00597352,47.423008642534,8.0,19.646744994803,0.0,,0,,0.09,0.04,0.36,,,,2.0,1.0,6.0,1.0,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,34.0,26.0,10.0,4.0,0.0,20.0,24.0,6.0,10.0,13.0,2.0,6.0,,,,,90.0,54.0,6.9,9.0,0.00858724,62.197189127992,7.0,12.348353668483,0.0,,0,,0.08,0.02,0.35,,,,1.0,2.0,2.0,3.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,177,M,168985,EUR,765244800,M,19,19,False,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,1.0,,,,,11.0,10.0,6.5,3.0,0.0061793,11.622579919583,2.0,-4.1016125701019,0.0,,0,,0.09,0.0,-0.09,,,,,,1.0,1.0,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,961,M,149479,EUR,759628800,M,8,8,False,13.0,6.0,2.0,1.0,0.0,2.0,4.0,4.0,9.0,,3.0,4.0,,,,,90.0,25.0,7.3,11.0,0.0147976,24.967485968224,4.0,3.2838216307887,0.0,,1,,0.05,0.07,-0.03,,,,1.0,1.0,8.0,3.0,,,1.0,0.1531,0.5,1.0,3.0,1.0,,1.0,True,2.0,1.0,1.0,1.0,1.0,1.0,0.1323,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,332,M,1198074,EUR,1091404800,M,6,6,False,44.0,33.0,9.0,5.0,1.0,14.0,16.0,19.0,28.0,3.0,,5.0,,,,,90.0,51.0,7.1,14.0,0.188044,91.388621212669,12.0,23.491452206801,0.0,,0,,0.41,0.09,-0.07,,Aljoscha Kemlein,,1.0,1.0,5.0,1.0,,,2.0,,,2.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1915,M,886737,EUR,918086400,M,39,39,False,29.0,23.0,3.0,2.0,0.0,9.0,12.0,14.0,17.0,2.0,,4.0,,,,,90.0,58.0,7.9,14.0,0.552841,69.657459065716,9.0,30.835066025669,0.0,,1,,0.73,0.07,0.24,,,,,,1.0,3.0,,1.0,1.0,0.0086,0.0,,,2.0,6.0,2.0,,,2.0,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,
14062219,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2403,M,877302,EUR,923961600,F,13,13,False,31.0,25.0,2.0,,0.0,6.0,7.0,19.0,24.0,1.0,1.0,3.0,,,,,85.0,56.0,7.4,12.0,0.0579948,94.775613033734,10.0,24.435734969858,2.0,,2,,0.05,0.3,0.24,,,,3.0,2.0,6.0,9.0,,1.0,5.0,0.1901,0.11,1.0,2.0,3.0,,1.0,,,2.0,2.0,,2.0,,0.4344,,,,2.0,,18.522264974928,36.555449265703,,,,,,
14062219,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1572,M,927405,EUR,937785600,F,11,11,False,20.0,15.0,2.0,2.0,0.0,5.0,6.0,10.0,14.0,2.0,,2.0,,,,,71.0,31.0,6.8,9.0,0.112263,125.70160863703,11.0,30.848106189841,2.0,,0,,0.19,0.09,0.19,,,,1.0,1.0,3.0,2.0,,,2.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,21.179354232149,48.069867847066,,,,,,
14062219,home,1. FC Union Berlin,Andrej Ilić,andrej-ilic,A. Ilić,F,23,189,859,M,953767,EUR,954720000,F,23,23,False,19.0,10.0,,,0.0,2.0,2.0,8.0,17.0,3.0,,2.0,,,,,86.0,42.0,6.3,18.0,0.0145414,41.177966949219,4.0,4.5863821846964,0.0,,2,,-0.43,-0.45,0.22,,,,6.0,8.0,11.0,11.0,,1.0,4.0,0.234,-0.54,,1.0,,1.0,,,3.0,3.0,1.0,,1.0,,0.0352,,,,2.0,1.0,,,,,,,,
14062219,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,352,M,48557,EUR,541123200,D,28,28,True,21.0,15.0,6.0,3.0,0.0,6.0,8.0,9.0,13.0,5.0,,3.0,,,,,79.0,41.0,7.4,12.0,0.0447267,72.64101214426,11.0,32.043610336859,0.0,,0,,0.33,0.04,0.18,,,,,,2.0,3.0,,,,,,,2.0,3.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,True,8.0,8.0,,,0.0,1.0,1.0,7.0,7.0,,,1.0,,,,,19.0,12.0,6.8,1.0,0.00701715,20.211230827535,3.0,-5.2699490705043,0.0,,1,,0.01,0.02,0.15,,,,,,,2.0,,,,0.0119,0.0,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,
14062219,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,195,M,800252,EUR,842054400,M,21,21,True,3.0,2.0,1.0,,0.0,2.0,2.0,,1.0,,,,,,,,12.0,5.0,6.7,1.0,6.389e-05,21.433056338283,1.0,20.436443143653,1.0,,0,,0.03,0.03,0.16,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,20.436443143653,21.433056338283,,,,,,
14062219,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2078,M,1462742,EUR,1099872000,F,10,10,True,1.0,,,,0.0,,,,1.0,,,1.0,,,,,11.0,8.0,6.6,4.0,,13.096117868692,2.0,9.4268172186131,0.0,,0,,-0.01,0.05,0.15,,,,,,,2.0,,,3.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Matheo Raab,matheo-raab,M. Raab,G,31,186,106,M,842718,EUR,913939200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Andrik Markgraf,andrik-markgraf,A. Markgraf,D,3,172,30,M,1534045,EUR,1157587200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Andrik Markgraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,Oliver Burke,oliver-burke,O. Burke,F,7,188,487,M,608362,EUR,860371200,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062219,home,1. FC Union Berlin,David Preu,preu-david,D. Preu,F,17,172,75,M,1518974,EUR,1098748800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
