match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,captain,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,player_firstName,player_lastName,stat_punches,stat_goals
12117168,home,Botafogo,John Victor,john-victor,John,G,12,197.0,3318,M,840103,EUR,824169600,G,12,12,False,42.0,39.0,9.0,6.0,0.0,37.0,39.0,2.0,3.0,6.0,1.0,2.0,90.0,48.0,6.3,3.0,0.00284162,0,-1.4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117168,home,Botafogo,Damián Suárez,damian-suarez,D. Suárez,D,,172.0,369,M,36982,EUR,578102400,D,22,22,False,35.0,27.0,4.0,2.0,0.0,7.0,8.0,21.0,32.0,2.0,,,78.0,60.0,6.4,16.0,0.167147,1,,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0322,2.0,,,,,,,,,,,,,,,,,,,
12117168,home,Botafogo,Lucas Halter,lucas-halter,L. Halter,D,5,187.0,777,M,905450,EUR,957225600,D,3,3,False,34.0,31.0,2.0,2.0,0.0,23.0,24.0,8.0,10.0,2.0,,,45.0,40.0,6.9,3.0,0.0810736,1,,,,,3.0,,,,,,,1.0,,0.0193,1.0,2.0,1.0,3.0,1.0,0.0579,,,,,,,,,,,,,,
12117168,home,Botafogo,Bastos,bastos,Bastos,D,15,184.0,3202,M,215956,EUR,670032000,D,15,15,False,77.0,72.0,5.0,2.0,0.0,49.0,52.0,23.0,25.0,7.0,,,90.0,86.0,6.7,7.0,0.0239676,1,,,,4.0,5.0,1.0,,,1.0,,1.0,,,0.0807,,4.0,,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
12117168,home,Botafogo,Marçal,marcal,Marçal,D,21,178.0,1062,M,143593,EUR,603849600,D,21,21,False,34.0,26.0,4.0,1.0,0.0,7.0,11.0,20.0,27.0,1.0,,,45.0,51.0,6.5,12.0,0.052332,0,,4.0,1.0,2.0,3.0,1.0,,,1.0,1.0,,,1.0,,2.0,2.0,,4.0,1.0,,,,,,,,,,,,,,,
12117168,home,Botafogo,Óscar Romero,oscar-romero,Ó. Romero,M,11,176.0,1674,M,146416,EUR,710208000,M,70,70,False,14.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,16.0,4.0,,,45.0,26.0,6.9,9.0,0.0133811,1,,6.0,,1.0,2.0,,,,2.0,1.0,1.0,,1.0,0.0635,1.0,,1.0,,,0.0225,,,,,,,,,,,,,,
12117168,home,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175.0,2494,M,840398,EUR,715132800,M,6,6,False,47.0,41.0,6.0,3.0,0.0,23.0,24.0,18.0,24.0,5.0,,,68.0,53.0,6.6,9.0,0.014426,1,,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,0.0283,,,1.0,,,0.1892,1.0,,,,,True,,,,,,,,
12117168,home,Botafogo,Danilo Barbosa,danilo-barbosa,D. Barbosa,M,5,182.0,801,M,330063,EUR,825465600,M,5,5,False,57.0,50.0,6.0,5.0,0.0,30.0,31.0,20.0,26.0,5.0,,,90.0,68.0,6.8,9.0,0.0198267,0,,,,5.0,7.0,1.0,3.0,,2.0,1.0,,2.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,2.0,,,,,,,
12117168,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169.0,6802,M,874739,EUR,847670400,M,10,10,False,34.0,32.0,3.0,3.0,0.0,4.0,4.0,31.0,41.0,2.0,,,90.0,54.0,7.5,13.0,1.28437,4,,11.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,0.1415,4.0,,2.0,1.0,,0.1883,1.0,,,,,,,savarino10,1.0,,,,,
12117168,home,Botafogo,Igor Jesus,igor-jesus,I. Jesus,F,19,179.0,20950,M,981619,EUR,983059200,F,99,99,False,25.0,23.0,1.0,1.0,0.0,3.0,3.0,20.0,24.0,3.0,,,90.0,46.0,7.7,8.0,0.0424553,5,,2.0,,11.0,8.0,3.0,1.0,,,,1.0,4.0,2.0,0.5245,,3.0,3.0,2.0,,0.2028,7.0,,2.0,,1.0,,1.0,igorjesus,,,,,,
