match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_totalClearance,stat_outfielderBlock,stat_challengeLost,stat_wasFouled,stat_keyPass,player_firstName,captain,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_interceptionWon
12436438,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,24.0,23.0,3.0,2.0,0.0,21.0,21.0,2.0,3.0,10.0,1.0,90.0,32.0,6.9,1.0,0.00039451,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436438,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,72.0,65.0,1.0,,0.0,22.0,23.0,43.0,49.0,2.0,,90.0,96.0,7.2,16.0,0.307599,0,1.0,1.0,6.0,6.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436438,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,109.0,104.0,5.0,3.0,0.0,69.0,71.0,35.0,38.0,11.0,,90.0,118.0,7.4,8.0,0.0357623,0,2.0,2.0,4.0,4.0,,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436438,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,97.0,92.0,8.0,4.0,0.0,38.0,38.0,54.0,59.0,2.0,,90.0,117.0,8.0,8.0,0.0401895,0,3.0,3.0,5.0,9.0,1.0,1.0,1.0,3.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12436438,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,56.0,55.0,1.0,1.0,0.0,18.0,18.0,37.0,38.0,4.0,,69.0,67.0,7.1,4.0,0.0567989,0,1.0,,2.0,4.0,1.0,,,2.0,1.0,,,,,,,2.0,1.0,Myles Lewis-Skelly,,,,,,,,,,,,,,,,,,
12436438,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,41.0,36.0,2.0,1.0,0.0,14.0,14.0,22.0,31.0,2.0,,62.0,57.0,6.7,13.0,0.0582406,3,,1.0,5.0,3.0,2.0,1.0,,2.0,1.0,1.0,,,,,2.0,,,,True,4.0,1.0,2.0,1.0,0.4161,0.6,,,,,,,,,,,
12436438,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,71.0,65.0,5.0,3.0,0.0,23.0,23.0,42.0,50.0,2.0,,62.0,79.0,7.2,9.0,0.05951,1,,,,1.0,,,,1.0,1.0,,,,2.0,,,,1.0,,,2.0,,,,0.026,,1.0,,,,,,,,,,
12436438,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,M,23,23,False,23.0,19.0,1.0,,0.0,6.0,7.0,14.0,19.0,4.0,,69.0,37.0,7.1,9.0,0.172215,1,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,2.0,,,3.0,,,1.0,0.1145,0.3488,,1.0,,,,,,,,,
12436438,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,44.0,37.0,3.0,1.0,0.0,6.0,6.0,34.0,48.0,4.0,,90.0,78.0,8.3,18.0,0.560256,3,,1.0,3.0,11.0,2.0,7.0,6.0,2.0,1.0,1.0,,2.0,,,,2.0,3.0,,,10.0,,,1.0,0.3318,0.3737,2.0,3.0,1.0,,,,,,,,
12436438,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,28.0,26.0,,,0.0,4.0,6.0,22.0,22.0,1.0,,90.0,39.0,7.1,7.0,0.0921358,1,1.0,4.0,4.0,5.0,1.0,1.0,,,,2.0,1.0,,,,,1.0,2.0,,,,,,1.0,0.0609,0.3749,,,,,,,,,,,
