match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_duelLost,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wasFouled,stat_keyPass,stat_outfielderBlock,captain,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
12437516,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,30.0,13.0,26.0,9.0,0.0,6.0,6.0,7.0,24.0,1.0,10.0,4.0,2.0,6.0,1.0,1.0,90.0,44.0,7.7,18.0,0.00374483,0,0.4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Allan Nyom,allan-nyom,A. Nyom,D,12,190,777,M,128637,EUR,579225600,D,12,12,False,28.0,22.0,3.0,1.0,0.0,18.0,20.0,4.0,8.0,2.0,2.0,,,,,,90.0,37.0,6.5,7.0,0.00159275,0,,1.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,22,22,False,31.0,27.0,5.0,2.0,0.0,24.0,26.0,3.0,5.0,7.0,4.0,,,,,,90.0,44.0,6.7,4.0,0.00083657,0,,3.0,5.0,2.0,2.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Juan Berrocal,juan-berrocal,J. Berrocal,D,6,187,92,M,851226,EUR,918172800,D,4,4,False,22.0,21.0,3.0,2.0,0.0,17.0,17.0,4.0,5.0,3.0,1.0,,,,,,45.0,28.0,6.5,1.0,0.00268836,0,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,32.0,20.0,10.0,2.0,0.0,13.0,15.0,10.0,21.0,2.0,7.0,,,,,,90.0,57.0,6.4,17.0,0.145443,0,,,2.0,1.0,1.0,2.0,,,4.0,1.0,1.0,,4.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12437516,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,M,21,21,False,29.0,21.0,9.0,6.0,0.0,12.0,17.0,9.0,13.0,3.0,3.0,,,,,,90.0,45.0,6.6,11.0,0.0037861,0,,1.0,1.0,,,,,,4.0,2.0,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12437516,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175,1414,M,385888,EUR,812419200,M,8,8,False,17.0,14.0,3.0,2.0,0.0,4.0,5.0,10.0,12.0,1.0,5.0,,,,,,59.0,27.0,6.9,5.0,0.00315088,0,,,4.0,3.0,3.0,1.0,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,M,2,2,False,29.0,23.0,4.0,3.0,0.0,12.0,15.0,11.0,14.0,3.0,4.0,,,,,,90.0,39.0,6.6,9.0,0.0125569,1,,1.0,3.0,,,2.0,,,3.0,,1.0,,,,1.0,,2.0,,,True,1.0,1.0,0.012,,,,,,,,,,,
12437516,home,Getafe,Christantus Uche,christantus-uche,C. Uche,F,12,190,4381,M,1884145,EUR,1053302400,M,6,6,False,19.0,13.0,1.0,,1.0,5.0,5.0,8.0,14.0,,6.0,,,,,,84.0,35.0,6.6,11.0,0.0320553,1,,1.0,7.0,4.0,1.0,1.0,Christantus Uche,,8.0,,3.0,1.0,,,2.0,3.0,1.0,1.0,,,1.0,,0.159,1.0,1.0,2.0,,,,,,,,
12437516,home,Getafe,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179,517,M,1088565,EUR,971827200,F,11,11,False,18.0,10.0,2.0,,0.0,6.0,6.0,4.0,15.0,1.0,4.0,,,,,,59.0,34.0,6.7,16.0,0.00884497,2,,,4.0,,,3.0,Ramón Terrats,,6.0,1.0,,3.0,3.0,,1.0,3.0,1.0,1.0,,,2.0,,0.0355,3.0,2.0,1.0,,,,,,,,
12437516,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,9,9,False,20.0,17.0,1.0,1.0,0.0,10.0,12.0,7.0,8.0,,3.0,,,,,,79.0,29.0,7.2,5.0,0.0071435,2,,,1.0,,,,,,4.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,,,,,0.252,,1.0,,1.0,1.0,0.3172,,,,,
12437516,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192,223,M,1211005,EUR,1085443200,M,20,20,True,20.0,19.0,,,0.0,7.0,7.0,12.0,14.0,,1.0,,,,,,45.0,24.0,6.5,2.0,0.00793883,0,,,1.0,,,,Jesús Santiago,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
12437516,home,Getafe,Ismael Bekhoucha,ismael-bekhoucha,I. Bekhoucha,D,31,176,1046,M,1895964,EUR,1100908800,D,28,28,True,12.0,10.0,2.0,,0.0,6.0,6.0,4.0,6.0,1.0,3.0,,,,,,31.0,18.0,6.6,2.0,0.00129869,0,,,2.0,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
12437516,home,Getafe,Juanmi,juanmi,Juanmi,F,7,169,648,M,96369,EUR,737856000,F,24,24,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,31.0,1.0,6.3,,0.00243846,0,,,,,,,,,4.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1629,M,1382235,EUR,1026432000,F,10,10,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,,,,,,11.0,7.0,6.2,3.0,0.00020224,0,,,1.0,,,1.0,Bertug Yildirim,,5.0,,1.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
12437516,home,Getafe,Coba da Costa,da-costa-coba-gomes,C. d. Costa,M,77,182,408,M,1392054,EUR,1027641600,F,29,29,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,,,,14.0,8.0,6.4,3.0,3.059e-05,0,,,2.0,,,,,,2.0,,,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,
12437516,home,Getafe,Jiří Letáček,jiri-letacek,J. Letáček,G,1,196,201,M,826047,EUR,915840000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Luca Lohr,luca-lohr,L. Löhr,D,3,193,14,M,2030236,EUR,1029715200,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Luca Löhr,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437516,home,Getafe,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193,14656,M,1154587,EUR,1089763200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alvarorodrigz_,,,,
12437516,home,Getafe,Peter González,peter-gonzalez,P. González,F,22,178,1171,M,1048927,EUR,1027555200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437516,away,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,18.0,14.0,4.0,1.0,0.0,13.0,15.0,1.0,3.0,,13.0,1.0,,,1.0,1.0,90.0,27.0,5.9,4.0,0.0006971,0,-0.6828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12437516,away,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,96.0,87.0,9.0,5.0,0.0,50.0,54.0,37.0,42.0,1.0,5.0,,,,,,90.0,108.0,6.8,11.0,0.025816,1,,2.0,5.0,1.0,1.0,2.0,,,3.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,0.0711,1.0,,,,,,,,1.0,,
12437516,away,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,24,24,False,84.0,80.0,5.0,3.0,0.0,57.0,58.0,23.0,26.0,6.0,4.0,,,,,,90.0,98.0,7.4,4.0,0.0174576,0,,1.0,1.0,,,,,,1.0,4.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,
