match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAShot
14083183,home,Elche,Iñaki Peña,inaki-pena,I. Peña,G,13,185.0,45964,M,inakipenya,794949,EUR,920332800,G,13,13,False,45.0,27.0,29.0,12.0,0.0,16.0,24.0,11.0,21.0,2.0,12.0,4.0,8.0,1.0,1.0,90.0,58.0,9.3,18.0,0.00866514,56.473879951034,9.0,26.985,9.24,0.8069,0,0.8515,0.16,0.01,0.27,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083183,home,Elche,John Donald,john-nwankwo,J. Donald,D,18,185.0,201,M,,1094758,EUR,969840000,D,18,18,False,23.0,21.0,2.0,1.0,0.0,13.0,14.0,8.0,9.0,5.0,6.0,,,,,90.0,36.0,6.9,7.0,0.00506571,36.345443637464,3.0,-3.885,3.465,,0,,0.08,-0.39,0.28,,John Donald,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083183,home,Elche,David Affengruber,david-affengruber,D. Affengruber,D,22,185.0,1024,M,,988672,EUR,984960000,D,22,22,False,25.0,20.0,5.0,2.0,0.0,13.0,14.0,7.0,11.0,3.0,2.0,,,,,90.0,32.0,6.8,5.0,0.0103871,85.640535896573,8.0,19.74,16.59,,1,,0.05,0.08,0.22,,,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.081,18.399077042069,1.0,-0.23,,,,,,,,,,,,,,,,,
14083183,home,Elche,Pedro Bigas,pedro-bigas,P. Bigas,D,6,180.0,322,M,,141832,EUR,635040000,D,6,6,False,49.0,38.0,14.0,4.0,1.0,18.0,21.0,20.0,28.0,4.0,6.0,,,,,80.0,64.0,8.2,15.0,0.509104,183.98298691448,15.0,76.965,35.805,,0,,0.96,0.15,0.3,,,,2.0,1.0,3.0,,1.0,,1.0,1.0,,,,,72.524845099684,3.0,,True,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,
14083183,home,Elche,Hector Fort,fort-hector,H. Fort,D,39,185.0,45892,M,hctorfort,1402908,EUR,1154476800,M,39,39,False,,,,,0.0,,,,,1.0,,,,,,12.0,6.0,8.1,,2.61e-05,12.40815703479,1.0,12.075,12.075,,1,,,0.29,0.14,,Héctor Fort,,,,3.0,,,,2.0,2.0,,,,0.182,12.40815703479,1.0,0.53,,,,,,,1.0,1.0,1.0,0.5554,,,,,,,
14083183,home,Elche,Alvaro Núñez,nunez-alvaro,A. Núñez,D,15,174.0,496,M,,1012410,EUR,962928000,M,15,15,False,31.0,26.0,3.0,1.0,0.0,13.0,13.0,13.0,18.0,2.0,6.0,,,,,90.0,44.0,7.2,8.0,0.362159,38.666615592396,5.0,-0.21,4.935,,0,,0.56,0.07,-0.04,,,3.0,1.0,7.0,2.0,1.0,2.0,,,,,,,,14.521662301541,1.0,,,6.0,4.0,,,5.0,,,1.0,,2.0,,,,,,
14083183,home,Elche,Marc Aguado,marc-aguado,M. Aguado,M,8,178.0,373,M,,1014595,EUR,951177600,M,8,8,False,19.0,15.0,1.0,,0.0,6.0,6.0,9.0,13.0,1.0,1.0,,,,,80.0,26.0,7.0,4.0,0.00856809,3.5597866509104,1.0,-3.465,-3.465,,0,,0.08,-0.01,0.31,,,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,3.0,1.0,,,,
14083183,home,Elche,Aleix Febas,aleix-febas,A. Febas,M,14,168.0,1040,M,,286167,EUR,823219200,M,14,14,False,37.0,35.0,2.0,2.0,0.0,16.0,16.0,19.0,21.0,,5.0,,,,,90.0,56.0,7.2,11.0,0.0264497,84.778888397394,9.0,-9.345,11.025,,0,,0.31,0.03,-0.01,,,,,5.0,7.0,5.0,1.0,,4.0,3.0,,3.0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,
14083183,home,Elche,Germán Valera,german-valera,G. Valera,M,11,170.0,823,M,,962710,EUR,1016236800,M,11,11,False,31.0,25.0,2.0,1.0,0.0,9.0,13.0,16.0,18.0,,3.0,,,,,90.0,52.0,7.9,13.0,0.15397,163.23420682868,19.0,79.38,26.46,,1,,0.25,0.24,0.13,,,,,7.0,5.0,2.0,5.0,,3.0,1.0,,3.0,,0.686,46.943006552626,2.0,0.51,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.9922,,,1.0,,,,
14083183,home,Elche,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193.0,14656,M,alvarorodrigz_,1154587,EUR,1089763200,F,20,20,False,22.0,15.0,1.0,1.0,2.0,3.0,4.0,12.0,18.0,,2.0,,,,,80.0,53.0,9.0,18.0,0.488236,97.504103435938,9.0,72.66,34.545,,8,,0.24,0.24,-0.02,,,4.0,6.0,9.0,11.0,4.0,1.0,,4.0,2.0,4.0,2.0,,1.0379,61.611824463743,3.0,0.39,,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.6416,,,,2.0,2.0,2.0,
