match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_aerialWon,stat_outfielderBlock,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_hitWoodwork
12441690,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189.0,1341,M,1145999,EUR,1088726400,G,1,1,False,26.0,20.0,8.0,2.0,0.0,20.0,21.0,5.0,12.0,2.0,1.0,90.0,39.0,6.7,6.0,7.487e-05,0,-0.4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441690,home,AZ Alkmaar,Denso Kasius,,,denso-kasius,D. Kasius,D,30,186.0,391,M,1008111,EUR,1033862400,D,30,30,False,24.0,16.0,2.0,1.0,0.0,7.0,10.0,17.0,4.0,,,58.0,38.0,6.6,13.0,0.012996,1,,9.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0528,,,,,,,,,,,,,,,,,,
12441690,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187.0,709,M,1145982,EUR,1086825600,D,3,3,False,64.0,56.0,9.0,3.0,0.0,30.0,33.0,31.0,4.0,,,90.0,77.0,7.3,8.0,0.0256257,0,,26.0,,,,4.0,,,,,,8.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12441690,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184.0,386,M,1004278,EUR,999993600,D,5,5,False,70.0,63.0,7.0,3.0,0.0,42.0,46.0,24.0,5.0,,,90.0,83.0,7.4,8.0,0.0114862,0,,21.0,,1.0,2.0,8.0,,,,,,5.0,2.0,2.0,1.0,,5.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
12441690,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185.0,958,M,1031283,EUR,1019520000,D,18,18,False,63.0,57.0,5.0,4.0,0.0,16.0,16.0,54.0,6.0,,,90.0,87.0,8.3,15.0,0.0671576,2,,41.0,7.0,3.0,4.0,2.0,1.0,,,,1.0,,,,1.0,0.2268,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,0.8407,,,,,,,,
12441690,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186.0,510,M,922018,EUR,957398400,M,6,6,False,45.0,36.0,2.0,1.0,0.0,12.0,14.0,34.0,4.0,,,90.0,61.0,6.6,15.0,0.0432166,1,,24.0,3.0,,11.0,4.0,5.0,1.0,,,1.0,1.0,3.0,1.0,,0.059,1.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,
12441690,home,AZ Alkmaar,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182.0,150,M,1050828,EUR,1023408000,M,28,28,False,33.0,30.0,,,0.0,13.0,13.0,20.0,6.0,,,59.0,48.0,6.9,7.0,0.158142,1,,17.0,,,7.0,6.0,1.0,3.0,3.0,3.0,,,2.0,1.0,1.0,0.1308,1.0,,1.0,3.0,1.0,3.0,,,,,1.0,,,,,,,
12441690,home,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172.0,5105,M,1119502,EUR,1075248000,M,21,21,False,20.0,18.0,1.0,1.0,0.0,5.0,6.0,14.0,4.0,,,74.0,33.0,7.5,5.0,0.28891,4,,13.0,,1.0,1.0,3.0,,,1.0,1.0,1.0,,2.0,1.0,,0.2776,,,3.0,1.0,3.0,,3.0,,,0.3088,,,,,,,,
12441690,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190.0,1199,M,980671,EUR,952560000,M,10,10,False,42.0,35.0,5.0,3.0,0.0,17.0,18.0,32.0,3.0,,,90.0,66.0,6.8,20.0,0.644186,3,,20.0,8.0,1.0,5.0,1.0,,2.0,3.0,1.0,1.0,,,,,0.741,,,1.0,,1.0,,,,,,2.0,True,2.0,1.0,,,,
12441690,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191.0,2030,M,1212550,EUR,1091491200,M,7,7,False,57.0,45.0,5.0,3.0,1.0,8.0,10.0,49.0,5.0,,,81.0,76.0,7.8,20.0,0.175057,2,,37.0,2.0,2.0,7.0,7.0,,1.0,4.0,2.0,,,3.0,2.0,2.0,0.091,,,2.0,1.0,2.0,3.0,1.0,,,0.0997,1.0,,,,,,,
