match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_blockedScoringAttempt,stat_accurateCross,captain,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,player_sofascoreId,stat_clearanceOffLine
12499769,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,21.0,14.0,12.0,6.0,0.0,8.0,10.0,6.0,11.0,1.0,9.0,1.0,2.0,90.0,33.0,7.1,7.0,0.00135946,0,0.1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499769,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,D,18,18,False,48.0,35.0,10.0,4.0,0.0,18.0,18.0,17.0,34.0,1.0,8.0,,,71.0,64.0,6.9,20.0,0.0144135,1,,,,4.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0136,0.0197,2.0,,,,,,,,,,,,,,
12499769,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,28.0,23.0,3.0,1.0,0.0,16.0,18.0,7.0,10.0,9.0,5.0,,,90.0,44.0,7.3,6.0,0.00244915,0,,,,,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,
12499769,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,48.0,35.0,9.0,3.0,0.0,24.0,30.0,11.0,18.0,9.0,4.0,,,90.0,66.0,7.4,14.0,0.0604975,0,,,,,3.0,4.0,8.0,,2.0,2.0,,2.0,1.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
12499769,home,1. FC Union Berlin,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,D,24,24,False,41.0,31.0,8.0,2.0,0.0,10.0,12.0,21.0,31.0,2.0,9.0,,,84.0,69.0,6.7,21.0,0.0378453,2,,,,2.0,1.0,4.0,3.0,1.0,2.0,,,,,4.0,,0.0773,,2.0,1.0,,,1.0,2.0,2.0,,,,,,,,
12499769,home,1. FC Union Berlin,László Bénes,laszlo-benes,L. Bénes,M,8,181,800,M,354558,EUR,873763200,M,20,20,False,47.0,34.0,8.0,4.0,0.0,7.0,9.0,30.0,46.0,1.0,3.0,,,90.0,68.0,7.1,21.0,0.232888,3,,,,8.0,1.0,5.0,1.0,,1.0,,1.0,,,,1.0,0.1713,0.3328,3.0,2.0,,1.0,1.0,,2.0,3.0,,,,,,,
12499769,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,29.0,21.0,4.0,1.0,0.0,11.0,14.0,10.0,17.0,6.0,,,,90.0,53.0,6.8,14.0,0.0411487,1,,,,2.0,1.0,7.0,6.0,1.0,1.0,,,5.0,2.0,1.0,1.0,0.0253,,1.0,2.0,,2.0,1.0,,1.0,,True,,,,,,
12499769,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,41.0,33.0,2.0,1.0,0.0,18.0,20.0,15.0,21.0,,5.0,,,77.0,59.0,6.9,10.0,0.0231436,3,,,,,,6.0,3.0,1.0,1.0,,,2.0,2.0,,,0.1187,,,3.0,,1.0,3.0,1.0,2.0,,,1.0,,,,,
12499769,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,F,21,21,False,26.0,20.0,,,0.0,8.0,8.0,14.0,26.0,1.0,4.0,,,71.0,44.0,7.4,15.0,0.115318,0,,,,8.0,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,,,4.0,,,2.0,,1.0,,2.0,,,1.0,,,,
12499769,home,1. FC Union Berlin,Ivan Prtajin,prtajin-ivan,I. Prtajin,F,9,189,858,M,796672,EUR,832032000,F,9,9,False,19.0,7.0,,,0.0,,1.0,8.0,21.0,2.0,3.0,,,72.0,40.0,7.1,19.0,0.0516268,3,,,,3.0,1.0,9.0,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,,0.1275,0.0437,1.0,7.0,,2.0,,,1.0,1.0,,1.0,,,,,
12499769,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,16,16,False,17.0,15.0,2.0,1.0,0.0,5.0,6.0,10.0,13.0,1.0,3.0,,,90.0,45.0,6.6,14.0,0.0656922,4,,,,2.0,1.0,9.0,6.0,,3.0,,1.0,2.0,,3.0,,0.2237,0.0668,3.0,3.0,,3.0,,3.0,1.0,,,2.0,1.0,,,,
12499769,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,11,11,True,12.0,9.0,1.0,,0.0,5.0,7.0,4.0,6.0,,1.0,,,19.0,17.0,7.1,4.0,0.00634428,2,,,,1.0,2.0,,3.0,,,,1.0,1.0,1.0,,,0.071,0.0162,,,,,1.0,,,,,1.0,,,,,
12499769,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,D,28,28,True,9.0,7.0,1.0,,0.0,2.0,2.0,5.0,7.0,2.0,,,,19.0,19.0,6.6,6.0,0.00412566,0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
12499769,home,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,17,17,True,6.0,2.0,1.0,,0.0,1.0,3.0,1.0,3.0,,1.0,,,18.0,9.0,6.3,5.0,0.00064508,1,,,,,2.0,1.0,2.0,,,,1.0,,,1.0,,0.3674,,,1.0,,,,,,,,,,1.0,,,
12499769,home,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,True,6.0,2.0,,,0.0,,,2.0,6.0,2.0,1.0,,,13.0,13.0,6.6,6.0,0.0117609,0,,,,,2.0,2.0,3.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
12499769,home,1. FC Union Berlin,Jérôme Roussillon,jerome-roussillon,J. Roussillon,D,21,175,187,M,146500,EUR,726278400,D,26,26,True,2.0,1.0,1.0,1.0,0.0,,,1.0,3.0,1.0,,,,13.0,9.0,6.6,3.0,0.00116407,1,,,,1.0,,,,,,,,,,1.0,,0.0755,,,,,,,,,,,1.0,,,,,
12499769,home,1. FC Union Berlin,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,37,37,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499769,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499769,home,1. FC Union Berlin,Kevin Volland,kevin-volland,K. Volland,F,31,179,1031,M,117373,EUR,712454400,F,10,10,True,,,,,,,,,,,,,,,,,,,0,,Kevin,Volland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499769,home,1. FC Union Berlin,David Preu,preu-david,D. Preu,F,17,172,75,M,1518974,EUR,1098748800,F,45,45,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499769,away,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,24.0,18.0,11.0,5.0,0.0,15.0,17.0,3.0,7.0,1.0,14.0,3.0,5.0,90.0,41.0,7.7,7.0,0.00024148,0,0.4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12499769,away,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,49.0,44.0,5.0,1.0,0.0,27.0,29.0,18.0,23.0,10.0,2.0,,,90.0,75.0,7.4,10.0,0.104361,0,,,,3.0,3.0,3.0,6.0,,,,,3.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,1.0,,,,,,,
12499769,away,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,68.0,53.0,9.0,3.0,0.0,30.0,36.0,23.0,32.0,13.0,5.0,,,90.0,96.0,7.8,16.0,0.0802051,0,,,,,11.0,4.0,13.0,,,,,2.0,,,1.0,,,1.0,3.0,1.0,,3.0,,,,True,,1.0,,,,
12499769,away,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,30.0,22.0,6.0,1.0,0.0,16.0,18.0,6.0,12.0,8.0,3.0,,,45.0,42.0,6.9,8.0,0.00451654,0,,,,,1.0,2.0,3.0,1.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,
12499769,away,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,17,17,False,28.0,20.0,1.0,1.0,0.0,11.0,15.0,10.0,17.0,4.0,3.0,,,72.0,47.0,7.1,15.0,0.0166407,0,,,,4.0,,3.0,2.0,,,,,2.0,2.0,1.0,1.0,,,,,2.0,2.0,1.0,,,1.0,,,,,,,
12499769,away,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,37.0,26.0,2.0,1.0,0.0,15.0,17.0,11.0,21.0,1.0,3.0,,,77.0,56.0,6.8,17.0,0.0121656,0,,,,1.0,1.0,5.0,8.0,,2.0,,,5.0,2.0,3.0,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,
