match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_fouls,captain,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_hitWoodwork,stat_goals
12117313,home,Criciúma,Gustavo,gustavo,Gustavo,G,1,186,199,M,124766,EUR,731721600,G,1,1,False,27.0,21.0,10.0,4.0,0.0,19.0,20.0,2.0,7.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,90.0,35.0,6.6,6.0,0.0505,0.032,0.00320384,1,0.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117313,home,Criciúma,Claudinho,claudinho,Claudinho,D,2,180,509,M,992791,EUR,969753600,D,27,27,False,10.0,8.0,1.0,1.0,0.0,,,8.0,10.0,,,,,1.0,,,,,27.0,15.0,4.3,4.0,,,0.0160519,0,,,,6.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12117313,home,Criciúma,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,3,187,155,M,886773,EUR,542419200,D,3,3,False,56.0,48.0,9.0,7.0,0.0,24.0,27.0,24.0,29.0,5.0,6.0,,9.0,4.0,,,,,90.0,77.0,7.1,11.0,0.4832,,0.0344632,3,,,,9.0,1.0,2.0,2.0,True,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12117313,home,Criciúma,Tobias Figueiredo,tobias-figueiredo,T. Figueiredo,D,4,188,200,M,96999,EUR,760147200,D,29,29,False,57.0,52.0,4.0,3.0,0.0,42.0,43.0,10.0,14.0,4.0,5.0,,10.0,4.0,,,,,90.0,71.0,7.0,7.0,,,0.00274538,0,,,,1.0,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,
12117313,home,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,D,22,22,False,58.0,45.0,8.0,6.0,0.0,22.0,26.0,27.0,42.0,2.0,3.0,,3.0,3.0,,,,,90.0,83.0,7.6,20.0,,,0.551898,0,,,,3.0,3.0,,,,,,,,,,,10.0,4.0,1.0,1.0,4.0,,,,,,,,,
12117313,home,Criciúma,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,6,6,False,34.0,32.0,3.0,2.0,0.0,13.0,13.0,19.0,22.0,,8.0,,2.0,8.0,,,,,82.0,55.0,7.3,7.0,0.0725,,0.0225768,2,,,,7.0,2.0,1.0,2.0,,,,2.0,,1.0,4.0,1.0,1.0,,,2.0,,4.0,2.0,2.0,3.0,,,,,
12117313,home,Criciúma,Newton,newton,Newton,M,28,188,888,M,1463909,EUR,952819200,M,8,8,False,44.0,38.0,4.0,2.0,0.0,16.0,18.0,23.0,28.0,2.0,12.0,,1.0,4.0,,,,,90.0,61.0,7.3,8.0,0.1153,,0.0785583,3,,Newton,,2.0,2.0,,,,,,1.0,2.0,,2.0,1.0,2.0,1.0,,4.0,,4.0,4.0,,1.0,1.0,,,,
12117313,home,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164,482,M,822523,EUR,887155200,M,17,17,False,16.0,12.0,2.0,1.0,0.0,4.0,4.0,9.0,14.0,,4.0,,,2.0,,,,,45.0,26.0,7.0,8.0,,,0.0482681,0,,,,2.0,,1.0,1.0,,,,,,,,1.0,2.0,1.0,,3.0,3.0,2.0,1.0,,,,,,,
12117313,home,Criciúma,Fellipe Mateus,fellipe-mateus,F. Mateus,M,7,178,153,M,865321,EUR,666316800,M,7,7,False,29.0,18.0,5.0,2.0,0.0,8.0,10.0,10.0,20.0,,8.0,,2.0,6.0,,,,,72.0,42.0,7.2,13.0,,,0.0335966,0,,,,2.0,,,,,2.0,,,,,4.0,,1.0,,,2.0,1.0,2.0,2.0,,3.0,,,,,
12117313,home,Criciúma,Felipe Vizeu,felipe-vizeu,F. Vizeu,F,9,184,950,M,839635,EUR,858124800,F,9,9,False,,,,,0.0,,,,,,1.0,,,,,,,,32.0,2.0,6.5,1.0,,,,0,,,,3.0,,,,,2.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,
12117313,home,Criciúma,Yannick Bolasie,yannick-bolasie,Y. Bolasie,F,11,185,3708,M,46620,EUR,611971200,F,11,11,False,11.0,8.0,,,0.0,5.0,5.0,4.0,9.0,2.0,6.0,,,3.0,,,,,82.0,30.0,6.5,14.0,0.0868,,0.00632594,1,,,,7.0,,1.0,1.0,,2.0,,1.0,,,,3.0,3.0,1.0,,3.0,,4.0,1.0,,,,,,,
12117313,home,Criciúma,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,True,30.0,26.0,1.0,1.0,0.0,11.0,13.0,16.0,21.0,,2.0,,3.0,2.0,,,,,58.0,48.0,6.8,8.0,0.0237,,0.100806,1,,,,2.0,1.0,,1.0,,,,1.0,,,1.0,,4.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,
12117313,home,Criciúma,Allano,allano,Allano,M,29,182,510,M,796925,EUR,798681600,F,2,2,True,29.0,26.0,,,0.0,10.0,10.0,16.0,20.0,,1.0,,,3.0,,,,,45.0,45.0,6.3,13.0,0.0181,,0.0424735,1,,,,9.0,2.0,5.0,1.0,,2.0,,1.0,,,,3.0,1.0,,,1.0,,,,,,1.0,,,,
12117313,home,Criciúma,Arthur Caíke,arthur-caike,Arthur Caíke,F,,174,195,M,829832,EUR,708566400,F,45,45,True,3.0,2.0,,,0.0,,,2.0,3.0,1.0,2.0,,,,,,,,18.0,5.0,6.5,2.0,,,0.015758,0,,,,2.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
12117313,home,Criciúma,Jhonata Robert,jhonata-robert,J. Robert,F,10,179,384,M,998494,EUR,940896000,F,50,50,True,13.0,12.0,5.0,4.0,0.0,5.0,5.0,8.0,9.0,,1.0,,,,,,,,8.0,18.0,6.9,2.0,0.0275,,0.0751743,1,,,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,
12117313,home,Criciúma,Pedro Rocha,pedro-rocha,Pedro Rocha,F,32,178,1163,M,794930,EUR,780969600,F,28,28,True,2.0,1.0,,,0.0,,,1.0,3.0,,1.0,,,1.0,,,,,8.0,7.0,6.3,5.0,,,0.00101112,0,,Pedro,Rocha,3.0,,1.0,,,,,,,,,,1.0,,,,,3.0,1.0,,,,,,,
12117313,home,Criciúma,Alisson,alisson,Alisson,G,1,190,88,M,840166,EUR,802569600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
