match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_errorLeadToAShot,stat_bigChanceMissed
12504642,home,Monza,Dany Mota,dany-mota,D. Mota,F,47,180,827,M,838907,EUR,894067200,F,47,47,False,22.0,16.0,,,0.0,3.0,3.0,13.0,20.0,8.0,11.0,,4.0,,,,,90.0,41.0,7.1,10.0,0.0361569,4,,,,5.0,8.0,1.0,2.0,,,0.4998,,,,1.0,,1.0,,,,,4.0,2.0,,,2.0,,,,,
12504642,home,Monza,Patrick Ciurria,patrick-ciurria,P. Ciurria,F,26,178,222,M,346676,EUR,792288000,F,84,84,True,11.0,9.0,,,0.0,3.0,4.0,7.0,10.0,,2.0,1.0,3.0,1.0,,,,19.0,19.0,6.9,5.0,0.0505694,1,,,,1.0,1.0,,,,,0.0208,1.0,,,1.0,1.0,3.0,1.0,,,1.0,,,,,1.0,,,,,
12504642,home,Monza,Armando Izzo,armando-izzo,A. Izzo,D,4,183,521,M,165583,EUR,699494400,D,4,4,True,14.0,12.0,,,0.0,4.0,5.0,8.0,9.0,1.0,1.0,,2.0,,,,,12.0,15.0,6.8,2.0,0.0267897,0,,,,2.0,3.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12504642,home,Monza,Stefano Sensi,stefano-sensi,S. Sensi,M,6,168,1044,M,294313,EUR,807580800,M,12,12,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,,,,,9.0,4.0,6.5,,0.00195113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Mirko Marić,mirko-maric,M. Marić,F,9,188,399,M,190933,EUR,800582400,F,24,24,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,9.0,2.0,6.5,1.0,0.00028831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Andrea Mazza,andrea-mazza,A. Mazza,G,22,190,80,M,1109940,EUR,1072915200,G,69,69,True,,,,,,,,,,,,,,,,,,,,,,,0,,Andrea Mazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Semuel Pizzignacco,semuel-pizzignacco,S. Pizzignacco,G,1,185,177,M,923820,EUR,999302400,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Nicolò Postiglione,nicolo-postiglione,N. Postiglione,D,4,190,49,M,1137349,EUR,1113609600,D,52,52,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Leonardo Colombo,colombo-leonardo,L. Colombo,M,21,175,109,M,1424560,EUR,1117843200,M,57,57,True,,,,,,,,,,,,,,,,,,,,,,,0,,Leonardo Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Kevin Martins,kevin-martins,K. Martins,M,70,180,196,M,1547260,EUR,1107129600,F,55,55,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,home,Monza,Omari Forson,forson-omari,O. Forson,F,11,179,1036,M,1153434,EUR,1090281600,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,away,Juventus,Michele Di Gregorio,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,844609,EUR,869961600,G,29,29,False,24.0,19.0,13.0,8.0,0.0,16.0,18.0,3.0,6.0,1.0,1.0,2.0,9.0,,2.0,4.0,2.0,90.0,38.0,7.6,6.0,0.00492244,0,0.0527,,,,,,,,,,,,,,,,,,,,,,,,,,L'UomoTigre,2.0,,
12504642,away,Juventus,Nicolò Savona,nicolo-savona,N. Savona,D,37,192,2582,M,1010220,EUR,1048032000,D,37,37,False,56.0,51.0,5.0,2.0,0.0,22.0,24.0,30.0,33.0,,,4.0,5.0,,,,,90.0,71.0,6.6,8.0,0.0349233,0,,,,,6.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,
12504642,away,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4940,M,1128063,EUR,898646400,D,4,4,False,52.0,52.0,2.0,2.0,0.0,30.0,30.0,22.0,22.0,1.0,2.0,2.0,2.0,,,,,90.0,59.0,6.8,1.0,0.007364,1,,Federico Gatti,,4.0,5.0,,,1.0,,0.0529,,,,1.0,1.0,,,,,,1.0,,,,1.0,,FedericoGatti,,,
12504642,away,Juventus,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,15,183,6630,M,965330,EUR,960163200,D,15,15,False,75.0,66.0,6.0,5.0,0.0,32.0,37.0,34.0,38.0,2.0,2.0,2.0,3.0,,,,,90.0,86.0,6.5,11.0,0.011538,0,,,,6.0,8.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,Kalulujr_,,1.0,
12504642,away,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7292,M,881931,EUR,904262400,D,16,16,False,59.0,53.0,2.0,2.0,0.0,19.0,21.0,34.0,38.0,1.0,4.0,1.0,9.0,1.0,,,,89.0,75.0,7.9,8.0,0.0420754,1,,,,2.0,4.0,1.0,,1.0,,0.6939,,,2.0,2.0,,,,1.0,,1.0,,,1.0,0.906,,1.0,west.mckennie,,,
12504642,away,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,363860,EUR,884217600,M,5,5,False,74.0,68.0,8.0,7.0,1.0,17.0,19.0,51.0,58.0,2.0,2.0,2.0,3.0,,,,,90.0,83.0,7.6,10.0,0.111826,0,,,,1.0,4.0,,,,2.0,,1.0,True,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,locamanuel73,,,
12504642,away,Juventus,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,803033,EUR,888624000,M,8,8,False,37.0,36.0,,,1.0,7.0,7.0,30.0,33.0,,1.0,1.0,1.0,,,,,45.0,48.0,7.3,5.0,0.279948,0,,,,,3.0,,,2.0,2.0,,1.0,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,,,,,,,teunkoopmeiners,,,
12504642,away,Juventus,Francisco Conceição,francisco-conceicao,F. Conceição,F,7,170,19864,M,979222,EUR,1039824000,M,7,7,False,30.0,27.0,1.0,1.0,0.0,10.0,10.0,18.0,27.0,,4.0,1.0,4.0,,,,,85.0,51.0,6.6,14.0,0.0579338,1,,,,,11.0,3.0,,,2.0,0.008,3.0,,,1.0,1.0,7.0,1.0,4.0,,,5.0,3.0,,,1.0,,FConceicao_7,,,
12504642,away,Juventus,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,M,11,11,False,17.0,11.0,,,0.0,3.0,6.0,8.0,11.0,1.0,3.0,1.0,3.0,1.0,,,,64.0,29.0,7.3,8.0,0.0255506,6,,,,2.0,4.0,1.0,1.0,,1.0,0.6547,,,,1.0,,,,1.0,,1.0,,,5.0,1.2456,,1.0,nicoigonzalez,,1.0,1.0
12504642,away,Juventus,Kenan Yıldız,yildiz-kenan,K. Yıldız,M,10,187,82614,M,1149011,EUR,1115164800,M,10,10,False,30.0,27.0,2.0,1.0,0.0,5.0,5.0,24.0,31.0,,5.0,,2.0,4.0,,,,90.0,54.0,8.3,13.0,0.491623,4,,Kenan Yıldız,,,3.0,1.0,1.0,,,0.1195,3.0,,,,,6.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,0.4794,,,KenanYıldız,,,
12504642,away,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,832208,EUR,949017600,F,9,9,False,19.0,12.0,2.0,2.0,0.0,3.0,4.0,9.0,15.0,1.0,3.0,,2.0,1.0,,,,85.0,28.0,6.5,12.0,0.0412264,2,,,,2.0,6.0,2.0,1.0,,2.0,0.2574,2.0,,,,,,,1.0,,3.0,1.0,1.0,,,1.0,,DV9,,,1.0
12504642,away,Juventus,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,True,29.0,23.0,2.0,,0.0,10.0,13.0,13.0,16.0,,,2.0,5.0,,,,,45.0,35.0,6.7,7.0,0.0111778,1,,,,,1.0,,1.0,,,0.0275,1.0,,1.0,,,,,,,,1.0,,,,,,k_thuram,,,
12504642,away,Juventus,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,917048,EUR,951004800,D,27,27,True,19.0,18.0,,,0.0,10.0,10.0,8.0,9.0,1.0,2.0,1.0,3.0,,,,,26.0,25.0,6.8,1.0,0.00401718,0,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,andrea_cambiaso,,,
12504642,away,Juventus,Samuel Mbangula,samuel-mbangula,S. Mbangula,M,7,180,4367,M,1100836,EUR,1074211200,F,51,51,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,,10.0,3.0,6.5,,1.047e-05,0,,Samuel,Mbangula,,,,,,,,,,,,,,,,,,,,,,,,Samu,,,
12504642,away,Juventus,Vasilije Adžić,vasilije-adzic,V. Adžić,M,17,187,5124,M,1149288,EUR,1147392000,M,17,17,True,6.0,3.0,,,0.0,3.0,3.0,,3.0,2.0,2.0,,2.0,,,,,10.0,7.0,6.4,4.0,3.588e-05,0,,Vasilije,Adžić,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12504642,away,Juventus,Nicolò Fagioli,nicolo-fagioli,N. Fagioli,M,44,178,4280,M,901850,EUR,981936000,M,21,21,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,4.0,,2.0,0.00074894,0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,nicolofagioli,,,
12504642,away,Juventus,Carlo Pinsoglio,carlo-pinsoglio,C. Pinsoglio,G,23,194,2090,M,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504642,away,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3256,M,79645,EUR,721353600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
