match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_fouls,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,stat_totalCross,stat_accurateCross,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_outfielderBlock,stat_goals,stat_totalOffside,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
12436472,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,28.0,22.0,10.0,4.0,0.0,19.0,20.0,3.0,8.0,4.0,2.0,90.0,32.0,6.8,6.0,0.00121821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,74.0,68.0,,,0.0,29.0,29.0,39.0,45.0,5.0,,90.0,96.0,8.0,10.0,0.0318506,1,1.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,0.0445,0.0209,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,112.0,106.0,5.0,2.0,0.0,64.0,66.0,42.0,46.0,6.0,,90.0,120.0,7.4,7.0,0.0180195,0,1.0,2.0,4.0,1.0,,,,2.0,1.0,2.0,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,109.0,98.0,6.0,,0.0,38.0,39.0,60.0,70.0,1.0,,90.0,118.0,7.5,11.0,0.0505823,1,4.0,1.0,6.0,,,,,5.0,,2.0,1.0,,,0.2371,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12436472,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,59.0,58.0,,,0.0,23.0,23.0,36.0,37.0,2.0,,90.0,86.0,7.9,4.0,0.0458602,0,1.0,3.0,9.0,,3.0,2.0,,2.0,,3.0,2.0,,3.0,,,,2.0,2.0,,,Myles Lewis-Skelly,1.0,1.0,,,,,,,,,,,,
12436472,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,73.0,61.0,1.0,1.0,0.0,15.0,15.0,46.0,59.0,3.0,,90.0,92.0,7.4,18.0,0.124957,4,1.0,4.0,4.0,1.0,1.0,,1.0,,1.0,2.0,,3.0,1.0,0.2462,0.1967,,2.0,1.0,,1.0,,1.0,,True,1.0,2.0,,,,,,,,,
12436472,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,64.0,61.0,4.0,2.0,0.0,22.0,22.0,41.0,47.0,6.0,,87.0,82.0,7.6,9.0,0.307364,2,,3.0,3.0,,1.0,,,3.0,1.0,2.0,,2.0,1.0,0.1073,,,1.0,1.0,,1.0,,5.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,
12436472,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,M,29,29,False,59.0,52.0,,,0.0,16.0,16.0,36.0,44.0,1.0,,90.0,71.0,7.5,11.0,0.0789982,2,3.0,6.0,3.0,1.0,,,2.0,,,,,2.0,,1.0322,1.0752,2.0,1.0,3.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,
12436472,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,25.0,21.0,,,0.0,2.0,3.0,19.0,26.0,4.0,,90.0,44.0,6.5,16.0,0.0663642,0,1.0,12.0,7.0,2.0,7.0,2.0,,,,2.0,2.0,1.0,2.0,,,2.0,,3.0,,,,4.0,,,,,,,,,,,,,
12436472,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,20.0,16.0,,,0.0,3.0,3.0,14.0,18.0,1.0,,72.0,30.0,6.7,5.0,0.0955572,0,,5.0,2.0,,1.0,,,1.0,,2.0,,,,,,2.0,1.0,4.0,,,,1.0,1.0,,,,,,,1.0,,,,,
12436472,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,40.0,36.0,,,1.0,7.0,8.0,30.0,37.0,6.0,,90.0,59.0,7.7,12.0,0.503604,2,,4.0,5.0,2.0,1.0,1.0,,,,4.0,2.0,,,0.1514,,,2.0,,,,,5.0,1.0,,2.0,2.0,2.0,,,,,,,,
12436472,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,M,23,23,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,18.0,8.0,6.9,2.0,0.0139593,1,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,,,0.0379,0.0322,,,,,,,,,,1.0,,,,,,,,,,
12436472,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,True,1.0,1.0,,,0.0,1.0,1.0,,,,,8.0,2.0,6.6,,4.536e-05,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
12436472,home,Arsenal,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,M,53,53,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436472,away,Ipswich Town,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1886,M,,888971,EUR,910396800,G,1,1,False,22.0,13.0,13.0,4.0,0.0,11.0,13.0,2.0,9.0,4.0,1.0,90.0,31.0,7.2,11.0,0.00013083,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,0.325
12436472,away,Ipswich Town,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,D,18,18,False,9.0,8.0,,,0.0,5.0,5.0,3.0,5.0,3.0,,80.0,19.0,6.2,6.0,0.00140681,0,1.0,5.0,2.0,3.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,
12436472,away,Ipswich Town,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,,856719,EUR,920505600,D,26,26,False,40.0,31.0,3.0,,0.0,16.0,21.0,15.0,19.0,1.0,,90.0,57.0,7.2,11.0,0.00682308,0,5.0,3.0,7.0,1.0,,,,5.0,,2.0,2.0,,1.0,,,1.0,,1.0,,,,,,True,,,,2.0,,,,,,,
