match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
12117239,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,21.0,18.0,4.0,1.0,0.0,18.0,19.0,2.0,5.0,1.0,1.0,3.0,90.0,30.0,7.3,3.0,3.583e-05,0,0.0865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117239,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,False,49.0,39.0,2.0,,0.0,19.0,23.0,31.0,5.0,,,,90.0,73.0,7.8,17.0,0.230399,0,,True,21.0,5.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117239,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,False,57.0,41.0,11.0,,0.0,35.0,47.0,10.0,4.0,,,,90.0,73.0,7.1,18.0,0.00258887,0,,,6.0,,,2.0,3.0,8.0,,1.0,,3.0,2.0,1.0,,,,,5.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
12117239,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,57.0,51.0,2.0,,0.0,43.0,44.0,13.0,4.0,,,,90.0,63.0,7.2,6.0,0.00218134,0,,,8.0,,,2.0,2.0,3.0,,,,1.0,1.0,1.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
12117239,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,60.0,57.0,4.0,2.0,0.0,27.0,27.0,35.0,7.0,,,,90.0,87.0,7.8,9.0,0.2877,0,,,31.0,2.0,1.0,,5.0,8.0,2.0,1.0,,1.0,5.0,3.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12117239,home,Corinthians,Charles,charles,Charles,M,35,187,3576,M,,845178,EUR,835142400,M,8,8,False,42.0,33.0,1.0,,0.0,17.0,21.0,22.0,3.0,,,,68.0,50.0,7.2,11.0,0.311709,0,,,16.0,1.0,,,2.0,4.0,2.0,,,1.0,2.0,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,
12117239,home,Corinthians,José Martínez,jose-martinez,J. Martínez,M,70,177,7398,M,elBrujo,979325,EUR,776217600,M,70,70,False,74.0,64.0,9.0,6.0,0.0,39.0,45.0,30.0,9.0,,,,90.0,88.0,7.3,13.0,0.0231264,0,,,25.0,1.0,,2.0,4.0,4.0,1.0,,,4.0,2.0,1.0,2.0,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,
12117239,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,30.0,26.0,,,0.0,11.0,13.0,17.0,3.0,,,,45.0,41.0,7.0,6.0,0.00846552,2,,,15.0,,,,2.0,4.0,1.0,,,,3.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,0.0445,0.174,,,,,,,,,,
12117239,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,10,10,False,68.0,58.0,6.0,3.0,1.0,16.0,19.0,55.0,5.0,,,,85.0,93.0,8.5,18.0,0.240061,2,,,45.0,6.0,3.0,2.0,10.0,6.0,2.0,2.0,,2.0,1.0,1.0,,5.0,1.0,2.0,,3.0,,,,1.0,1.0,0.6602,0.2152,1.0,1.0,,,,,,,,
12117239,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,ÁRomero,1197041,EUR,710208000,F,11,11,False,19.0,14.0,2.0,1.0,0.0,1.0,2.0,21.0,2.0,,,,79.0,44.0,8.7,11.0,0.0844413,9,,,15.0,4.0,2.0,,1.0,7.0,,,,,2.0,1.0,2.0,,,,2.0,4.0,3.0,,,3.0,4.0,1.4406,1.0701,2.0,2.0,2.0,2.0,,,,,,
