match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_totalClearance,stat_fouls,stat_outfielderBlock,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_dispossessed,captain,stat_goalAssist
10408262,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,34.0,20.0,22.0,8.0,18.0,21.0,2.0,13.0,9.0,1.0,3.0,4.0,2.0,2.0,90.0,41.0,7.0,14.0,0.0,0.0,0.00115816,0,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408262,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,54.0,52.0,1.0,,25.0,26.0,27.0,29.0,8.0,,,,,,90.0,75.0,7.1,5.0,0.0,0.0,0.0275508,0,,youssouf_sabaly23,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408262,home,Real Betis,Luiz Felipe,,,luiz-felipe,L. Felipe,D,5,187,1042,M,850035,EUR,858988800,D,19,19,False,55.0,48.0,6.0,3.0,34.0,36.0,14.0,19.0,5.0,,,,,,90.0,61.0,6.6,8.0,0.0,0.0,0.0764891,0,,,,5.0,2.0,1.0,2.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10408262,home,Real Betis,Víctor Ruiz,,,victor-ruiz,V. Ruiz,D,30,184,91,M,82400,EUR,601689600,D,6,6,False,52.0,40.0,5.0,,30.0,36.0,10.0,16.0,7.0,,,,,,90.0,56.0,6.8,12.0,0.0,0.0,0.138133,0,,,,2.0,3.0,,,,,,,,,2.0,2.0,3.0,1.0,2.0,,1.0,,,,,,,,,,
10408262,home,Real Betis,Álex Moreno,,,alex-moreno,Á. Moreno,D,24,179,1206,M,294593,EUR,739497600,D,15,15,False,44.0,30.0,4.0,,11.0,15.0,21.0,32.0,6.0,,,,,,90.0,69.0,7.0,17.0,0.1739,0.0,0.327761,2,,,3.0,6.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,
10408262,home,Real Betis,William Carvalho,,,william-carvalho,W. Carvalho,M,41,187,1602,M,137978,EUR,702604800,M,14,14,False,65.0,57.0,5.0,2.0,27.0,27.0,30.0,38.0,6.0,,,,,,85.0,74.0,8.6,8.0,1.167,1.8929,0.0186174,4,,,,2.0,2.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,3.0,2.0,1.0,,,
10408262,home,Real Betis,Guido Rodríguez,,,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,5,5,False,53.0,48.0,5.0,2.0,30.0,31.0,18.0,22.0,6.0,,,,,,90.0,68.0,6.7,7.0,0.1433,0.0734,0.0172933,1,,guiido_rodriguez,,6.0,6.0,2.0,1.0,,1.0,4.0,4.0,,2.0,,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,
10408262,home,Real Betis,Luiz Henrique,Luiz Henrique,,luiz-henrique,L. Henrique,M,11,182,12996,M,1035995,EUR,978393600,M,11,11,False,19.0,14.0,,,3.0,5.0,11.0,15.0,6.0,,,,,,63.0,32.0,7.1,9.0,0.1317,0.0,0.0168617,2,,luizhenrique_07,1.0,2.0,7.0,,,,,4.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,1.0,,
10408262,home,Real Betis,Sergio Canales,,,sergio-canales,S. Canales,M,10,176,2979,M,41560,EUR,666662400,M,10,10,False,52.0,46.0,4.0,3.0,14.0,15.0,34.0,47.0,1.0,,,,,,74.0,65.0,7.3,15.0,0.0239,0.0,0.216021,1,,,10.0,,1.0,,1.0,1.0,,,,1.0,,3.0,,,,,,,2.0,,,1.0,,,,,True,
10408262,home,Real Betis,Rodri Sánchez,,,rodri-sanchez,R. Sánchez,M,10,175,565,M,1031421,EUR,958435200,M,28,28,False,55.0,52.0,1.0,,15.0,15.0,37.0,41.0,1.0,,,,,,63.0,60.0,6.5,6.0,0.0995,0.0,0.0456777,1,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,
