match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
14875545,home,Çaykur Rizespor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194.0,88,M,1066726,EUR,987120000,G,1,1,False,31.0,15.0,20.0,5.0,0.0,12.0,16.0,3.0,15.0,1.0,1.0,5.0,1.0,4.0,90.0,37.0,7.0,16.0,0.00309826,0.1201,0,0.2508,0.05,0.03,-0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
14875545,home,Çaykur Rizespor,Taha Şahin,Taha Sahin,,taha-sahin,T. Şahin,D,37,178.0,238,M,1394729,EUR,972172800,D,37,37,False,34.0,29.0,2.0,1.0,0.0,16.0,19.0,13.0,15.0,5.0,2.0,6.0,,,90.0,73.0,7.7,13.0,0.203839,,1,,0.49,0.04,-0.02,,6.0,3.0,7.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0188,3.0,-0.03,,,,,,,,,,,,,
14875545,home,Çaykur Rizespor,Attila Mocsi,,,attila-mocsi,A. Mocsi,D,4,188.0,454,M,889382,EUR,959558400,D,4,4,False,54.0,45.0,11.0,5.0,0.0,33.0,36.0,12.0,18.0,3.0,2.0,3.0,,,90.0,66.0,7.0,9.0,0.00458254,,0,,0.04,0.1,0.14,,,,4.0,,,,,5.0,3.0,,,,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,
14875545,home,Çaykur Rizespor,Samet Akaydın,,,samet-akaydin,S. Akaydın,D,3,190.0,969,M,863600,EUR,763516800,D,3,3,False,62.0,53.0,6.0,3.0,0.0,33.0,38.0,20.0,24.0,9.0,1.0,7.0,,,90.0,75.0,6.6,11.0,0.128599,,1,,0.12,0.26,0.23,,,,3.0,1.0,1.0,1.0,,5.0,,1.0,,0.1197,,-0.2,2.0,1.0,1.0,,4.0,4.0,1.0,,,,,,
14875545,home,Çaykur Rizespor,Casper Højer,,,casper-hojer,C. Højer,D,5,183.0,148,M,281233,EUR,785289600,D,5,5,False,34.0,26.0,5.0,2.0,0.0,11.0,12.0,15.0,22.0,1.0,1.0,4.0,,,80.0,55.0,7.3,15.0,0.0136122,,1,,0.19,0.09,0.17,,6.0,,4.0,,1.0,1.0,1.0,1.0,3.0,,,0.0495,1.0,-0.05,,1.0,,2.0,,,,True,,,,,
14875545,home,Çaykur Rizespor,Qazim Laci,,,qazim-laci,Q. Laci,M,20,173.0,992,M,284395,EUR,822009600,M,20,20,False,28.0,24.0,2.0,2.0,0.0,15.0,16.0,9.0,12.0,12.0,2.0,6.0,,,90.0,50.0,6.1,17.0,0.00766898,,2,,-0.02,-0.05,-0.07,,3.0,,2.0,7.0,1.0,,,,1.0,2.0,1.0,0.1219,,-0.39,,1.0,1.0,,3.0,,1.0,,1.0,0.2435,,,
14875545,home,Çaykur Rizespor,Giannis Papanikolaou,,,giannis-papanikolaou,G. Papanikolaou,M,6,182.0,212,M,856988,EUR,911347200,M,6,6,False,37.0,31.0,7.0,4.0,0.0,16.0,16.0,15.0,21.0,5.0,3.0,5.0,,,90.0,51.0,7.2,7.0,0.00864801,,1,,0.13,0.26,0.4,,,,3.0,,2.0,1.0,,4.0,1.0,,,0.033,1.0,-0.2,1.0,1.0,1.0,1.0,,1.0,,,1.0,0.1023,,,
14875545,home,Çaykur Rizespor,Muhamed Buljubašić,,,muhamed-buljubasic,M. Buljubašić,M,18,180.0,202,M,1134586,EUR,1088899200,M,18,18,False,28.0,27.0,2.0,1.0,0.0,12.0,12.0,15.0,16.0,9.0,2.0,5.0,,,80.0,41.0,6.7,5.0,0.0227256,,3,,0.22,0.23,0.13,,,,3.0,2.0,2.0,,,2.0,2.0,,,0.0587,1.0,-0.05,1.0,,,1.0,1.0,2.0,2.0,,1.0,0.0422,,,
14875545,home,Çaykur Rizespor,Altin Zeqiri,,,zeqiri-altin,A. Zeqiri,M,77,185.0,141,M,991742,EUR,963878400,F,77,77,False,24.0,15.0,1.0,,0.0,4.0,6.0,11.0,18.0,11.0,2.0,5.0,,,90.0,41.0,6.1,17.0,0.0350468,,1,,-0.25,0.39,-0.09,,4.0,2.0,4.0,2.0,3.0,2.0,,,,3.0,1.0,0.0366,1.0,-0.15,1.0,,,,3.0,3.0,1.0,,,,,,
14875545,home,Çaykur Rizespor,Ali Sowe,,,ali-sowe,A. Sowe,F,9,186.0,1037,M,238394,EUR,771552000,F,9,9,False,9.0,5.0,2.0,1.0,0.0,2.0,2.0,3.0,7.0,7.0,,2.0,,,90.0,22.0,7.1,9.0,0.00399278,,0,,0.22,0.25,-0.02,,1.0,1.0,8.0,3.0,5.0,3.0,,,,,3.0,,1.0,,2.0,,,,2.0,1.0,,,,,,,
