match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_goals,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot
10953388,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,910,M,936719,EUR,1014163200,G,31,31,False,25.0,7.0,22.0,4.0,3.0,7.0,4.0,18.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,90.0,34.0,7.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953388,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,4,4,False,27.0,19.0,8.0,3.0,13.0,14.0,7.0,16.0,1.0,3.0,7.0,11.0,,,,,,90.0,51.0,7.7,15.0,0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10953388,home,Southampton,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2901,M,257091,EUR,842918400,D,6,6,False,25.0,17.0,6.0,1.0,12.0,15.0,5.0,10.0,1.0,1.0,7.0,5.0,,,,,,90.0,36.0,7.1,9.0,1,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10953388,home,Southampton,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188,5698,M,946158,EUR,924307200,D,22,22,False,33.0,26.0,7.0,3.0,20.0,23.0,6.0,11.0,4.0,4.0,5.0,3.0,,,,,,90.0,48.0,7.5,10.0,1,,1.0,,,,2.0,,,,,,,1.0,1.0,salisu_sarki,,,,,,,,,,,,,
10953388,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1497,M,823085,EUR,860889600,D,2,2,False,22.0,17.0,,,4.0,7.0,14.0,18.0,,4.0,2.0,1.0,,,,,,90.0,50.0,6.9,12.0,2,,3.0,1.0,,4.0,1.0,2.0,2.0,,1.0,,2.0,,,,1.0,4.0,1.0,1.0,1.0,,,,,,,,
10953388,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16632,M,1069488,EUR,1073347200,M,45,45,False,22.0,18.0,,,5.0,8.0,13.0,14.0,1.0,2.0,,6.0,,,,,,62.0,28.0,6.5,6.0,0,1.0,,,,4.0,1.0,,,1.0,,2.0,1.0,,,romeolavia,1.0,1.0,1.0,,,1.0,,,,,,,
10953388,home,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180,256,M,873050,EUR,920851200,M,27,27,False,34.0,25.0,4.0,2.0,11.0,16.0,14.0,18.0,1.0,3.0,2.0,7.0,,,,,,90.0,43.0,6.9,12.0,0,,,,,3.0,2.0,2.0,2.0,2.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,
10953388,home,Southampton,Moussa Djenepo,,,moussa-djenepo,M. Djenepo,F,12,177,2119,M,869910,EUR,897868800,M,19,19,False,6.0,6.0,,,1.0,1.0,5.0,5.0,,4.0,,1.0,,,,,,57.0,22.0,7.4,4.0,2,,,,1.0,3.0,,3.0,3.0,2.0,1.0,,1.0,1.0,,,2.0,,,1.0,,,1.0,,,,,,
10953388,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4247,M,161717,EUR,783648000,M,8,8,False,37.0,27.0,3.0,2.0,3.0,6.0,24.0,33.0,3.0,6.0,1.0,5.0,,,,,,90.0,49.0,7.1,14.0,1,,2.0,,3.0,6.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,prowsey16,,,,,1.0,,,True,,,,,
10953388,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1467,M,361352,EUR,855532800,M,9,9,False,10.0,8.0,1.0,1.0,3.0,3.0,5.0,8.0,,3.0,,2.0,,,,,,83.0,29.0,6.2,13.0,1,,1.0,,,8.0,1.0,2.0,1.0,2.0,,1.0,,,,,4.0,4.0,1.0,1.0,,,,,2.0,,,,
10953388,home,Southampton,Sékou Mara,,,sekou-mara,S. Mara,F,9,184,969,M,1047484,EUR,1027987200,F,18,18,False,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,62.0,8.0,7.3,2.0,2,,,,2.0,2.0,,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,
10953388,home,Southampton,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,600,M,827519,EUR,874886400,D,15,15,True,9.0,4.0,2.0,,,2.0,5.0,8.0,,1.0,,2.0,,,,,,33.0,19.0,6.6,6.0,0,,1.0,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
10953388,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,24,24,True,9.0,7.0,1.0,1.0,1.0,1.0,6.0,8.0,,3.0,1.0,4.0,,,,,,28.0,16.0,6.8,4.0,1,,,,,2.0,,1.0,,,1.0,,1.0,,,,,3.0,1.0,,1.0,,,,,,,,
10953388,home,Southampton,Che Adams,,,che-adams,C. Adams,F,19,175,2935,M,773409,EUR,837216000,F,10,10,True,15.0,10.0,,,2.0,2.0,9.0,14.0,2.0,5.0,,4.0,,,,,,28.0,23.0,6.7,8.0,0,,1.0,1.0,1.0,3.0,,3.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,
10953388,home,Southampton,Mislav Oršić,,,mislav-orsic,M. Oršić,M,17,178,6128,M,88645,EUR,725587200,F,11,11,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,14.0,5.0,6.5,1.0,1,,,,,,,,,,,,,,,orsic99,,,,,1.0,,,,,,,,
10953388,home,Southampton,Willy Caballero,,,willy-caballero,W. Caballero,G,,186,552,,52741,EUR,370483200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
