match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_keyPass,stat_totalOffside,stat_dispossessed,stat_errorLeadToAShot,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_bigChanceMissed
10929631,home,Gillingham,Jake Turner,,,jake-turner,J. Turner,G,25,180.0,28,M,848764,EUR,919900800.0,G,25,25,False,37.0,9.0,37.0,9.0,1.0,3.0,8.0,34.0,2.0,14.0,4.0,5.0,2.0,2.0,90.0,47.0,7.4,28.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10929631,home,Gillingham,Cheye Alexander,,,cheye-alexander,C. Alexander,D,,180.0,4,M,775097,EUR,789350400.0,D,2,2,False,11.0,4.0,2.0,1.0,3.0,5.0,1.0,7.0,,4.0,,,,,79.0,23.0,6.7,12.0,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10929631,home,Gillingham,Robbie McKenzie,,,robbie-mckenzie,R. McKenzie,M,14,184.0,18,M,895587,EUR,906681600.0,D,14,14,False,22.0,12.0,3.0,,4.0,5.0,8.0,17.0,1.0,1.0,,,,,90.0,46.0,6.7,20.0,0,,3.0,5.0,,,,,,,1.0,,2.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,
10929631,home,Gillingham,Max Ehmer,,,max-ehmer,M. Ehmer,D,5,188.0,8,M,144209,EUR,697075200.0,D,5,5,False,19.0,12.0,4.0,1.0,6.0,8.0,6.0,11.0,4.0,4.0,,,,,90.0,25.0,6.6,8.0,0,,2.0,2.0,,,,,,,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,
10929631,home,Gillingham,Will Wright,,,will-wright,W. Wright,D,5,190.0,34,M,956573,EUR,865987200.0,D,4,4,False,22.0,12.0,5.0,1.0,10.0,13.0,2.0,11.0,8.0,10.0,,,,,90.0,46.0,7.1,17.0,0,2.0,5.0,4.0,,,,1.0,2.0,2.0,2.0,,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,
10929631,home,Gillingham,David Tutonda,,,david-tutonda,D. Tutonda,D,3,180.0,28,M,789665,EUR,813369600.0,D,3,3,False,13.0,7.0,2.0,,4.0,7.0,3.0,9.0,,3.0,,,,,85.0,30.0,6.2,13.0,0,3.0,5.0,3.0,3.0,1.0,,,2.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,
10929631,home,Gillingham,Alex MacDonald,,,alex-macdonald,A. MacDonald,M,,175.0,10,M,36468,EUR,640051200.0,M,7,7,False,22.0,12.0,2.0,1.0,5.0,7.0,7.0,18.0,1.0,6.0,,,,,90.0,52.0,6.5,23.0,0,3.0,8.0,9.0,3.0,1.0,,,2.0,1.0,4.0,,4.0,3.0,,1.0,,,2.0,,3.0,,,,,,,,,
10929631,home,Gillingham,Shaun Williams,,,shaun-williams,S. Williams,M,,176.0,14,M,55253,EUR,530064000.0,M,6,6,False,28.0,19.0,6.0,2.0,12.0,13.0,7.0,15.0,,8.0,,,,,90.0,43.0,7.3,10.0,2,,5.0,11.0,1.0,1.0,,1.0,6.0,2.0,,1.0,4.0,1.0,,,,,,,3.0,True,1.0,1.0,,,,,,
10929631,home,Gillingham,Dom Jefferies,,,dom-jefferies,D. Jefferies,M,16,179.0,20,M,994672,EUR,1022025600.0,M,16,16,False,15.0,10.0,1.0,1.0,4.0,6.0,7.0,11.0,1.0,4.0,,,,,70.0,35.0,7.4,9.0,2,2.0,4.0,8.0,,,,,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,
10929631,home,Gillingham,Hakeeb Adelakun,,,hakeeb-adelakun,H. Adelakun,F,47,190.0,59,M,303450,EUR,834451200.0,M,21,21,False,20.0,13.0,6.0,1.0,7.0,9.0,6.0,13.0,,5.0,,,,,90.0,39.0,6.3,17.0,2,2.0,6.0,,2.0,,1.0,1.0,,,3.0,,1.0,,1.0,,,,2.0,,,,1.0,,,,,,,
