match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalCross,captain,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_wasFouled,stat_goals,stat_clearanceOffLine,stat_hitWoodwork,stat_errorLeadToAShot,stat_errorLeadToAGoal
12437000,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,33.0,23.0,13.0,3.0,0.0,20.0,22.0,3.0,11.0,1.0,1.0,3.0,10.0,6.0,7.0,1.0,90.0,50.0,8.8,11.0,0.00079893,0,1.8954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437000,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,45.0,40.0,4.0,3.0,0.0,24.0,26.0,16.0,19.0,3.0,10.0,5.0,3.0,,,,90.0,67.0,7.8,7.0,0.00523234,2,,1.0,5.0,1.0,2.0,1.0,1.0,2.0,7.0,5.0,1.0,0.0912,,,,,,,,,,,,,,,,,,,
12437000,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,41.0,31.0,10.0,5.0,0.0,18.0,25.0,13.0,17.0,3.0,5.0,7.0,2.0,,,,90.0,55.0,7.1,11.0,0.00450979,0,,2.0,3.0,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12437000,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,40.0,34.0,4.0,1.0,0.0,23.0,26.0,12.0,15.0,,2.0,3.0,3.0,,,,90.0,49.0,6.8,6.0,0.0770274,0,,1.0,4.0,1.0,,,,,2.0,,2.0,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
12437000,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,47.0,37.0,5.0,2.0,0.0,15.0,18.0,22.0,31.0,2.0,5.0,4.0,11.0,,,,90.0,78.0,7.3,18.0,0.0283845,3,,3.0,5.0,1.0,,2.0,,,2.0,,,0.4424,2.0,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.2616,,,,,,,
12437000,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,50.0,33.0,6.0,4.0,0.0,10.0,14.0,27.0,42.0,,4.0,4.0,5.0,,,,87.0,67.0,8.1,21.0,0.643785,0,,3.0,5.0,1.0,,,,,2.0,,1.0,,6.0,,4.0,6.0,,,,,,,2.0,,2.0,2.0,,,,,
12437000,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,40.0,25.0,12.0,5.0,0.0,9.0,13.0,16.0,27.0,4.0,9.0,4.0,7.0,,,,90.0,60.0,7.3,18.0,0.029339,1,,1.0,4.0,3.0,,1.0,,1.0,3.0,2.0,,0.0268,,,,1.0,,,,,2.0,,1.0,,,2.0,,,,,
12437000,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,26.0,20.0,6.0,2.0,0.0,9.0,13.0,11.0,15.0,,5.0,3.0,6.0,,,,72.0,49.0,6.9,12.0,0.0143285,0,,,2.0,,,,,,4.0,2.0,,,2.0,,,1.0,3.0,1.0,,,,,1.0,,,,,,,,
12437000,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,29.0,15.0,2.0,,0.0,1.0,4.0,16.0,28.0,4.0,7.0,4.0,3.0,,,,90.0,55.0,8.0,24.0,0.459471,3,,4.0,8.0,,2.0,1.0,1.0,1.0,,,,1.3485,3.0,,2.0,2.0,4.0,2.0,1.0,1.0,,,5.0,0.5876,1.0,1.0,1.0,1.0,,,
12437000,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,27.0,21.0,2.0,1.0,0.0,4.0,4.0,17.0,27.0,1.0,6.0,2.0,3.0,,,,89.0,53.0,6.6,16.0,0.0170006,6,,2.0,7.0,1.0,2.0,1.0,5.0,,,,,0.5757,4.0,,,,6.0,4.0,,,2.0,,2.0,,,1.0,,,1.0,2.0,
