match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,captain,stat_totalCross,stat_unsuccessfulTouch,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_ownGoals,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
12624905,home,Al-Riyadh,Mohamed Konaté,mohamed-konate,M. Konaté,F,13,190.0,2441,M,850011,EUR,881884800,F,13,13,False,9.0,3.0,,,0.0,,1.0,3.0,8.0,,4.0,,,,90.0,28.0,6.2,17.0,0,,4.0,13.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,4.0,,,,,,,,,,,
12624905,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,2.0,,,,13.0,8.0,6.8,3.0,0,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,
12624905,home,Al-Riyadh,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,M,50,50,True,6.0,3.0,1.0,,0.0,1.0,3.0,2.0,3.0,1.0,3.0,,,,12.0,14.0,6.9,4.0,0,Nawaf Al-Hawsawi,,,2.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
12624905,home,Al-Riyadh,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000,M,10,10,True,4.0,1.0,,,0.0,1.0,2.0,,2.0,,,,,,12.0,7.0,6.2,5.0,0,,,3.0,1.0,,1.0,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,
12624905,home,Al-Riyadh,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,0.0,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,home,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,True,,,,,,,,,,,,,,,,,,,0,Hussain Al-Nuweqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,M,7,7,True,,,,,,,,,,,,,,,,,,,0,Mohammed Al Aqal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,home,Al-Riyadh,Bader Al Mutairi,bader-al-mutairi,B. A. Mutairi,F,28,,11,M,1521955,EUR,1071792000,M,28,28,True,,,,,,,,,,,,,,,,,,,0,Bader Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,home,Al-Riyadh,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175.0,455,M,1501473,EUR,1189900800,F,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Abdullah Hussein Alowayshir,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800,G,1,1,False,32.0,21.0,16.0,5.0,0.0,18.0,20.0,3.0,12.0,,5.0,1.0,1.0,,90.0,38.0,6.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
12624905,away,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,58.0,45.0,6.0,,0.0,27.0,32.0,18.0,30.0,2.0,6.0,,,,90.0,85.0,6.7,20.0,1,,,1.0,3.0,,,1.0,,2.0,1.0,1.0,,,,,2.0,,,4.0,1.0,,,,,1.0,,,,,,
12624905,away,Al Wehda,Alexandru Crețu,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,D,6,6,False,61.0,50.0,13.0,3.0,0.0,38.0,39.0,12.0,22.0,4.0,6.0,,,,90.0,70.0,6.7,12.0,0,,1.0,2.0,4.0,,,1.0,,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,23.0,20.0,2.0,2.0,0.0,16.0,17.0,4.0,6.0,3.0,1.0,,,,45.0,30.0,6.7,4.0,0,,,1.0,2.0,,1.0,,,,,1.0,,1.0,,,,,True,,,,,,,,,,,,,
12624905,away,Al Wehda,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,49,49,False,29.0,21.0,1.0,,0.0,14.0,16.0,7.0,17.0,,2.0,,,,90.0,47.0,6.4,14.0,0,,1.0,5.0,4.0,3.0,1.0,,,2.0,1.0,,,2.0,,,2.0,,,4.0,,,,,,,,,,,,
12624905,away,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,8,8,False,77.0,64.0,6.0,3.0,0.0,37.0,42.0,27.0,35.0,2.0,12.0,,,,90.0,100.0,7.6,17.0,1,,1.0,7.0,12.0,2.0,1.0,3.0,3.0,6.0,5.0,2.0,3.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,
12624905,away,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,26.0,22.0,2.0,1.0,0.0,13.0,13.0,9.0,13.0,,4.0,,,,59.0,32.0,6.9,5.0,0,,,2.0,4.0,1.0,1.0,,,4.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Youssef Amyn,amyn-youssef,Y. Amyn,M,20,175.0,3727,M,1106352,EUR,1061424000,M,11,11,False,26.0,21.0,2.0,1.0,0.0,6.0,6.0,16.0,21.0,,3.0,,,,81.0,39.0,6.9,13.0,1,,,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,1.0,,2.0,1.0,,,,,yaminio10,1.0,
12624905,away,Al Wehda,Saad Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,18,18,False,27.0,19.0,3.0,2.0,0.0,12.0,14.0,7.0,14.0,,6.0,,,,81.0,35.0,6.8,10.0,1,Saad,,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,Bguir,,1.0,,,1.0,1.0,,,,,1.0,,,,,,
12624905,away,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,M,23,23,False,28.0,21.0,4.0,1.0,0.0,6.0,7.0,19.0,26.0,,8.0,,,,90.0,39.0,7.3,11.0,0,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,5.0,1.0,,,2.0,4.0,,,,,,1.0,
12624905,away,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,29774,EUR,613958400,F,9,9,False,16.0,9.0,1.0,1.0,0.0,2.0,5.0,7.0,11.0,,2.0,,,,90.0,30.0,6.8,10.0,3,,,2.0,4.0,,1.0,2.0,1.0,,,3.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0
12624905,away,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,True,23.0,19.0,2.0,,0.0,11.0,12.0,8.0,11.0,2.0,4.0,,,,45.0,33.0,7.0,4.0,0,,,2.0,4.0,,,,,3.0,2.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,True,26.0,22.0,5.0,2.0,0.0,8.0,9.0,14.0,17.0,,4.0,,,,31.0,33.0,6.8,4.0,0,,1.0,3.0,3.0,1.0,,2.0,2.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Hussain Ahmed Al Issa,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,989764,EUR,978048000,M,28,28,True,6.0,5.0,,,0.0,2.0,3.0,3.0,3.0,,1.0,,,,9.0,10.0,6.6,3.0,0,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,
12624905,away,Al Wehda,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,10,10,True,9.0,7.0,2.0,,0.0,1.0,1.0,6.0,8.0,,3.0,,,,9.0,11.0,6.2,2.0,1,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0
12624905,away,Al Wehda,Ahmed Al Rashidi,ahmed-al-rashidi,A. A. Rashidi,G,47,180.0,5,M,1549265,EUR,1026864000,G,47,47,True,,,,,,,,,,,,,,,,,,,0,Ahmed Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Ahmed Bandar Derwish,ahmed-bandar-derwish,A. B. Derwish,D,14,171.0,9,M,1185167,EUR,1002153600,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Saad Al Qahtani,saad-al-qahtani,S. A. Qahtani,D,55,174.0,4,M,1940720,EUR,1103587200,D,19,19,True,,,,,,,,,,,,,,,,,,,0,Saad Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,22,22,True,,,,,,,,,,,,,,,,,,,0,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624905,away,Al Wehda,Mourad Khodari,murad-khadhari,M. Khodari,F,77,171.0,66,M,1517639,EUR,1047427200,F,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
