match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_aerialLost,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,player_firstName,player_lastName,captain,stat_goals,stat_errorLeadToAShot,player_sofascoreId,stat_totalOffside
12499448,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,35.0,21.0,22.0,8.0,0.0,14.0,16.0,7.0,19.0,1.0,8.0,2.0,1.0,2.0,1.0,90.0,43.0,7.3,14.0,0.0189641,1.0,0,0.1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499448,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,44.0,32.0,15.0,6.0,0.0,17.0,20.0,15.0,24.0,5.0,7.0,,,,,90.0,55.0,7.3,13.0,0.0121727,,1,,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0165,,,,,,,,,,,,,,,,,,,,,,
12499448,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,46.0,32.0,12.0,3.0,0.0,23.0,25.0,9.0,21.0,4.0,5.0,,,,,90.0,59.0,7.1,15.0,0.00835344,,0,,5.0,5.0,7.0,,,,2.0,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12499448,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,47.0,40.0,10.0,5.0,0.0,26.0,30.0,14.0,18.0,4.0,4.0,,,,,90.0,63.0,7.3,11.0,0.171729,3.0,1,,1.0,7.0,2.0,1.0,,4.0,1.0,1.0,0.173,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.6544,,,,,,,,,,,,,
12499448,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,31.0,18.0,4.0,1.0,1.0,8.0,9.0,10.0,24.0,,4.0,,,,,73.0,60.0,6.5,28.0,0.0918666,2.0,0,,1.0,11.0,4.0,1.0,,2.0,2.0,1.0,,2.0,3.0,4.0,2.0,,5.0,,,,1.0,,,,,,,,,,,,
12499448,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,38.0,35.0,7.0,5.0,0.0,17.0,18.0,18.0,20.0,1.0,5.0,,,,,90.0,61.0,7.6,5.0,0.0836679,,1,,1.0,7.0,9.0,2.0,,3.0,6.0,2.0,0.117,3.0,,,,2.0,2.0,,1.0,0.5735,2.0,2.0,,,,,,,,,,,
12499448,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,55.0,39.0,6.0,2.0,0.0,15.0,20.0,28.0,48.0,,13.0,,,,,90.0,91.0,8.1,29.0,0.798164,3.0,3,,,6.0,10.0,1.0,,3.0,5.0,4.0,0.219,2.0,1.0,1.0,13.0,,2.0,1.0,2.0,0.277,,,4.0,1.0,1.0,5.0,,,,,,,
12499448,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,44.0,33.0,3.0,2.0,0.0,9.0,13.0,24.0,31.0,1.0,1.0,,,,,89.0,77.0,7.3,16.0,0.107452,1.0,5,,,7.0,7.0,3.0,,,5.0,3.0,0.5293,1.0,1.0,1.0,,1.0,1.0,,1.0,0.0438,,1.0,,,4.0,2.0,,,,,,,
12499448,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,26.0,19.0,,,0.0,9.0,11.0,12.0,18.0,1.0,7.0,,,,,87.0,49.0,6.7,14.0,0.0656793,,1,,1.0,7.0,6.0,2.0,,,1.0,,0.0893,3.0,2.0,,3.0,,5.0,,,,3.0,,2.0,,1.0,1.0,,,,,,,
12499448,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,35.0,28.0,,,1.0,8.0,10.0,21.0,30.0,2.0,3.0,,,,,90.0,62.0,7.6,21.0,0.876358,3.0,0,,3.0,2.0,6.0,,,2.0,1.0,,,,9.0,1.0,5.0,,1.0,,,,,,1.0,1.0,,2.0,,,,,,,
