match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,playerName,reason,rescinded,player_id,player_name,from,confirmed,length
10438173,FT,0.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10438173,,,,,90,6.0,,1,,,substitution,121670632.0,False,False,regular,,,,,,,,
10438173,,,,,90,4.0,,1,,,card,120692202.0,,True,yellow,Gustavo Assunção,Argument,False,981217.0,Gustavo Assunção,,,
10438173,,0.0,1.0,,90,3.0,,1,,,goal,168581526.0,,False,penalty,,,,822492.0,Morlaye Sylla,penalty,,
10438173,,,,,90,2.0,,1,,,varDecision,16518.0,,False,penaltyNotAwarded,,,,935643.0,Benji Michel,,False,
10438173,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,,4.0
10438173,,,,,86,,,5,,,substitution,121670628.0,False,True,regular,,,,,,,,
10438173,,,,,86,,,5,,,substitution,121670627.0,False,True,regular,,,,,,,,
10438173,,,,,75,,,16,,,substitution,121670609.0,False,True,regular,,,,,,,,
10438173,,,,,75,,,16,,,substitution,121670608.0,False,True,regular,,,,,,,,
10438173,,,,,72,,,19,,,substitution,121670603.0,False,False,regular,,,,,,,,
10438173,,,,,67,,,24,,,substitution,121670594.0,True,True,injury,,,,,,,,
10438173,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10438173,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,,2.0
