match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,player_lastName,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_bigChanceMissed
12785412,home,Arsenal,Jack Porter,Jack Porter,jack-porter,J. Porter,G,13,187,892,M,1899740,EUR,1216080000,G,92,92,False,15.0,10.0,5.0,1.0,0.0,9.0,10.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,90.0,22.0,6.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12785412,home,Arsenal,Josh Nichols,Josh Nichols,josh-nichols,J. Nichols,D,48,165,1710,M,1411039,EUR,1153872000,D,51,51,False,84.0,74.0,4.0,2.0,0.0,36.0,41.0,38.0,44.0,,,2.0,,,2.0,2.0,,,90.0,98.0,6.8,12.0,0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12785412,home,Arsenal,Jakub Kiwior,,kiwior-jakub,J. Kiwior,D,4,189,15126,M,976037,EUR,950572800,D,15,15,False,91.0,84.0,5.0,3.0,0.0,47.0,49.0,37.0,43.0,4.0,3.0,6.0,,,2.0,2.0,,,90.0,105.0,7.2,9.0,2,1.0,,j_kiwior,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12785412,home,Arsenal,Riccardo Calafiori,,riccardo-calafiori,R. Calafiori,D,33,188,24446,M,957602,EUR,1021766400,D,33,33,False,74.0,68.0,4.0,4.0,0.0,41.0,43.0,27.0,31.0,2.0,5.0,2.0,,,,4.0,,,70.0,83.0,6.5,11.0,1,,,richycala,1.0,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12785412,home,Arsenal,Myles Lewis-Skelly,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16221,M,1423711,EUR,1159228800,D,49,49,False,61.0,55.0,3.0,2.0,0.0,22.0,22.0,33.0,39.0,2.0,4.0,7.0,,2.0,,1.0,,,62.0,76.0,6.8,11.0,0,,4.0,myleslewisskelly,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,
12785412,home,Arsenal,Ethan Nwaneri,,ethan-nwaneri,E. Nwaneri,M,11,176,28815,M,1401702,EUR,1174435200,M,53,53,False,28.0,26.0,1.0,1.0,0.0,12.0,13.0,14.0,16.0,,6.0,3.0,1.0,1.0,,3.0,,,90.0,44.0,8.3,7.0,2,1.0,,ethan_nwaneri,,,2.0,,1.0,4.0,,,,2.0,1.0,2.0,2.0,,,,,,,,,,
12785412,home,Arsenal,Jorginho,,jorginho,Jorginho,M,21,180,32422,M,132874,EUR,693187200,M,20,20,False,59.0,54.0,8.0,6.0,0.0,21.0,21.0,33.0,38.0,2.0,1.0,4.0,,,1.0,3.0,,,90.0,65.0,7.4,5.0,0,,1.0,jorginhofrello,1.0,,1.0,1.0,,,,,,,,,,True,,,,,,,,,
12785412,home,Arsenal,Declan Rice,,declan-rice,D. Rice,M,41,188,64677,M,856714,EUR,916272000,M,41,41,False,31.0,30.0,,,1.0,13.0,13.0,18.0,20.0,,1.0,,,,,2.0,,,62.0,42.0,8.5,3.0,2,2.0,,DeclanRice,1.0,1.0,,,,,,3.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,,,,,,
12785412,home,Arsenal,Bukayo Saka,,bukayo-saka,B. Saka,F,7,178,182020,M,934235,EUR,999648000,F,7,7,False,34.0,29.0,2.0,2.0,0.0,9.0,11.0,20.0,28.0,,3.0,3.0,,1.0,,4.0,,,71.0,53.0,8.2,15.0,3,5.0,1.0,BSaka7,1.0,,1.0,1.0,,2.0,2.0,,3.0,6.0,1.0,1.0,,,,,,,,,,,
12785412,home,Arsenal,Gabriel Jesus,,gabriel-jesus,G. Jesus,F,9,175,74055,M,794839,EUR,860025600,F,9,9,False,34.0,30.0,,,0.0,3.0,4.0,27.0,31.0,,7.0,6.0,,2.0,1.0,4.0,,,90.0,59.0,7.4,14.0,5,1.0,,GabrielJesus,1.0,3.0,1.0,,1.0,8.0,2.0,1.0,4.0,2.0,5.0,,,,,,,,,,,,
