match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_totalTackle,stat_dispossessed,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
10913506,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187,324,M,235686,EUR,654652800,G,18,18,False,29.0,21.0,10.0,4.0,19.0,23.0,2.0,6.0,1.0,1.0,2.0,15.0,1.0,6.0,6.0,2.0,90.0,48.0,8.6,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913506,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176,240,M,818572,EUR,830217600,D,27,27,False,26.0,22.0,2.0,2.0,12.0,14.0,11.0,15.0,,,1.0,4.0,,,,,90.0,36.0,7.0,6.0,0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
10913506,home,Al-Shabab,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187,2715,M,76227,EUR,633571200,D,23,23,False,43.0,36.0,10.0,4.0,29.0,34.0,7.0,9.0,2.0,2.0,4.0,4.0,,,,,90.0,54.0,7.2,7.0,0,,,,1.0,4.0,2.0,3.0,1.0,,Grzegorz,Krychowiak,2.0,,,,,,,,,,,,,,,,,,
10913506,home,Al-Shabab,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,881837,EUR,918518400,D,5,5,False,37.0,33.0,4.0,2.0,24.0,26.0,9.0,11.0,1.0,3.0,,3.0,,,,,82.0,41.0,7.1,4.0,0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10913506,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171,848,M,1022679,EUR,950918400,D,24,24,False,42.0,37.0,1.0,,21.0,24.0,18.0,23.0,1.0,9.0,1.0,8.0,,,,,90.0,76.0,7.6,13.0,2,,5.0,2.0,,6.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,
10913506,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177,32,M,893218,EUR,787881600,M,15,15,False,57.0,55.0,2.0,2.0,33.0,33.0,22.0,24.0,,3.0,,4.0,,,,,90.0,67.0,6.5,6.0,1,,,,,5.0,3.0,1.0,,,,,,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,
10913506,home,Al-Shabab,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185,28,M,818624,EUR,735955200,M,89,89,False,51.0,46.0,3.0,1.0,30.0,30.0,16.0,21.0,,6.0,,7.0,,,,,90.0,69.0,7.2,10.0,0,,,,,6.0,3.0,2.0,,1.0,,,1.0,2.0,1.0,5.0,2.0,,2.0,2.0,,,,,,,,,,,
10913506,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174,1194,M,31981,EUR,583545600,M,10,10,False,73.0,63.0,14.0,12.0,26.0,27.0,37.0,48.0,1.0,7.0,1.0,4.0,,,,,90.0,92.0,8.4,17.0,3,,2.0,,,7.0,2.0,,1.0,3.0,,,,2.0,1.0,1.0,3.0,1.0,,1.0,4.0,,True,2.0,1.0,,,,,,
10913506,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177,565,M,789438,EUR,733190400,F,8,8,False,31.0,24.0,1.0,,10.0,10.0,14.0,24.0,2.0,2.0,1.0,2.0,,,,,78.0,38.0,6.4,12.0,1,,3.0,,1.0,5.0,2.0,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
10913506,home,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182,384,,306498,EUR,818294400,F,77,77,False,17.0,12.0,,,4.0,5.0,8.0,12.0,1.0,1.0,,2.0,,,,,68.0,25.0,6.4,9.0,1,,,,2.0,7.0,,,2.0,1.0,,,,1.0,,,2.0,,,1.0,,1.0,,,,2.0,,,,,
