match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_errorLeadToAShot,stat_dispossessed,stat_bigChanceMissed,stat_fouls,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_penaltyWon,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded,stat_totalOffside
14064507,home,Metz,Jonathan Fischer,jonathan-fischer,J. Fischer,G,1,197.0,267,M,1004550,EUR,999993600,G,1,1,False,30.0,17.0,16.0,3.0,0.0,15.0,20.0,2.0,10.0,1.0,8.0,1.0,2.0,1.0,90.0,36.0,6.8,13.0,0.00060576,0.5137,0,0.2925,0.04,0.0,-0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064507,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173.0,315,M,867575,EUR,895622400,D,39,39,False,48.0,41.0,8.0,4.0,0.0,25.0,27.0,16.0,21.0,4.0,4.0,,,,90.0,82.0,7.8,12.0,0.0086167,,2,,0.17,0.24,0.33,,1.0,1.0,1.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0659,0.4076,0.01,,,,,,,,,,,,,,,,,,,
14064507,home,Metz,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186.0,1191,M,326343,EUR,811987200,D,5,5,False,67.0,58.0,10.0,1.0,0.0,45.0,47.0,13.0,20.0,6.0,6.0,,,,90.0,79.0,7.2,9.0,0.0108816,,2,,0.17,0.11,0.36,,,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,0.2525,,-0.26,1.0,1.0,,,,,,,,,,,,,,,,,
14064507,home,Metz,Terry Yegbe,terry-yegbe,T. Yegbe,D,15,195.0,357,M,1200442,EUR,980380800,D,15,15,False,57.0,50.0,8.0,3.0,0.0,42.0,45.0,8.0,12.0,6.0,2.0,,,,90.0,67.0,6.9,8.0,0.00620888,,0,,0.09,0.05,0.13,,,1.0,1.0,3.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,Terry Yegbe,,1.0,1.0,,,,,,,,,,,,,
14064507,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179.0,51,M,128285,EUR,690163200,D,2,2,False,54.0,50.0,3.0,,0.0,28.0,29.0,22.0,25.0,1.0,3.0,,,,90.0,74.0,7.2,5.0,0.0192627,,1,,0.09,0.09,0.24,,,,1.0,6.0,,2.0,2.0,1.0,,,,2.0,4.0,3.0,,,0.233,,-0.51,,,,,,,1.0,1.0,,,,,,,,,,,
14064507,home,Metz,Alpha Touré,alpha-toure,A. Touré,M,12,180.0,636,M,1597191,EUR,1138147200,M,12,12,False,54.0,49.0,3.0,1.0,0.0,23.0,24.0,26.0,30.0,4.0,,,,,90.0,71.0,7.3,6.0,0.0446595,,2,,0.17,0.22,0.3,,,2.0,4.0,9.0,,1.0,1.0,2.0,,,1.0,1.0,2.0,2.0,,4.0,0.0381,,-0.15,,3.0,Alpha,Touré,1.0,1.0,1.0,,2.0,,,,,,,,,,
14064507,home,Metz,Cheick Tidiane Sabaly,cheick-tidiane-sabaly,C. T. Sabaly,F,14,168.0,3796,M,942834,EUR,920505600,M,14,14,False,23.0,18.0,,,0.0,8.0,10.0,10.0,13.0,1.0,2.0,,,,81.0,33.0,6.5,8.0,0.0100333,,1,,-0.07,0.03,0.16,,,1.0,6.0,3.0,,1.0,,,1.0,,,,2.0,2.0,2.0,,0.1465,0.1188,0.04,1.0,1.0,,,1.0,,,1.0,4.0,,,,,,,,,,
14064507,home,Metz,Gauthier Hein,gauthier-hein,G. Hein,M,10,170.0,632,M,842391,EUR,839376000,M,10,10,False,50.0,47.0,4.0,4.0,0.0,23.0,24.0,24.0,26.0,,4.0,,,,90.0,68.0,8.3,13.0,0.117002,,4,,0.22,0.37,0.14,,2.0,1.0,5.0,3.0,,,,1.0,2.0,,,,1.0,,5.0,1.0,1.6981,1.9501,0.67,,2.0,,,,,3.0,,2.0,True,1.0,1.0,2.0,,,,,,
14064507,home,Metz,Jessy Deminguet,jessy-deminguet,J. Deminguet,M,20,178.0,128,M,902657,EUR,884131200,M,20,20,False,24.0,22.0,4.0,2.0,0.0,6.0,6.0,16.0,18.0,,3.0,,,,81.0,33.0,7.0,3.0,0.0111831,,1,,-0.01,0.15,0.17,,1.0,,1.0,4.0,,2.0,2.0,,1.0,,,1.0,1.0,1.0,,1.0,0.0305,0.0676,-0.07,,1.0,,,1.0,,,,,,,,,,,,,,
14064507,home,Metz,Georgiy Tsitaishvili,giorgi-tsitaishvili,G. Tsitaishvili,M,7,171.0,1454,M,875677,EUR,974505600,M,7,7,False,25.0,21.0,2.0,1.0,0.0,11.0,13.0,10.0,12.0,,6.0,,,,81.0,42.0,7.3,12.0,0.784467,,1,,0.46,0.25,0.17,,7.0,,4.0,3.0,,3.0,,1.0,,,,2.0,2.0,1.0,1.0,1.0,0.0383,,-0.1,1.0,2.0,,,,,,,1.0,,3.0,,,,,,,,
14064507,home,Metz,Habib Diallo,habib-diallo,H. Diallo,F,30,186.0,7542,M,802159,EUR,803433600,F,30,30,False,6.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,2.0,2.0,,,,90.0,23.0,6.3,8.0,0.0206387,,2,,0.27,0.19,0.17,,,1.0,12.0,4.0,,,,1.0,1.0,,,,2.0,2.0,5.0,1.0,0.9633,0.3691,-0.56,,1.0,,,6.0,,2.0,2.0,6.0,,,,,habibdiallo28,,,,,
14064507,home,Metz,Giorgi Abuashvili,giorgi-abuashvili,G. Abuashvili,M,9,175.0,496,M,985199,EUR,1044662400,F,9,9,True,6.0,6.0,,,0.0,1.0,1.0,5.0,5.0,1.0,2.0,,,,9.0,12.0,6.8,2.0,0.23672,,0,,0.17,0.08,0.16,,,,2.0,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,
