match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_wonTackle,stat_aerialWon,stat_shotOffTarget,stat_lastManTackle,stat_expectedGoals,captain,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,stat_accurateCross,stat_errorLeadToAGoal,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_lastName
12764439,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,201925,M,TheOctopus,70988,EUR,705542400,G,1,1,False,34.0,32.0,4.0,2.0,0.0,32.0,32.0,2.0,9.0,2.0,1.0,2.0,90.0,44.0,6.8,2.0,0.00010393,0,-0.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764439,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375067,M,Fede,831808,EUR,901065600,D,8,8,False,79.0,72.0,3.0,2.0,1.0,36.0,41.0,38.0,4.0,,,,90.0,95.0,7.8,7.0,0.0634619,0,,36.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764439,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,118806,M,asencio,1156645,EUR,1045094400,D,35,35,False,71.0,66.0,5.0,3.0,0.0,47.0,51.0,21.0,4.0,,,,90.0,87.0,6.8,9.0,0.0123071,0,,19.0,5.0,5.0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
12764439,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,191574,M,ARüdiger,142622,EUR,731116800,D,22,22,False,76.0,72.0,5.0,5.0,0.0,55.0,58.0,18.0,3.0,,,,78.0,84.0,7.3,4.0,0.00911507,1,,17.0,2.0,4.0,,,,3.0,1.0,,,,2.0,,,,,2.0,1.0,1.0,1.0,1.0,0.2092,,,,,,,,,,,,,
12764439,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70600,M,FerMendy,792073,EUR,802569600,D,23,23,False,59.0,55.0,1.0,1.0,0.0,22.0,24.0,38.0,3.0,,,,90.0,76.0,7.2,7.0,0.0191795,0,,33.0,1.0,3.0,,2.0,,1.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764439,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,352872,M,LModric10,15466,EUR,495072000,M,10,10,False,128.0,119.0,12.0,9.0,1.0,63.0,67.0,65.0,8.0,,,,90.0,141.0,7.9,14.0,0.0687689,0,,56.0,1.0,5.0,,,2.0,4.0,,,2.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,,,,True,1.0,,,,,,,,,,,
12764439,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67330,M,Danifuli10,547838,EUR,839376000,M,19,19,False,88.0,87.0,2.0,2.0,0.0,58.0,58.0,30.0,4.0,,,,64.0,100.0,7.3,1.0,0.0233473,0,,29.0,4.0,6.0,,1.0,,5.0,,1.0,,,,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12764439,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1020916,M,JudeBell,991011,EUR,1056844800,M,5,5,False,63.0,59.0,4.0,3.0,2.0,27.0,27.0,38.0,,,,,64.0,79.0,8.1,9.0,0.0528875,1,,32.0,4.0,6.0,1.0,,,1.0,2.0,1.0,3.0,2.0,,,1.0,5.0,3.0,1.0,1.0,,,,0.0214,,,1.0,,,,,,,,,,
12764439,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,704705,M,Rodrygo,910536,EUR,978998400,F,11,11,False,33.0,31.0,,,0.0,5.0,5.0,29.0,,,,,72.0,45.0,8.3,8.0,0.0894586,3,,26.0,3.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,0.273,,3.0,1.0,2.0,2.0,0.6347,,,,,,,
12764439,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1752512,M,KMbappé,826643,EUR,914112000,F,9,9,False,31.0,26.0,1.0,1.0,0.0,4.0,5.0,27.0,1.0,,,,72.0,41.0,7.4,11.0,0.0164999,1,,22.0,3.0,3.0,,,,1.0,,,,1.0,,,2.0,3.0,2.0,,1.0,,,,0.9609,,2.0,,1.0,1.0,0.9949,,,,,,,
