match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_aerialLost,stat_fouls,stat_accurateCross,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_wonContest,stat_hitWoodwork
12448347,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,True,33.0,28.0,7.0,2.0,0.0,27.0,29.0,1.0,4.0,8.0,1.0,1.0,1.0,2.0,90.0,40.0,6.1,6.0,0.00123375,0,-1.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448347,home,Sparta Rotterdam,Boyd Reith,boyd-reith,B. Reith,D,2,175,53,M,825836,EUR,925862400,D,2,2,False,,52.0,40.0,11.0,6.0,0.0,16.0,18.0,24.0,39.0,6.0,1.0,,,,90.0,76.0,7.2,19.0,0.104109,2,,,,5.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0672,0.0655,,,,,,,,,,,,,
12448347,home,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,3,3,False,,82.0,75.0,11.0,6.0,0.0,40.0,45.0,35.0,37.0,3.0,,,,,90.0,91.0,7.1,7.0,0.0392567,0,,Rick Meijssen,,,2.0,,3.0,,,,4.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,
12448347,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,,85.0,79.0,16.0,13.0,0.0,43.0,45.0,36.0,40.0,2.0,,,,,90.0,95.0,7.7,6.0,0.0691539,2,,,,,7.0,1.0,9.0,,1.0,1.0,4.0,1.0,2.0,1.0,,0.0802,0.2574,1.0,,1.0,,,,,,,,,,
12448347,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,,31.0,25.0,4.0,,0.0,16.0,19.0,9.0,13.0,3.0,1.0,,,,67.0,39.0,6.2,8.0,0.0170359,0,,,,1.0,,4.0,,,,,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,
12448347,home,Sparta Rotterdam,Julian Baas,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,6,6,False,,71.0,63.0,6.0,6.0,1.0,15.0,17.0,50.0,57.0,,1.0,,,,90.0,87.0,7.7,10.0,0.174237,0,,,,3.0,4.0,4.0,5.0,,,,2.0,3.0,1.0,1.0,,,,,4.0,1.0,3.0,,2.0,,,,,,,
12448347,home,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,M,7,7,False,,36.0,29.0,2.0,1.0,0.0,7.0,9.0,23.0,31.0,3.0,2.0,,,,90.0,55.0,7.2,14.0,0.161371,4,,Camiel Neghli,,4.0,,6.0,1.0,,3.0,1.0,1.0,2.0,,,1.0,0.2791,0.0852,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,,
12448347,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,,10.0,7.0,2.0,,0.0,4.0,4.0,3.0,6.0,1.0,,,,,45.0,16.0,6.8,3.0,0.00586737,2,,,,,1.0,2.0,2.0,,1.0,1.0,3.0,,1.0,,,0.1526,0.0295,,,,1.0,1.0,,,,,,,,
12448347,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,8,8,False,,23.0,19.0,1.0,,0.0,9.0,11.0,10.0,12.0,1.0,1.0,,,,45.0,30.0,6.6,5.0,0.0132153,0,,,,,1.0,1.0,3.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
12448347,home,Sparta Rotterdam,Mohamed Nassoh,mohamed-nassoh,M. Nassoh,M,10,186,724,M,1088895,EUR,1043539200,M,11,11,False,,33.0,28.0,4.0,3.0,0.0,7.0,9.0,22.0,30.0,6.0,1.0,,,,78.0,48.0,7.0,13.0,0.206976,1,,Mohamed Nassoh,,6.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,0.0795,,,1.0,,,,1.0,,,1.0,,,,
12448347,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,,14.0,10.0,,,0.0,5.0,7.0,5.0,7.0,1.0,4.0,,,,45.0,21.0,7.0,9.0,0.108733,2,,,,,4.0,1.0,4.0,,1.0,1.0,,,,,,0.1366,0.0753,,1.0,,1.0,,,,,,,,,
12448347,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,16,16,True,,14.0,8.0,,,0.0,4.0,5.0,4.0,10.0,3.0,,,,,45.0,23.0,7.2,7.0,0.0279607,1,,,,1.0,1.0,3.0,5.0,,,,,1.0,2.0,2.0,2.0,0.1058,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,
12448347,home,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,14,14,True,,24.0,22.0,4.0,3.0,0.0,2.0,3.0,20.0,22.0,2.0,,,,,45.0,34.0,6.8,3.0,0.164812,0,,Metinho,,1.0,1.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,
12448347,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,19,19,True,,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,2.0,1.0,,,,45.0,17.0,6.6,3.0,0.0096491,1,,Charles-Andreas,Brym,,,2.0,1.0,,,1.0,3.0,,1.0,1.0,,0.6854,0.2666,,1.0,,1.0,1.0,,,,,1.0,,,
12448347,home,Sparta Rotterdam,Mike Kleijn,kleijn-mike,M. Kleijn,D,15,175,123,M,1193084,EUR,1107907200,D,15,15,True,,17.0,14.0,3.0,2.0,0.0,5.0,5.0,10.0,18.0,1.0,,,,,23.0,34.0,7.3,8.0,0.0211059,0,,,,6.0,,1.0,3.0,,,,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,
