match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonTackle,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork
11396186,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,49.0,34.0,31.0,16.0,28.0,31.0,6.0,18.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,90.0,61.0,7.0,15.0,0.00102631,0,-0.2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,False,35.0,28.0,4.0,2.0,19.0,26.0,9.0,10.0,5.0,4.0,6.0,2.0,,,,,,90.0,62.0,6.9,11.0,0.00631396,0,,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,64.0,55.0,12.0,5.0,45.0,48.0,10.0,16.0,2.0,5.0,5.0,2.0,,,,,,90.0,77.0,6.9,10.0,0.0226901,0,,,1.0,,3.0,,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,56.0,53.0,1.0,,34.0,35.0,19.0,21.0,2.0,7.0,3.0,1.0,,,,,,85.0,70.0,7.0,3.0,0.00832955,0,,,1.0,1.0,2.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,M,9,9,False,15.0,12.0,1.0,,7.0,8.0,5.0,11.0,,1.0,1.0,,,,,,,58.0,22.0,6.5,8.0,0.00583214,0,,4.0,,,2.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,33.0,22.0,3.0,1.0,11.0,15.0,11.0,18.0,5.0,,8.0,4.0,,,,,,89.0,55.0,6.3,20.0,0.0218093,0,,,,1.0,9.0,2.0,,2.0,3.0,,,,2.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,37.0,32.0,6.0,4.0,15.0,18.0,17.0,19.0,3.0,4.0,3.0,3.0,,,,,,90.0,51.0,6.8,6.0,0.0133097,0,,,1.0,,4.0,,,3.0,1.0,,,,1.0,,2.0,,1.0,True,,,,,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,40.0,31.0,2.0,1.0,13.0,15.0,18.0,25.0,11.0,,5.0,6.0,,,,,,90.0,61.0,7.1,16.0,0.0172473,1,,,,,6.0,1.0,,2.0,1.0,4.0,,,,1.0,1.0,5.0,3.0,,1.0,1.0,0.0202,0.0161,,,,,,,,,,,
11396186,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,M,29,29,False,31.0,25.0,3.0,2.0,17.0,21.0,8.0,11.0,7.0,2.0,2.0,2.0,,,,,,90.0,51.0,7.2,10.0,0.0520741,0,,1.0,2.0,1.0,4.0,,,1.0,1.0,4.0,,,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,
11396186,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,False,21.0,15.0,1.0,1.0,1.0,2.0,14.0,19.0,2.0,2.0,,1.0,,,,,,57.0,32.0,6.8,9.0,0.0250525,0,,,1.0,,3.0,1.0,,,1.0,,,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,
