match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_accurateCross,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_penaltyWon
14025182,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192.0,4016,M,252669,EUR,727228800,G,1,1,False,34.0,29.0,7.0,2.0,0.0,27.0,27.0,2.0,7.0,2.0,9.0,1.0,3.0,2.0,3.0,3.0,3.0,90.0,44.0,6.7,5.0,0.00063979,91.708558120462,15.0,39.754294628615,0.436,0,0.0274,-0.03,0.02,-0.34,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025182,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182.0,1449,M,143047,EUR,695520000,D,2,2,False,20.0,14.0,4.0,3.0,0.0,12.0,14.0,2.0,6.0,2.0,2.0,,,,,,,45.0,30.0,5.4,7.0,0.00059412,42.496948467406,5.0,-8.7987906134016,,0,,-0.04,0.03,-0.81,,True,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14025182,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188.0,3155,M,1014835,EUR,988761600,D,15,15,False,53.0,46.0,4.0,1.0,0.0,34.0,36.0,12.0,17.0,3.0,5.0,,,,,,,90.0,85.0,6.2,17.0,0.0107681,166.59374102093,20.0,70.713553454626,,3,,0.03,0.13,-0.31,,,,2.0,,8.0,5.0,1.0,3.0,1.0,4.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.1809,26.311315077269,29.253726070366,1.0,1.0,-0.43,,,,,,,,,,,,,
14025182,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1175,M,846308,EUR,910569600,D,4,4,False,46.0,39.0,1.0,,0.0,34.0,38.0,5.0,8.0,4.0,4.0,1.0,,,,,,90.0,57.0,6.0,9.0,0.358114,190.51998679405,20.0,77.482590444097,,0,,0.12,0.12,-0.57,,,1.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,45.444685005628,47.965645716492,1.0,,,,,,,,,,,,,,,
14025182,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180.0,695,M,1013928,EUR,1032307200,D,3,3,False,27.0,22.0,3.0,1.0,0.0,12.0,14.0,10.0,13.0,2.0,4.0,1.0,,,,,,90.0,52.0,6.4,13.0,0.213144,119.28542738671,10.0,62.94470004447,,1,,0.35,0.13,-0.36,,,4.0,,,6.0,4.0,1.0,2.0,1.0,1.0,2.0,,,4.0,,1.0,2.0,2.0,1.0,1.0,0.043,22.258992813036,72.677072652982,3.0,2.0,-0.13,,,2.0,,,,,,,,,,
14025182,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176.0,14959,M,1015267,EUR,981936000,M,8,8,False,46.0,41.0,2.0,2.0,0.0,19.0,21.0,22.0,25.0,,4.0,,,,,,,89.0,56.0,6.9,7.0,0.0954869,192.71198504683,18.0,69.036897523239,,0,,0.24,0.08,-0.19,,,,,,3.0,5.0,1.0,2.0,1.0,,,,,1.0,,,4.0,1.0,,,,28.833962650022,33.829756664806,1.0,,,,,,joaogomes.01,,,,,,,,,
14025182,home,Wolverhampton,Angel Gomes,angel-gomes,A. Gomes,M,47,168.0,3430,M,867441,EUR,967680000,M,47,47,False,35.0,33.0,3.0,3.0,0.0,18.0,18.0,15.0,17.0,2.0,6.0,,,,,,,79.0,49.0,7.3,5.0,0.0642038,85.572237111098,12.0,33.386594618031,,0,,0.33,0.24,-0.08,,,3.0,,,2.0,6.0,1.0,2.0,2.0,,,,1.0,,,,2.0,2.0,,2.0,,,,,2.0,,,,1.0,,,,,,,,,,
14025182,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177.0,6362,M,786186,EUR,822614400,M,11,11,False,5.0,4.0,1.0,,0.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,43.0,13.0,6.4,3.0,0.00442047,29.711355583866,4.0,14.318584865639,,0,,0.01,0.08,-0.15,,,,,,3.0,3.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,3.0,,11.467314551437,14.500865629334,1.0,,,,,,Hwangso,,,,,,,,,
14025182,home,Wolverhampton,Mateus Mané,mateus-mane,M. Mané,F,36,175.0,4053,M,1899647,EUR,1189900800,M,36,36,False,26.0,18.0,4.0,1.0,0.0,5.0,5.0,13.0,21.0,2.0,4.0,,,,,,,90.0,49.0,6.7,17.0,0.0835013,125.1585208348,14.0,68.438587622809,,3,,0.28,0.26,-0.18,,,7.0,1.0,1.0,5.0,6.0,1.0,5.0,3.0,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.1445,25.842338966377,36.073613256144,2.0,2.0,-0.23,Mateus Mané,,3.0,,1.0,,,,,,,,
14025182,home,Wolverhampton,Adam Armstrong,adam-armstrong,A. Armstrong,F,9,172.0,1450,M,361352,EUR,855532800,M,9,9,False,10.0,8.0,,,1.0,2.0,2.0,6.0,8.0,,,,,,,,,90.0,18.0,7.0,6.0,0.354758,29.267198958848,5.0,13.51017576544,,0,,0.6,0.04,-0.18,,,,,1.0,4.0,3.0,,3.0,2.0,,,,2.0,1.0,,,,,2.0,,,,,,1.0,,Adam,Armstrong,,,,1.0,,,,,,,
