match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_outfielderBlock,stat_bigChanceMissed,stat_wasFouled,stat_challengeLost,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches
10433796,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,F,27,27,False,,43.0,37.0,,,5.0,6.0,33.0,40.0,2.0,1.0,7.0,,,,,,90.0,62.0,7.3,16.0,1,,,3.0,,6.0,1.0,1.0,2.0,3.0,,1.0,,,,,1.0,6.0,,,2.0,1.0,mahmoudtrezeguet,1.0,1.0,,,
10433796,home,Trabzonspor,Djaniny,djaniny,Djaniny,F,,190,371,M,975869,EUR,669513600,F,21,21,True,,21.0,19.0,,,1.0,1.0,18.0,22.0,2.0,,3.0,,,,,,45.0,35.0,6.6,12.0,0,,,2.0,1.0,3.0,3.0,,2.0,,,,,,,,,2.0,,,1.0,,,,,,,
10433796,home,Trabzonspor,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1198,M,326343,EUR,811987200,M,25,25,True,,32.0,25.0,6.0,3.0,9.0,12.0,16.0,20.0,3.0,3.0,5.0,,,,,,30.0,38.0,6.8,7.0,1,,,,1.0,2.0,,,,2.0,,,,,,1.0,,,,,2.0,,,,,,,
10433796,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,6.0,5.0,,,1.0,1.0,4.0,5.0,3.0,,1.0,,,,,,30.0,11.0,6.6,2.0,1,,,,,3.0,,3.0,,2.0,,,,,2.0,1.0,,,,,1.0,,,,,2.0,,
10433796,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,True,,12.0,12.0,1.0,1.0,2.0,2.0,10.0,13.0,2.0,1.0,4.0,,,,,,16.0,21.0,6.9,3.0,2,,,3.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,
10433796,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,True,,8.0,7.0,1.0,,,,7.0,8.0,,,,,,,,,13.0,8.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,home,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1163,M,954317,EUR,1055462400,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,home,Trabzonspor,Mountassir Lahtimi,mountassir-lahtimi,M. Elhtemy,M,21,180,708,M,1013427,EUR,986083200,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,home,Trabzonspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Ertuğrul Taşkıran,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,,36.0,22.0,24.0,11.0,15.0,19.0,7.0,17.0,1.0,4.0,11.0,,,3.0,1.0,1.0,90.0,53.0,7.7,15.0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
10433796,away,Kasımpaşa,Florent Hadergjonaj,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,,28.0,18.0,13.0,4.0,8.0,11.0,11.0,23.0,4.0,4.0,4.0,3.0,,,,,90.0,53.0,7.5,16.0,0,,,6.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,
10433796,away,Kasımpaşa,Jeffrey Bruma,jeffrey-bruma,J. Bruma,D,,190,56,M,87223,EUR,689990400,D,5,5,False,,28.0,19.0,8.0,3.0,15.0,18.0,4.0,10.0,5.0,6.0,4.0,2.0,,,,,90.0,42.0,7.4,9.0,0,,,,3.0,6.0,,,,2.0,,4.0,,4.0,,,,,1.0,,,,,,,,,
10433796,away,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181,71,M,111811,EUR,725846400,D,18,18,False,,30.0,26.0,4.0,1.0,24.0,25.0,2.0,5.0,2.0,4.0,8.0,1.0,,,,,90.0,39.0,7.0,4.0,0,,,,1.0,3.0,,,,2.0,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,
10433796,away,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,D,12,12,False,,40.0,28.0,2.0,,12.0,16.0,17.0,28.0,4.0,4.0,5.0,3.0,,,,,90.0,65.0,7.6,19.0,1,,,4.0,,,,,1.0,,,2.0,2.0,,,1.0,,2.0,1.0,,1.0,,,1.0,,,,
10433796,away,Kasımpaşa,Mickael Tirpan,mickael-tirpan,M. Tirpan,D,25,177,58,M,800340,EUR,751334400,M,24,24,False,,45.0,27.0,7.0,5.0,14.0,19.0,13.0,26.0,6.0,3.0,11.0,2.0,,,,,90.0,58.0,7.0,21.0,1,,,,4.0,5.0,,1.0,,2.0,,1.0,2.0,2.0,,1.0,,2.0,1.0,,,,,,,,,
10433796,away,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,M,7,7,False,,13.0,9.0,,,4.0,5.0,6.0,10.0,8.0,,2.0,4.0,,,,,88.0,28.0,7.0,9.0,1,,,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,4.0,,1.0,,,3.0,,,1.0,,,1.0,,1.0,,
10433796,away,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,True,23.0,18.0,3.0,1.0,10.0,12.0,8.0,11.0,6.0,,3.0,3.0,,,,,70.0,35.0,6.6,10.0,1,,,,,6.0,1.0,,,1.0,,,,2.0,,1.0,,4.0,,,3.0,2.0,,,,,,
10433796,away,Kasımpaşa,Valentin Eysseric,valentin-eysseric,V. Eysseric,M,,181,141,M,139798,EUR,701481600,M,13,13,False,,37.0,28.0,6.0,3.0,16.0,19.0,12.0,23.0,8.0,1.0,7.0,3.0,,,,,78.0,57.0,7.1,17.0,1,,,5.0,,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,,1.0,1.0,,,4.0,1.0,,,,1.0,,
10433796,away,Kasımpaşa,Bersant Celina,bersant-celina,B. Celina,M,10,181,399,M,281013,EUR,842227200,M,59,59,False,,26.0,23.0,2.0,1.0,4.0,4.0,19.0,22.0,1.0,1.0,5.0,,,,,,88.0,31.0,6.5,5.0,0,,,,,3.0,,2.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,,
10433796,away,Kasımpaşa,Stéphane Bahoken,stephane-bahoken,S. Bahoken,F,,185,234,M,153220,EUR,707011200,F,19,19,False,,25.0,19.0,1.0,,7.0,8.0,12.0,19.0,3.0,2.0,2.0,,,,,,90.0,38.0,6.5,12.0,1,,,2.0,2.0,7.0,,1.0,,3.0,,,,1.0,,1.0,,3.0,,,1.0,2.0,,,,1.0,,
10433796,away,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,True,,7.0,6.0,,,3.0,3.0,3.0,4.0,,,2.0,,,,,,20.0,9.0,6.2,2.0,0,,,,,4.0,,,,1.0,,,,2.0,,,,1.0,,,,1.0,,,,,,
10433796,away,Kasımpaşa,Yunus Malli,yunus-malli,Y. Malli,M,,179,114,M,136262,EUR,698889600,M,11,11,True,,6.0,6.0,,,,,6.0,6.0,1.0,,1.0,1.0,,,,,12.0,8.0,6.7,1.0,0,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,
10433796,away,Kasımpaşa,Ahmet Engin,engin-ahmet,A. Engin,M,17,180,26,M,791087,EUR,839548800,M,17,17,True,,,,,,,,,,,,,,,,,,8.0,,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Tunay Torun,tunay-torun,T. Torun,M,,176,12,,30241,EUR,640656000,M,8,8,True,,4.0,3.0,1.0,1.0,,1.0,3.0,4.0,,,1.0,,,,,,8.0,6.0,6.7,2.0,1,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
10433796,away,Kasımpaşa,Erdem Canpolat,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,Erdem Canpolat,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Daniel Graovac,daniel-graovac,D. Graovac,D,4,186,248,M,94815,EUR,744768000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Raoul Petretta,raoul-petretta,R. Petretta,D,18,175,133,M,788275,EUR,859161600,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Ryan Donk,ryan-donk,R. Donk,D,,192,133,,14900,EUR,512524800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Turgay Gemicibaşı,turgay-gemicibasi,T. Gemicibaşi,M,8,180,33,M,807398,EUR,830217600,M,81,81,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433796,away,Kasımpaşa,Ali Sühan Demirel,ali-suhan-demirel,A. S. Demirel,F,,182,27,M,1138089,EUR,1041465600,M,99,99,True,,,,,,,,,,,,,,,,,,,,,,0,Ali Demirel,,,,,,,,,,,,,,,,,,,,,,,,,,
