match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_bigChanceCreated
12499333,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,42.0,25.0,26.0,9.0,0.0,21.0,23.0,4.0,19.0,1.0,6.0,2.0,1.0,90.0,49.0,7.0,17.0,0.00119641,0,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499333,home,Milan,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,emerson_royal,856123,EUR,916272000,D,22,22,False,,52.0,44.0,6.0,3.0,0.0,34.0,37.0,10.0,15.0,4.0,1.0,,,90.0,69.0,7.1,10.0,0.00376473,0,,2.0,3.0,7.0,3.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499333,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,28,28,False,,43.0,42.0,1.0,,0.0,38.0,38.0,4.0,5.0,8.0,,,,90.0,52.0,7.0,1.0,0.00173182,0,,2.0,2.0,3.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
12499333,home,Milan,Strahinja Pavlović,strahinja-pavlovic,S. Pavlović,D,31,194,8727,M,strahinjapavlovic,965893,EUR,990662400,D,31,31,False,,45.0,41.0,4.0,1.0,0.0,31.0,33.0,10.0,12.0,4.0,2.0,,,90.0,54.0,7.1,6.0,0.00849829,0,,4.0,5.0,7.0,3.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12499333,home,Milan,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,,1034303,EUR,1044662400,D,42,42,False,,33.0,30.0,,,0.0,20.0,20.0,10.0,13.0,1.0,3.0,,,90.0,46.0,7.0,5.0,0.00432966,0,,2.0,1.0,5.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12499333,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6182,M,YFofana19_,945062,EUR,915926400,M,29,29,False,,33.0,27.0,1.0,1.0,0.0,12.0,13.0,15.0,20.0,3.0,2.0,,,90.0,41.0,6.4,10.0,0.00555457,0,,,4.0,1.0,1.0,,,1.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499333,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,,14.0,13.0,1.0,1.0,0.0,5.0,5.0,8.0,9.0,1.0,1.0,,,29.0,19.0,5.3,2.0,0.00590552,1,,,3.0,2.0,,,,1.0,,2.0,1.0,,,2.0,2.0,1.0,0.0685,,,,,,,,,,,,,,,,
12499333,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,chukwuezesamuel8,822470,EUR,927331200,M,21,21,False,,14.0,8.0,3.0,,0.0,6.0,9.0,3.0,8.0,1.0,3.0,,,88.0,29.0,7.1,11.0,0.110644,3,,,3.0,2.0,1.0,,,2.0,2.0,1.0,,1.0,,1.0,,,0.2523,,,3.0,1.0,1.0,2.0,1.0,1.0,0.2449,,,,,,,
12499333,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,11,11,False,,26.0,20.0,2.0,1.0,1.0,6.0,8.0,15.0,25.0,3.0,4.0,,,90.0,47.0,7.6,16.0,0.132745,2,,2.0,4.0,6.0,,1.0,,2.0,2.0,3.0,,3.0,,2.0,1.0,,0.1936,,,7.0,1.0,1.0,1.0,,,0.6357,,,,,,,
12499333,home,Milan,Noah Okafor,noah-okafor,N. Okafor,F,19,185,5947,M,noah.arinze,865523,EUR,959126400,M,17,17,False,,10.0,8.0,2.0,1.0,0.0,2.0,3.0,7.0,9.0,,1.0,,,45.0,24.0,6.7,10.0,0.0943385,1,,,5.0,3.0,,,,2.0,1.0,,,2.0,2.0,5.0,2.0,,0.0519,,,2.0,1.0,1.0,,,1.0,0.0231,,,,,,,
