match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_shotValueNormalized,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonTackle,captain,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_penaltyWon
14771904,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,25.0,20.0,8.0,3.0,0.0,18.0,18.0,2.0,7.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,33.0,6.9,5.0,0.1293,0.00739678,65.006777315457,9.0,28.98,5.355,0.1244,1,-0.2258,0.0,0.18,0.02,-0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771904,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400,D,5,5,False,36.0,31.0,4.0,3.0,0.0,15.0,19.0,16.0,17.0,3.0,,,,4.0,2.0,,,,90.0,52.0,6.7,13.0,,0.0307191,198.45094513289,23.0,115.815,19.74,,0,,,0.22,0.26,-0.17,,Mohammed Mahzari,,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14771904,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,3,3,False,43.0,40.0,7.0,4.0,0.0,27.0,28.0,13.0,15.0,4.0,2.0,2.0,,2.0,,,,,90.0,60.0,7.0,5.0,,0.00993567,212.14620173021,20.0,174.405,31.815,,0,,,0.14,0.1,0.16,,,,1.0,1.0,2.0,,,,,,2.0,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14771904,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,57.0,51.0,10.0,6.0,0.0,39.0,40.0,12.0,17.0,5.0,,,1.0,4.0,,,,,90.0,69.0,7.9,6.0,0.127,0.0245967,264.48847057744,30.0,196.455,16.59,,2,,0.5,0.22,0.17,-0.06,,,,,3.0,5.0,,,1.0,,1.0,4.0,6.0,2.0,,2.0,1.0,1.0,0.7884,,,,,,,,,,,,,,
14771904,home,Al-Taawoun,Muteb Al-Mufarrij,muteb-almufarrij,M. Al-Mufarrij,D,32,181.0,105,M,847379,EUR,840412800,D,32,32,False,50.0,41.0,7.0,3.0,0.0,24.0,26.0,17.0,24.0,6.0,,,,2.0,,,,,90.0,76.0,6.7,13.0,,0.00776576,111.96016993739,13.0,91.77,17.01,,0,,,-0.17,0.15,-0.07,,,,,1.0,4.0,1.0,6.0,4.0,1.0,,2.0,2.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,
14771904,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,8,8,False,27.0,22.0,3.0,2.0,0.0,11.0,11.0,11.0,16.0,5.0,,,,7.0,,,,,89.0,34.0,7.4,5.0,,0.0156391,38.642628083922,6.0,25.2,5.145,,0,,,0.03,0.06,0.53,,,,,,2.0,,,3.0,,,2.0,1.0,2.0,,,,,,2.0,3.0,,,,,,,,,,,,
14771904,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,41.0,36.0,8.0,6.0,0.0,23.0,25.0,13.0,16.0,3.0,,,,1.0,1.0,,,,90.0,56.0,6.5,7.0,,0.0395344,49.090749484824,9.0,22.89,6.195,,0,,,0.15,0.13,-0.12,,,,1.0,1.0,8.0,1.0,2.0,2.0,1.0,,,5.0,,,3.0,,,,3.0,1.0,True,1.0,,,,,,,,,,
14771904,home,Al-Taawoun,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,506,M,787540,EUR,840499200,M,11,11,False,36.0,30.0,6.0,5.0,0.0,11.0,13.0,19.0,23.0,8.0,2.0,,,7.0,7.0,,,,79.0,59.0,7.2,15.0,,0.209931,142.10342948813,13.0,81.06,26.88,,0,,,0.06,0.09,-0.04,,,,6.0,,4.0,,1.0,,2.0,2.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
14771904,home,Al-Taawoun,Mohammed Al-Kuwaykibi,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400,F,7,7,False,14.0,13.0,,,0.0,4.0,4.0,9.0,10.0,,1.0,,,3.0,,,,,69.0,23.0,6.4,9.0,,0.0240299,52.046116643092,5.0,38.535,22.365,,0,,,0.17,0.05,0.15,,,,3.0,1.0,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14771904,home,Al-Taawoun,Roger Martínez,roger-martinez,R. Martínez,F,10,180.0,2161,M,344243,EUR,772329600,F,10,10,False,19.0,15.0,1.0,1.0,0.0,5.0,6.0,10.0,13.0,3.0,1.0,,1.0,2.0,3.0,,,,90.0,34.0,6.8,8.0,0.1188,0.172048,83.044304671253,9.0,3.465,11.655,,3,,-0.55,0.28,0.3,0.14,,,,,1.0,4.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,
