match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_penaltyConceded,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_penaltyWon,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_ownGoals
10390057,home,Auxerre,Benoît Costil,benoit-costil,B. Costil,G,188,146,M,26965,EUR,552268800,G,23,23,False,32.0,18.0,27.0,13.0,9.0,10.0,9.0,22.0,6.0,1.0,90.0,36.0,5.6,14.0,0.0,0.0,0.00213885,0,-1.5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Akim Zedadka,akim-zedadka,A. Zedadka,D,173,1095,M,558524,EUR,801792000,D,13,13,False,30.0,25.0,5.0,2.0,12.0,15.0,13.0,15.0,6.0,,90.0,53.0,6.3,9.0,0.0268,0.0,0.0191147,1,,80,2.0,5.0,7.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Jubal,jubal,Jubal,D,190,384,M,329195,EUR,746582400,D,4,4,False,26.0,17.0,9.0,3.0,15.0,20.0,2.0,6.0,5.0,,90.0,38.0,6.4,11.0,0.0,0.0,0.00109093,0,,5,,2.0,4.0,1.0,,,,,,1.0,,3.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,183,630,M,250477,EUR,702000000,D,27,27,False,37.0,32.0,6.0,2.0,27.0,30.0,5.0,7.0,5.0,,90.0,46.0,6.4,5.0,0.0,0.0,0.0007698,0,,,,1.0,4.0,,,,,1.0,1.0,1.0,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Gideon Mensah,gideon-mensah,G. Mensah,D,177,2401,M,844942,EUR,900720000,D,14,14,False,39.0,28.0,6.0,2.0,20.0,27.0,9.0,14.0,11.0,,90.0,71.0,6.6,16.0,0.0,0.0,0.00922096,0,,14,3.0,6.0,8.0,,2.0,1.0,,2.0,,2.0,,1.0,4.0,,6.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Lassine Sinayoko,sinayoko-lassine,L. Sinayoko,F,186,10455,M,927005,EUR,944611200,M,17,17,False,15.0,12.0,1.0,,5.0,7.0,7.0,10.0,6.0,,86.0,37.0,6.9,11.0,0.0738,0.0352,0.013511,1,,10,1.0,5.0,8.0,1.0,2.0,1.0,,1.0,2.0,1.0,,2.0,1.0,,3.0,4.0,1.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
10390057,home,Auxerre,Hamza Sakhi,hamza-sakhi,H. Sakhi,M,172,812,M,340547,EUR,834105600,M,22,22,False,35.0,29.0,5.0,3.0,13.0,14.0,16.0,27.0,5.0,,86.0,54.0,7.4,15.0,0.0397,0.2325,0.0131411,1,,78,,2.0,3.0,1.0,1.0,1.0,,4.0,,,2.0,,,,2.0,1.0,1.0,6.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10390057,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,183,136,M,246507,EUR,707788800,M,12,12,False,53.0,45.0,3.0,2.0,27.0,30.0,18.0,23.0,8.0,,90.0,66.0,7.0,9.0,0.0183,0.0,0.0110745,1,,60,,2.0,6.0,,,,1.0,4.0,1.0,,1.0,2.0,,,3.0,1.0,3.0,,,,,,2.0,,,True,,,,,,,,,,,,
10390057,home,Auxerre,Gaëtan Perrin,gaetan-perrin,G. Perrin,M,169,447,M,827506,EUR,834105600,M,10,10,False,14.0,12.0,2.0,2.0,7.0,7.0,5.0,7.0,2.0,,60.0,26.0,6.5,8.0,0.0567,0.0313,0.0136537,1,,28,1.0,3.0,3.0,1.0,1.0,,,,,,,3.0,1.0,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,
10390057,home,Auxerre,Mathias Autret,mathias-autret,M. Autret,M,179,39,M,101451,EUR,667785600,F,29,29,False,16.0,10.0,1.0,,6.0,8.0,4.0,9.0,3.0,,60.0,23.0,6.5,9.0,0.0,0.0,0.00311101,0,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
10390057,home,Auxerre,M'Baye Niang,mbaye-niang,M. Niang,F,188,1652,M,139228,EUR,787795200,F,11,11,False,14.0,7.0,2.0,,2.0,3.0,5.0,12.0,3.0,,80.0,32.0,7.1,13.0,0.9467,0.8727,0.0226041,3,,29,6.0,9.0,8.0,,2.0,,1.0,,1.0,1.0,,5.0,,,2.0,3.0,1.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,
10390057,home,Auxerre,Youssouf M'Changama,youssouf-mchangama,Y. M'Changama,M,175,694,M,197550,EUR,651888000,M,6,6,True,18.0,18.0,,,13.0,13.0,5.0,5.0,1.0,,30.0,27.0,6.5,2.0,0.0346,0.0,0.00317015,1,,10,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,184,1014,M,209374,EUR,666144000,M,9,9,True,6.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,,30.0,15.0,7.2,2.0,0.1227,0.1383,0.00877636,2,,10,,1.0,8.0,,3.0,2.0,,,4.0,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
10390057,home,Auxerre,Gauthier Hein,gauthier-hein,G. Hein,M,170,632,M,842391,EUR,839376000,F,7,7,True,2.0,2.0,1.0,1.0,,,2.0,2.0,,,10.0,4.0,6.4,,0.0,0.0,0.00152566,0,,10,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10390057,home,Auxerre,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,182,2740,M,757742,EUR,853372800,M,97,97,True,3.0,2.0,,,2.0,2.0,,1.0,,,8.0,4.0,6.5,1.0,0.0,0.0,1.957e-05,0,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390057,home,Auxerre,Ousmane Camara,camara-ousmane,O. Camara,F,184,776,M,1393974,EUR,1004745600,F,28,28,True,2.0,2.0,,,,,2.0,2.0,1.0,,8.0,2.0,6.5,,0.0,0.0,0.00349773,0,,9,,1.0,,,,,,,,1.0,,,,,,,,,,,Ousmane Camara,,,,,,,,,,,,,,,,,
