match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_ownGoals,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_goodHighClaim
10411556,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,25.0,13.0,19.0,7.0,6.0,10.0,7.0,15.0,1.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,34.0,6.8,13.0,0.0,0.0,0.0028072,0,-0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411556,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,31.0,23.0,6.0,4.0,18.0,20.0,5.0,11.0,3.0,6.0,1.0,1.0,,,,,90.0,38.0,6.3,10.0,0.0,0.0,0.0063968,0,,2.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10411556,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,44.0,39.0,6.0,4.0,30.0,31.0,9.0,13.0,11.0,5.0,1.0,2.0,,,,,90.0,56.0,7.2,6.0,0.0,0.0,0.0345441,0,,5.0,5.0,1.0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10411556,home,Hellas Verona,Juan Cabal,juan-cabal,J. Cabal,D,32,185,4400,M,988037,EUR,978912000,D,32,32,False,22.0,14.0,7.0,2.0,7.0,9.0,7.0,13.0,3.0,4.0,,,,,,,45.0,28.0,6.1,11.0,0.0,0.0,0.00263055,0,,2.0,6.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,
10411556,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,M,24,24,False,16.0,11.0,3.0,1.0,5.0,7.0,7.0,11.0,4.0,3.0,1.0,1.0,,,,,59.0,35.0,7.1,10.0,0.0528,0.0,0.31914,1,,1.0,4.0,1.0,,,3.0,1.0,,,2.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,
10411556,home,Hellas Verona,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,77,77,False,29.0,24.0,3.0,1.0,13.0,13.0,11.0,16.0,7.0,12.0,1.0,,,,,,90.0,44.0,7.0,9.0,0.0,0.0,0.0132983,0,,1.0,7.0,1.0,,1.0,3.0,2.0,,1.0,6.0,5.0,,1.0,,,,1.0,,,,,,,,,,,,
10411556,home,Hellas Verona,Miguel Veloso,miguel-veloso,M. Veloso,M,,180,198,M,6557,EUR,516153600,M,4,4,False,23.0,16.0,7.0,3.0,8.0,9.0,9.0,16.0,4.0,3.0,1.0,,,,,,59.0,35.0,7.1,9.0,0.0213,0.0,0.043347,1,,1.0,3.0,3.0,,3.0,,,,1.0,3.0,1.0,,,2.0,1.0,,1.0,True,1.0,1.0,1.0,,,,,,,,
10411556,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,24.0,19.0,1.0,1.0,5.0,7.0,15.0,20.0,3.0,4.0,1.0,,,,,,76.0,34.0,6.8,10.0,0.0,0.0,0.0978718,0,,1.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,
10411556,home,Hellas Verona,Fabio Depaoli,fabio-depaoli,F. Depaoli,M,23,178,224,M,830288,EUR,861840000,M,29,29,False,11.0,7.0,2.0,1.0,2.0,3.0,5.0,10.0,2.0,2.0,3.0,1.0,,,,,90.0,35.0,6.0,13.0,0.0,0.0,0.0026141,0,,,9.0,,,1.0,2.0,2.0,,2.0,1.0,1.0,4.0,,2.0,,,,,,,,,,,,,,,
10411556,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,False,21.0,8.0,1.0,,1.0,3.0,8.0,21.0,3.0,7.0,1.0,,,,,,83.0,38.0,7.4,18.0,0.4617,0.6604,0.0728081,6,,2.0,5.0,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,3.0,1.0,3.0,2.0,,,,1.0,,,3.0,,,,,
10411556,home,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199,819,M,76132,EUR,643334400,F,19,19,False,26.0,12.0,,,3.0,5.0,9.0,21.0,16.0,3.0,,1.0,,,,,90.0,36.0,7.4,18.0,0.0851,0.0,0.0458821,1,,15.0,7.0,1.0,,,4.0,,,,,,,3.0,,,,4.0,,1.0,,,,,,1.0,,,,
10411556,home,Hellas Verona,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,17,17,True,16.0,13.0,3.0,1.0,7.0,9.0,7.0,8.0,3.0,2.0,,,,,,,45.0,23.0,6.7,3.0,0.034,0.0,0.0436987,1,,3.0,2.0,4.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
