match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_bigChanceMissed,stat_lastManTackle,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_bigChanceCreated
11067570,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,17.0,15.0,5.0,3.0,14.0,14.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,90.0,25.0,7.6,2.0,4.332e-05,0,0.6099,,,,,,,,,,,,,,,,,,,,,,,,,
11067570,home,Athletico,Cacá,,,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,43.0,32.0,6.0,2.0,19.0,25.0,13.0,20.0,2.0,4.0,2.0,2.0,,,,,,90.0,53.0,6.8,15.0,0.007671,0,,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11067570,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,41.0,33.0,10.0,6.0,20.0,22.0,13.0,19.0,4.0,5.0,1.0,3.0,,,,,,90.0,50.0,7.4,9.0,0.0870907,0,,,4.0,9.0,,,,2.0,1.0,1.0,1.0,5.0,True,1.0,1.0,,,,,,,,,,,
11067570,home,Athletico,Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,L. Esquivel,D,37,183,1067,M,,1087079,EUR,1003017600,D,37,37,False,39.0,33.0,2.0,1.0,20.0,20.0,13.0,23.0,1.0,4.0,3.0,5.0,1.0,,,,,90.0,63.0,7.1,12.0,0.00608461,0,,4.0,1.0,4.0,,,,1.0,2.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,
11067570,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,21.0,17.0,1.0,1.0,3.0,3.0,14.0,22.0,,1.0,,3.0,1.0,,,,,65.0,47.0,6.9,11.0,0.0166151,0,,4.0,,1.0,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,
11067570,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,56.0,49.0,5.0,2.0,16.0,17.0,33.0,43.0,,5.0,,7.0,3.0,,,,,90.0,79.0,7.0,18.0,0.078463,2,,4.0,1.0,4.0,2.0,3.0,2.0,,,,3.0,,,,3.0,,1.0,1.0,0.0652,,,,,,,
11067570,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,37.0,33.0,,,14.0,15.0,19.0,22.0,2.0,2.0,,3.0,,,,,,90.0,46.0,6.5,7.0,0.0515423,1,,,1.0,5.0,,1.0,,,,,1.0,2.0,,,1.0,1.0,1.0,,0.1671,,,,,,,
11067570,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,M,14,14,False,48.0,42.0,5.0,4.0,14.0,14.0,29.0,36.0,1.0,10.0,,8.0,3.0,,,,,90.0,69.0,7.5,10.0,0.065671,4,,2.0,2.0,5.0,,1.0,1.0,,5.0,5.0,2.0,1.0,,,3.0,2.0,3.0,1.0,0.6216,1.0,1.0,1.0,,,,
11067570,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,F,8,8,False,38.0,33.0,2.0,2.0,7.0,7.0,26.0,37.0,,5.0,,5.0,3.0,,,,,87.0,63.0,7.1,20.0,0.142463,3,,6.0,,7.0,1.0,5.0,2.0,,,,4.0,1.0,,,3.0,2.0,2.0,,0.0988,,,,1.0,1.0,,
11067570,home,Athletico,Christian,,,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,F,88,88,False,31.0,26.0,1.0,,7.0,7.0,19.0,25.0,,4.0,1.0,2.0,2.0,,,,,64.0,40.0,7.0,7.0,0.037678,2,,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,0.1006,,,,1.0,,,
