match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyWon,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_clearanceOffLine,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,captain,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_punches
11396473,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,46.0,39.0,11.0,4.0,36.0,37.0,3.0,9.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,50.0,6.1,7.0,0.0,0.0,0.00137105,0,-1.2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396473,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,D,27,27,False,36.0,27.0,4.0,2.0,15.0,18.0,14.0,32.0,,2.0,,,,,90.0,60.0,6.8,24.0,0.0,0.0,0.39825,0,,,,14.0,2.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11396473,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,False,70.0,62.0,8.0,4.0,44.0,47.0,18.0,23.0,3.0,6.0,,,,,90.0,84.0,7.4,8.0,0.7594,0.9546,0.014124,1,,,,,,1.0,3.0,2.0,7.0,1.0,,,5.0,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396473,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,85.0,73.0,5.0,2.0,48.0,52.0,25.0,33.0,1.0,14.0,,,,,90.0,90.0,6.4,12.0,0.0638,0.0,0.0168429,1,,,,,,1.0,2.0,1.0,3.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
11396473,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,31.0,28.0,2.0,2.0,17.0,18.0,11.0,15.0,2.0,9.0,,,,,90.0,56.0,6.9,9.0,0.024,0.0,0.17836,1,,,,2.0,,1.0,1.0,2.0,6.0,,,,3.0,,3.0,,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
11396473,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,46.0,41.0,4.0,2.0,20.0,21.0,21.0,25.0,,7.0,,,,,90.0,60.0,7.8,8.0,0.0515,0.2129,0.193196,2,,,,,,1.0,1.0,2.0,5.0,,1.0,,1.0,2.0,1.0,,2.0,1.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,
11396473,home,FC Augsburg,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,69.0,62.0,7.0,5.0,42.0,44.0,21.0,26.0,,6.0,,,,,89.0,79.0,7.3,7.0,0.0288,0.0,0.0708077,1,,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,,,1.0,,1.0,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,
11396473,home,FC Augsburg,Ruben Vargas,ruben-vargas,R. Vargas,M,11,179,2677,M,872919,EUR,902275200,M,16,16,False,29.0,23.0,,,6.0,7.0,18.0,26.0,,4.0,,,,,90.0,50.0,6.9,15.0,0.17,0.0251,0.144299,3,,,,4.0,1.0,1.0,2.0,6.0,3.0,1.0,,,,2.0,,,2.0,1.0,1.0,,,2.0,,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,
11396473,home,FC Augsburg,Ermedin Demirović,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,M,9,9,False,19.0,13.0,1.0,,3.0,5.0,10.0,14.0,,5.0,,,,,71.0,30.0,6.7,12.0,0.0919,0.1081,0.607779,2,,,,,,1.0,1.0,9.0,1.0,2.0,3.0,1.0,,1.0,,,4.0,1.0,,,,,1.0,1.0,,,2.0,,,,1.0,e.demirovic29,True,1.0,,
11396473,home,FC Augsburg,Sven Michel,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,20,20,False,18.0,14.0,,,5.0,5.0,9.0,13.0,,,,,,,71.0,28.0,8.0,8.0,0.8294,1.2987,0.0508991,3,,,,,,1.0,2.0,3.0,4.0,,,,,2.0,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,,,,1.0,,
